t0_green,t0_green_bkg,t0_red,t0_red_bkg,t0_flag,t0Point5_green,t0Point5_green_bkg,t0Point5_red,t0Point5_red_bkg,t0Point5_flag,t2_green,t2_green_bkg,t2_red,t2_red_bkg,t2_flag,t5_green,t5_green_bkg,t5_red,t5_red_bkg,t5_flag,t7_green,t7_green_bkg,t7_red,t7_red_bkg,t7_flag,t9_green,t9_green_bkg,t9_red,t9_red_bkg,t9_flag,t11Point5_green,t11Point5_green_bkg,t11Point5_red,t11Point5_red_bkg,t11Point5_flag,gal_ndt80_green,gal_ndt80_green_bkg,gal_ndt80_red,gal_ndt80_red_bkg,ndt80_delete_early_green,ndt80_delete_early_green_bkg,ndt80_delete_early_red,ndt80_delete_early_red_bkg,ndt80_delete_early_flag,ndt80_delete_mid_green,ndt80_delete_mid_green_green_bkg,ndt80_delete_mid_green_red,ndt80_delete_mid_green_red_bkg,ndt80_delete_mid_green_flag,t0_correlation,t0Point5_correlation,t2_correlation,t5_correlation,t7_correlation,t9_correlation,t11Point5_correlation,ndt80_delete_early_correlation,ndt80_delete_mid_correlation,t0_regression,t0Point5_regression,t2_regression,t5_regression,t7_regression,t9_regression,t11Point5_regression,ndt80_delete_early_regression,ndt80_delete_mid_regression,t0_g/r_ratio,t0Point5_g/r_ratio,t2_g/r_ratio,t5_g/r_ratio,t7_g/r_ratio,t9_g/r_ratio,t11Point5_g/r_ratio,ndt80_delete_early_g/r_ratio,ndt80_delete_mid_g/r_ratio,failed_pcr,overlaps_another_orf=yes,classification
0.936943,0.718128,0.671793,0.749735,-0.077298,0.399684,-0.187679,1.222146,0.004462,-0.109644,0.05408,-0.56416,1.723653,-0.112297,-0.131356,0.206873,0.382702,1.44884,1.954766,-0.175538,0.162039,0.391842,1.693737,2.269623,-0.149812,0.028309,0.045865,0.760376,-0.288574,-0.059347,-0.443464,-0.199097,-0.318277,-0.221994,-0.079046,-0.311703,-0.720645,0.106017,-0.611087,-0.537734,-0.026188,0.443634,0.20779,-0.125017,-0.419154,-0.073841,0.258293,-0.060445,-0.121633,0.578432,0.084384,0.582626,0.189254,0.139268,0.661488,0.224897,0.294011,0.357858,0.830013,-0.49851,-0.93882,-0.680719,-0.770238,-0.657968,-0.525968,-0.63349,-0.406446,0.599093,-0.535466,-1.074196,-0.757577,-0.773634,-0.799298,-0.513424,-0.774822,-0.66689,0.0,-0.310659,14.04@20.09.16
0.085122,0.218155,0.278969,0.077293,12.933406,0.179098,-0.093079,0.491064,0.106377,-0.109644,-0.230286,-0.434343,-0.120299,-0.291788,-0.131356,-0.345659,-0.4718,-0.496634,-0.638934,-0.175538,0.333255,0.158004,-0.066852,-0.081889,-0.149812,-0.204181,0.508898,-0.314879,0.478851,-0.059347,-0.377649,-0.043199,-0.39751,-0.14607,-0.079046,1.190158,0.269502,1.17639,0.03865,-0.448386,-0.065384,-0.469053,-0.410437,-0.125017,-0.512544,-0.728768,-0.662102,-0.345708,-0.121633,0.90253,0.221405,0.499951,0.12198,0.006184,0.329379,0.419843,0.301433,0.335335,-0.909234,-0.369046,-0.313462,-0.029263,0.055692,0.029321,-0.094663,-0.222832,-0.069707,-1.376604,-0.384328,-0.382414,-0.007336,0.062337,0.011767,-0.124494,-0.152228,-0.24843,0.0,-0.310659,14.07.07@18.02.01
-0.706527,-0.875333,-0.609126,-0.749481,-0.077298,-0.614951,-0.569716,-0.665374,-0.513265,-0.109644,-0.526589,0.22772,-0.441976,-0.018649,-0.131356,-0.628929,-0.601449,-0.543556,-0.696233,-0.175538,-0.713398,-0.596081,-0.587303,-0.444898,-0.149812,-0.596836,-0.551013,-0.529017,-0.117548,-0.059347,-0.537698,-0.812297,-0.364913,-0.523388,-0.079046,-0.74339,-0.510847,-0.6918,-0.437597,-0.804994,-0.737307,-0.722758,-0.670743,-0.125017,-0.601753,0.000103,-0.431539,-0.455923,-0.121633,0.206065,0.377999,0.371347,0.534032,0.129031,-0.884725,0.449834,0.301433,0.35035,-0.583972,-0.154902,-0.428758,-0.563437,-0.582527,-0.522207,-0.472055,-0.290991,-0.368217,-1.109618,-0.210519,-0.545926,-0.618643,-0.607946,-0.435717,-0.531945,-0.381605,-0.326543,0.0,-0.310659,10.01.03.03@10.01.09.05@11.02.03.04@34.11.03.07
-0.565341,-0.472129,-0.54129,-0.470215,-0.077298,-0.599675,-0.435093,-0.739489,-0.24421,-0.109644,-0.412331,0.643133,-0.574111,0.824181,-0.131356,-0.517876,-0.630915,3.392543,-0.337164,-0.175538,-0.669112,-0.50182,4.270004,-0.183817,-0.149812,-0.497508,-0.995958,4.825743,0.369219,-0.059347,-0.471884,-0.453731,6.531742,1.427622,-0.079046,-0.908032,-0.592719,2.23854,-0.201174,-1.003766,-0.765304,-0.957671,-0.76185,-0.125017,-0.787697,-0.285107,-0.896378,-0.579104,-0.121633,-0.255947,0.162682,-0.143072,0.298574,-0.239508,0.492711,0.449834,-0.225545,-0.070074,-0.010246,0.073085,0.466042,-1.128163,-1.027443,-1.06525,-1.15665,-0.164897,-0.21498,-0.201865,0.023744,0.548348,-1.202164,-1.059823,-1.228137,-1.217202,-1.703253,-0.203794,0.0,-0.310659,10.03.02@11.02.03.04
-0.653078,-0.775338,-0.605665,-0.620872,-0.077298,-0.521156,-0.045779,-0.789436,-0.097453,-0.109644,-0.525737,-0.369435,-0.635972,0.035979,-0.131356,-0.520952,-0.424655,0.201877,-0.054492,-0.175538,-0.664753,-0.34049,-0.157718,-0.153418,-0.149812,-0.567659,-0.869347,-0.120948,-0.53415,-0.059347,-0.440173,-0.310824,0.044818,-0.224294,-0.079046,-0.512948,0.021326,-0.121816,-0.204576,-0.238199,-0.698112,-0.579768,-0.683758,-0.125017,-0.072913,-0.174192,0.149509,-0.559655,-0.121633,0.185378,0.231192,0.417277,0.34062,-0.055239,0.138824,0.449834,0.368234,0.515517,-0.014764,0.403666,0.403381,-0.859105,-0.845323,-0.830497,-0.810792,0.212249,-0.261811,-0.255263,0.34869,0.397413,-0.942821,-0.871541,-0.948459,-0.874573,-0.916817,0.181189,0.0,-0.310659,01.03.04.03@16.19
-0.440627,0.360083,-0.510141,0.4227,-0.077298,0.27717,-0.271363,-0.706459,-0.24421,-0.109644,-0.434074,-0.187692,-0.662201,-0.073277,-0.131356,-0.513434,-0.551357,-0.77595,-0.539618,-0.175538,-0.233747,-0.008765,-0.567503,-0.156994,-0.149812,-0.404699,0.599334,-0.450793,0.215734,-0.059347,-0.475174,0.43229,1.23475,1.034199,-0.079046,-0.790532,-0.533873,-0.665928,-0.318535,-0.760517,-0.003791,-0.917225,-0.091562,-0.125017,-0.696258,-0.359051,-0.901947,-0.248459,-0.121633,-0.145616,0.319276,0.150881,0.306983,-0.41354,0.160602,-2.241917,-0.80448,-4.349392,0.72611,1.730061,0.956052,0.876468,0.697106,-0.19129,-1.130202,0.535436,-0.328076,1.453448,1.776942,0.988573,0.946673,0.634714,-0.23062,-1.152381,-0.709286,0.80051,0.0,-0.310659,43.01.03.09
-0.529372,-0.930168,-0.363048,-0.573103,-0.077298,-0.411169,-0.729808,-0.979155,-0.676328,-0.109644,-0.237534,-0.466798,-0.624094,-0.697595,-0.131356,-0.301237,-0.430549,-0.713536,-0.531978,-0.175538,-0.302618,-0.483693,-0.676932,-0.335816,-0.149812,-0.492232,-0.268852,-0.528039,0.106102,-0.059347,-0.074602,-0.479714,-0.218104,-0.422156,-0.079046,-0.559663,-0.165446,-0.78185,-0.230089,-0.412567,-0.205368,-0.932341,-0.442975,-0.125017,-0.448983,-0.195319,-0.914199,-0.196593,-0.121633,0.530162,0.524807,0.343789,0.046297,0.292826,0.187824,0.532312,-0.166168,-0.723233,-0.448446,2.488117,1.462354,1.374176,1.692375,0.674184,0.033508,3.132292,2.636951,-1.323207,1.897853,1.315597,1.335687,1.455622,0.142283,-0.068933,2.643986,2.485509,0.0,-0.310659,12.01.01
-0.4097,-0.526965,-0.365817,-0.39305,-0.077298,-0.48541,-0.249532,-0.520366,-0.154525,-0.109644,-0.28102,0.487353,-0.324192,0.402766,-0.131356,-0.275268,-0.280274,-0.298324,-0.375363,-0.175538,-0.525269,-0.449252,-0.220123,-0.226735,-0.149812,-0.432635,-0.634214,-0.024798,-0.529765,-0.059347,-0.243926,-0.432945,0.392208,-0.265707,-0.079046,-0.674884,-0.385479,-0.603554,-0.117831,-0.569223,-0.826897,-0.735832,-0.807403,-0.125017,-0.27419,-0.100249,-0.668043,-0.611521,-0.121633,0.433623,0.348638,0.628556,0.491985,0.292826,0.449156,0.64478,0.338545,0.410411,0.003306,-0.163858,-0.069084,-0.143588,-0.651221,-0.722077,-0.779258,0.154314,0.19567,-0.362057,-0.210519,-0.130857,-0.257416,-0.668197,-0.836588,-0.856053,-0.294223,0.097497,0.0,-0.310659,01.05.03.03.04@20.09.07.03@42.01
-0.847712,-0.939845,-0.749643,-0.584126,-0.077298,-0.851425,-0.780746,-0.984391,-0.798626,-0.109644,-0.088742,-0.609596,0.573534,-0.369828,5.591134,-0.676426,-0.760563,-0.730357,-0.493779,-0.175538,-0.753151,-0.262543,-0.738453,0.000369,-0.149812,-0.670401,-0.547395,-0.618649,-0.209639,-0.059347,-0.546374,-0.560261,-0.552646,-0.445163,-0.079046,-0.721599,0.123666,-0.749961,0.050557,-0.918747,-0.261362,-0.831022,-0.42996,-0.125017,-0.73668,-0.042151,-0.733016,0.04977,-0.121633,-0.269739,-0.277741,0.2703,-0.121887,-1.897932,-3.122378,0.367357,0.294011,0.312812,-0.574937,-0.056379,-0.673137,-0.20075,-0.270207,-0.878579,0.207454,-0.380166,-0.402305,-0.896029,0.031301,-0.797483,-0.14627,-0.088289,-0.463685,0.338518,0.634207,-0.404655,0.0,-0.310659,01.03.04
0.963499,-0.852753,1.427331,-0.624546,-0.077298,1.87749,-0.864431,2.016467,-0.647792,-0.109644,1.22224,-1.213242,1.60389,-0.822459,-0.131356,0.844147,-0.698685,4.003851,-0.516698,-0.175538,0.75223,-0.104838,3.177305,0.526107,-0.149812,-0.114785,-0.5691,0.918127,0.777051,-0.059347,1.914496,-0.165319,6.15913,0.360088,-0.079046,-0.430769,0.126225,-0.197627,0.24956,0.366383,-0.194169,1.68765,-0.163146,-0.125017,-0.433929,-0.142502,0.301361,0.179435,-0.121633,0.192273,0.485658,0.683672,0.55085,0.098319,0.661488,0.629784,0.442456,0.267767,-0.733051,-0.189914,-0.248294,-0.797015,-0.752665,-0.750361,-0.871826,-0.528412,-0.423013,-1.483398,-0.225633,-0.369836,-0.887248,-0.788697,-0.883201,-0.957916,-0.578213,-0.577619,0.0,-0.310659,16.03.01@30.01.05.05@34.11.03.07
-0.451048,-0.314073,-0.368932,-0.235044,-0.077298,-0.376034,0.33262,-0.571119,0.302053,-0.109644,-0.245208,2.084095,-0.44544,1.534343,-0.131356,-0.192235,-0.353938,-0.53426,-0.260766,-0.175538,-0.547412,-0.391245,-0.712289,-0.36264,-0.149812,-0.429531,-0.608892,-0.539121,-0.389435,-0.059347,-0.130545,-0.313423,-0.315659,-0.27491,-0.079046,-0.670896,-0.577368,-0.690195,-0.340647,-0.639679,-0.754106,-0.852675,-0.800896,-0.125017,-0.313776,-0.290389,-0.722992,-0.488339,-0.121633,0.081942,0.329064,-0.087956,0.222891,-0.434015,0.035381,0.554805,0.264322,0.260259,-0.416824,0.134153,0.462283,0.537435,0.717874,0.391349,0.270522,0.500788,0.326926,-0.842632,0.061529,0.347102,0.668806,0.657307,0.440606,0.153313,0.164531,0.421106,0.0,-0.310659,12.01.01@42.16
-0.703165,-1.162414,-0.601512,-0.973628,-0.077298,-0.480217,-0.711616,-0.933236,-0.651869,-0.109644,-0.723556,-1.35604,-0.86263,-1.072187,-0.131356,-0.530519,-0.825387,-0.61261,-0.692413,-0.175538,-0.602683,-0.539887,-0.688246,-0.026454,-0.149812,-0.644327,-0.749972,-0.60333,-0.442059,-0.059347,-0.301065,-0.422551,-0.153147,0.247353,-0.079046,-0.530181,-0.270346,-0.552011,0.014838,-0.414929,-0.166172,-0.836333,-0.254253,-0.125017,-0.579172,-0.116094,-0.831033,-0.125277,-0.121633,0.295709,-0.297315,0.160068,0.264937,-2.522401,-1.625165,0.562303,0.368234,0.327827,-0.520727,0.836841,1.404706,-0.099238,0.077259,-0.586316,-0.298109,1.293136,0.369615,-1.002824,1.172391,1.353331,-0.090696,0.544338,-0.333169,-0.430082,0.186376,1.062745,0.0,-0.310659,11.04.01@11.06.01@12.01@16.03.03
0.171514,0.614908,0.197981,0.896717,-0.077298,-0.054015,-0.242255,0.749259,0.004462,-0.109644,0.061328,-0.317509,0.386466,-0.049865,-0.131356,-0.206244,-0.306793,1.347914,0.18234,-0.175538,0.009303,-0.026892,5.728469,1.384453,-0.149812,-0.164139,0.422079,1.271439,0.803362,-0.059347,-0.34534,-0.019815,0.677259,0.233549,-0.079046,0.120696,-0.454559,3.035354,0.412845,-0.981724,-0.250163,-0.552804,0.194774,-0.125017,-0.833137,-0.385459,-0.638712,-0.125277,-0.121633,-0.042181,0.143107,0.555068,0.155617,-0.34188,0.008159,-1.019757,-0.299768,-1.008521,-0.371649,-0.592148,-0.394921,-0.869946,-0.961145,-0.902149,-1.013221,-0.710737,-0.49756,-0.362057,-0.611035,-0.52077,-0.961346,-0.992041,-1.02304,-1.013477,-1.299112,-0.739423,0.0,-0.310659,10.03.01.01@10.03.02.01@43.01.03.09
-0.639631,0.311699,-0.678346,0.088316,-0.077298,-0.730438,-0.380516,-0.723377,-0.533648,-0.109644,-0.656622,-0.680995,-0.251444,-0.213749,-0.131356,-0.634738,-0.430549,-0.243877,0.079204,-0.175538,-0.5373,-0.041394,0.050002,0.175615,-0.149812,-0.557726,0.179711,-0.481431,0.163111,-0.059347,-0.666934,-0.261457,-0.548363,-0.327827,-0.079046,0.970683,-0.564575,-0.294897,-0.464811,-0.940395,0.119395,-0.238225,0.129698,-0.125017,-0.808884,-0.353769,-0.64688,-0.157694,-0.121633,-1.32478,-0.091785,0.049835,-0.189161,0.098319,-1.2495,-0.809815,-0.24039,-0.648157,-0.69691,-0.397545,-0.911249,-0.825596,-0.785415,-0.7975,-0.574795,-0.756176,-0.461242,1.186462,-0.369214,-1.011307,-0.887248,-0.826353,-0.659459,-0.494904,2.851518,-0.789639,0.0,-0.310659,10.01.05.03@11.02.03.04@38.07
-0.662826,0.11171,-0.701189,-0.077039,-0.077298,-0.721578,-0.082163,-0.289964,-0.138219,-0.109644,-0.665575,-0.629068,-0.079223,-0.205945,-0.131356,-0.541795,0.656732,0.721113,1.144951,-0.175538,-0.692301,-0.416623,-0.030611,-0.441321,-0.149812,-0.43636,0.624656,0.182822,0.741968,-0.059347,-0.637916,-0.461526,-0.492686,-0.180581,-0.079046,-0.856047,-0.661799,-0.821159,-0.750559,-0.982511,-0.294958,-0.116888,-0.299807,-0.125017,-0.784909,-0.617853,0.247897,-0.365157,-0.121633,-0.786916,-0.52242,-0.299235,-0.912353,-0.874214,-0.525394,-1.432143,-0.470479,-0.347854,-0.62463,-0.746039,-1.076674,-1.074943,-0.927596,-0.955887,-0.346936,-0.773216,-0.52018,1.400051,-0.747059,-1.149663,-1.14659,-0.931791,-1.032363,-0.448603,-0.610982,-0.811957,0.0,-0.310659,10.01.05.03.01@10.03.02.01
0.885174,1.140685,0.781853,1.337663,-0.077298,1.644377,0.328982,1.534719,0.138989,-0.109644,0.743039,-0.116293,0.307284,-0.268376,-0.131356,0.725576,0.474045,0.451535,0.128862,-0.175538,1.248619,0.458912,0.654602,0.087992,-0.149812,0.539227,0.97193,0.323299,0.974388,-0.059347,0.262548,0.071126,0.070991,-0.139168,-0.079046,1.516736,-0.784608,0.826418,-0.362758,0.916253,0.393764,0.837062,0.871569,-0.125017,0.429721,0.285313,0.381186,0.257234,-0.121633,0.171586,0.192043,0.646928,0.643351,0.374723,0.574377,0.352362,0.242056,0.432933,0.066551,-0.111747,0.459776,0.128427,0.065277,-0.014047,-0.122128,-0.239304,-0.162414,0.011723,-0.157621,0.309368,0.02045,-0.028038,-0.081459,-0.217097,0.448521,-0.25401,0.0,-0.310659,34.11.03.07@40.01.03.01@41.01.01@43.01.03.05
-0.89343,-1.210798,-0.8289,-0.727434,-0.077298,-0.797042,-0.598824,-0.740697,-0.607026,-0.109644,-0.749989,-1.304113,-0.590442,-0.767831,-0.131356,-0.692486,-0.807708,-0.324441,-0.845208,9.245002,-0.707993,-0.385807,-0.349175,-0.319722,-0.149812,-0.634084,-0.891052,-0.51435,-0.15263,-0.059347,-0.56911,-0.035404,0.033873,-0.04944,-0.079046,-0.610651,-0.083574,-0.625215,0.074369,-0.915598,-0.166172,0.295741,-0.019978,-0.125017,-0.771528,-0.274544,-0.087366,-0.144727,-0.121633,-1.124805,-0.434336,-1.328073,-0.971217,-1.846746,-2.447271,-0.135003,0.383078,0.185183,0.174972,-0.599476,-0.97391,-0.838408,-0.925999,-0.872922,-0.992876,-0.773784,-0.509029,1.293256,-0.459897,-0.734594,-0.924297,-0.848947,-0.556911,-1.031997,0.24099,-0.806377,0.0,-0.310659,10.03.01@42.04.05
3.379456,-0.814046,4.842308,-0.260766,-0.077298,6.734665,-0.318663,0.821763,-0.517341,-0.109644,6.78976,-0.921155,1.40742,-0.869283,-0.131356,7.46906,-0.318579,0.345741,-0.852848,-0.175538,5.198982,0.634745,-0.198379,-0.267864,-0.149812,3.566556,-0.156712,-0.219706,-0.016686,-0.059347,9.382068,0.284187,0.934947,-0.228896,-0.079046,2.745285,0.197863,1.907421,0.355015,4.475255,-0.233365,-0.232506,-0.182669,-0.125017,4.671309,0.068764,-0.861107,-0.313291,-0.121633,0.419831,0.603104,0.591812,0.517213,-0.01429,0.617933,0.487324,0.383078,-0.025029,-0.963444,2.779614,3.051439,6.612432,5.111918,8.03166,3.4575,3.219762,17.244495,-1.857179,2.70644,3.139386,6.068685,5.981917,7.525772,3.422176,0.317449,3.143887,0.0,-0.310659,01.05.02.07@01.20.15@02.01
-0.455082,-0.178597,-0.348166,0.051571,-0.077298,-0.56118,-0.224063,-0.518755,0.134913,-0.109644,-0.18211,3.369278,0.089534,3.383887,-0.131356,-0.275268,-0.536625,-0.509914,-0.577816,-0.175538,-0.542007,-0.289734,-0.705394,-0.437745,-0.149812,-0.337653,-0.69571,-0.516957,-0.836735,-0.059347,0.124038,0.029553,-0.213822,-0.054041,-0.079046,-0.826423,-0.595278,-0.804713,-0.512436,-0.783346,-0.972481,-0.787717,-0.918033,-0.125017,-0.261645,-0.163629,-0.720022,-0.365157,-0.121633,0.026776,0.358425,0.408091,0.55085,0.139268,0.138824,0.562303,0.301433,0.417918,-0.367131,-0.289251,-0.607969,0.370875,0.582083,0.746778,0.439382,-0.096738,0.410394,-1.002824,-0.293645,-0.722016,0.242744,0.476557,0.449929,0.264436,-0.239609,-0.159159,0.0,-0.310659,20.01.01.01.01@20.09.18@34.01.01.01
-0.332721,0.463303,-0.392121,0.205902,-0.077298,-0.31829,-0.063971,-0.030964,-0.456193,-0.109644,-0.568796,-0.752394,-0.550356,-0.447868,-0.131356,-0.548288,-0.627968,-0.474059,-0.4594,-0.175538,-0.274895,-0.063146,0.225725,0.077263,-0.149812,-0.472056,0.302704,-0.358554,0.360448,-0.059347,-0.61518,-0.28744,-0.523856,-0.180581,-0.079046,-0.383627,-0.60807,-0.009905,-0.202875,-0.644009,0.264979,-0.487437,0.45508,-0.125017,-0.680646,-0.179474,-0.48686,-0.047478,-0.121633,-0.669689,0.309489,0.279486,-0.222798,0.006184,-0.138841,-0.090015,0.086189,0.140138,-0.457482,-0.474083,-0.245788,-0.532885,-0.650422,-0.628742,-0.203507,-0.394366,-0.394977,0.332107,-0.505238,-0.256635,-0.470448,-0.683259,-0.640814,-0.235617,-0.731131,-0.404655,0.0,-0.310659,01.02@01.06@01.20.33@14.01@16.21.05
-0.698459,0.143966,-0.74099,-0.003548,-0.077298,-0.768323,-0.507862,-0.696389,-0.537724,-0.109644,-0.790491,-0.823793,-0.73099,-0.767831,-0.131356,-0.734857,-0.831281,-0.801182,-0.810829,-0.175538,-0.672599,-0.302423,-0.451886,0.214956,-0.149812,-0.59932,-0.11692,-0.510439,-0.187712,-0.059347,-0.715099,-0.373184,-0.535515,-0.155273,-0.079046,0.177239,-0.702736,-0.239543,-0.432494,-0.947874,0.013007,-0.765655,-0.221715,-0.125017,-0.810835,-0.306234,-0.834746,-0.384607,-0.121633,-1.552338,-0.267954,-0.299235,-1.130992,-0.792316,-0.993613,-1.267188,-0.17359,-0.528036,-0.195465,-0.465941,-0.656845,-0.428415,-0.707135,-0.776758,-0.756879,-0.589187,-0.366624,2.467995,-0.467454,-0.671704,-0.248154,-0.683259,-0.73404,-0.680109,0.798048,-0.599937,0.0,-0.310659,11.02.03.04@34.11.03
-0.740142,-0.030218,-0.749989,-0.337931,-0.077298,-0.934221,-0.267724,-1.094356,-0.501035,-0.109644,-0.839093,-1.498838,-0.841845,-1.017559,-0.131356,-0.71743,-0.504213,4.327876,4.189398,-0.175538,-0.686896,-0.391245,7.28611,3.347921,-0.149812,-0.59994,-0.637831,3.955501,0.211349,-0.059347,-0.74651,-0.484911,2.111554,1.061807,-0.079046,-0.822008,-0.725762,3.739109,-0.260705,-1.010457,-0.026188,-0.911506,-0.000455,-0.125017,-0.857948,-0.327361,-0.622376,-0.241976,-0.121633,-1.262719,-2.411344,-1.539352,-0.811442,-0.710419,-0.138841,-1.43964,-2.570973,-2.43496,-0.882129,-0.240397,-0.364844,-1.191239,-1.037827,-1.089762,-1.181064,-0.596003,-0.532286,0.332107,0.416702,-0.093123,-1.266999,-1.074885,-1.246782,-1.226462,-1.681407,-0.499506,0.0,-0.310659,10.03.02@14.10@43.01.03.09
-0.644674,-0.32375,-0.591821,0.014825,-0.077298,-0.554764,-0.355047,-0.322591,-0.24421,-0.109644,-0.486514,1.305197,-0.379125,1.120732,-0.131356,-0.500791,-0.383404,-0.450155,-0.489959,-0.175538,-0.717757,-0.416623,-0.703803,-0.346546,-0.149812,-0.553691,-0.844025,-0.549225,-1.284034,-0.059347,-0.607701,-0.131542,-0.501489,-0.132266,-0.079046,-0.900911,-0.602953,-0.816947,-0.46311,-0.935672,-1.090067,-0.629202,-0.892003,-0.125017,-0.57499,-0.052714,-0.417802,-0.371641,-0.121633,0.061255,0.270341,0.343789,0.391075,-0.567098,0.225935,0.299876,0.3237,0.245244,0.369226,-0.487111,-0.532776,-0.50726,-0.405998,-0.326108,-0.37135,-0.551699,-0.351013,-0.041674,-0.512795,-0.621393,-0.470448,-0.299164,-0.389104,-0.411562,-0.92774,-0.599937,0.0,-0.310659,12.04.03
-0.239605,0.143966,-0.175115,0.213251,-0.077298,-0.474106,-0.580631,-0.5252,-0.501035,-0.109644,-0.015839,1.584302,-0.253423,1.347048,-0.131356,0.200381,-0.100534,-0.325326,-0.069772,-0.175538,-0.363293,-0.191848,-0.637509,-0.173088,-0.149812,-0.120683,-0.326731,-0.379739,-0.450829,-0.059347,0.518328,0.18805,0.242783,0.095506,-0.079046,-0.635718,-0.64389,0.252423,-0.287919,-0.648732,-1.073269,-0.779546,-0.865972,-0.125017,0.248516,-0.142502,-0.581535,-0.339224,-0.121633,0.171586,0.524807,0.454021,-0.214388,-0.034764,0.558044,0.577299,0.331122,0.402903,-0.227088,-0.123146,0.378317,0.504911,0.836891,0.554451,-0.058043,0.136138,0.664939,-0.68244,-0.195406,0.321946,0.779953,0.800402,0.431284,-0.180056,-1.299112,0.108656,0.0,-0.310659,14.13.04@16.01@20.09@42.25
0.6818,0.621359,0.452712,0.396978,-0.077298,0.981397,0.256213,0.958715,0.122683,-0.109644,0.072839,-0.603105,-0.035178,-0.096689,-0.131356,0.356197,-0.159465,0.368316,-0.077412,-0.175538,0.465939,0.056492,0.333563,0.073687,-0.149812,0.201201,0.129066,0.098405,0.180652,-0.059347,0.028308,-0.245867,-0.023946,-0.364638,-0.079046,1.314067,-0.040079,0.241994,-0.099121,-0.046906,0.522549,0.42239,0.832524,-0.125017,-0.067895,0.211369,0.06263,0.159985,-0.121633,0.599119,0.622679,0.766347,0.643351,0.036896,0.661488,-1.417147,0.271744,0.372873,1.082995,-0.134546,0.146471,-0.090368,-0.218287,-0.044216,-0.802655,-0.444349,-0.231864,0.492298,-0.187849,0.032656,-0.192581,-0.231383,-0.165362,-0.318959,1.300493,-0.471609,0.0,-0.310659,01.05@14.13.01.01@16.13
0.002427,0.572975,0.018701,0.147109,-0.077298,-0.591426,0.045182,3.734409,1.019532,-0.109644,-0.625499,-1.031499,5.156194,0.48861,-0.131356,-0.563664,-0.530732,2.778579,0.847,-0.175538,-0.379857,-0.068584,3.790921,2.099742,-0.149812,-0.426737,0.114597,0.986247,0.448154,-0.059347,-0.656464,-0.414756,0.238738,-0.265707,-0.079046,2.021487,0.167161,1.169571,-0.095719,-0.290549,0.679331,0.053883,0.852047,-0.125017,-0.423614,0.047638,-0.557402,-0.021545,-0.121633,0.419831,0.44651,0.555068,0.290164,-0.096188,0.106158,0.014955,0.264322,0.297797,-0.123185,-1.02858,-1.371181,-1.12225,-0.982712,-0.985113,-1.08341,-0.443781,-0.119405,-0.68244,-1.056891,-1.526999,-1.202164,-1.014635,-1.125588,-1.1246,0.459444,-0.46603,0.0,-0.310659,01.01.11.02.01@01.01.11.02.02@01.01.11.03.01@01.01.11.03.02@01.01.11.04.01@01.01.11.04.02@10.03.01
-0.621143,-1.06887,-0.570709,-0.83767,-0.077298,-0.37359,-0.718893,0.033484,-0.342048,-0.109644,-0.43109,-0.616086,-0.329141,-0.564928,-0.131356,-0.479606,-0.695739,-0.390397,-0.635115,-0.175538,-0.56572,-0.699405,-0.300736,-0.423439,-0.149812,-0.540344,-0.89467,-0.338998,-0.538535,-0.059347,-0.266662,-0.445936,-0.006815,-0.330127,-0.079046,-0.698669,-1.112099,-0.536969,-0.46311,0.225077,-0.244563,1.374705,-0.241238,-0.125017,-0.3949,0.074046,0.08305,-0.300325,-0.121633,0.612911,0.466084,0.187626,0.357438,0.344011,0.514489,0.614789,0.279167,0.515517,0.256288,-0.49851,-0.402441,-0.435314,-0.630453,-0.569346,-0.578864,-0.488084,-0.376181,-0.201865,-0.535466,-0.445303,-0.461185,-0.638071,-0.696749,-0.643068,-0.610982,-0.56646,0.0,-0.310659,01.04@01.06.02.01@20.09.18.09.01@30.01.09.11@42.01
-0.689046,-0.855979,-0.662079,-0.793575,-0.077298,-0.564846,-0.704339,-0.496198,-0.766013,-0.109644,-0.597787,-0.460307,-0.519178,-0.369828,-0.131356,-0.572549,-0.937357,-0.536473,-0.692413,-0.175538,-0.648713,-0.529011,-0.614881,-0.416286,-0.149812,-0.632843,-0.948931,-0.62093,-0.968293,-0.059347,-0.375256,-0.365389,-0.371813,-0.378442,-0.079046,-0.780135,-1.063487,-0.7279,-0.61619,-0.49247,-0.210967,-0.095235,-0.45599,-0.125017,-0.528992,0.111018,-0.249242,-0.235492,-0.121633,0.185378,0.789061,0.352975,0.407893,-0.045002,-0.596171,0.614789,0.397923,0.515517,0.165937,-0.321821,-0.424999,-0.364354,-0.376444,-0.342136,-0.144507,-0.473316,-0.37204,0.065121,-0.376771,-0.508192,-0.377825,-0.359414,-0.277233,-0.207836,-0.337914,-0.521824,0.0,-0.310659,20.09.07.03@20.09.07.27
