t0_green,t0_green_bkg,t0_red,t0_red_bkg,t0_flag,t0Point5_green,t0Point5_green_bkg,t0Point5_red,t0Point5_red_bkg,t0Point5_flag,t2_green,t2_green_bkg,t2_red,t2_red_bkg,t2_flag,t5_green,t5_green_bkg,t5_red,t5_red_bkg,t5_flag,t7_green,t7_green_bkg,t7_red,t7_red_bkg,t7_flag,t9_green,t9_green_bkg,t9_red,t9_red_bkg,t9_flag,t11Point5_green,t11Point5_green_bkg,t11Point5_red,t11Point5_red_bkg,t11Point5_flag,gal_ndt80_green,gal_ndt80_green_bkg,gal_ndt80_red,gal_ndt80_red_bkg,ndt80_delete_early_green,ndt80_delete_early_green_bkg,ndt80_delete_early_red,ndt80_delete_early_red_bkg,ndt80_delete_early_flag,ndt80_delete_mid_green,ndt80_delete_mid_green_green_bkg,ndt80_delete_mid_green_red,ndt80_delete_mid_green_red_bkg,ndt80_delete_mid_green_flag,t0_correlation,t0Point5_correlation,t2_correlation,t5_correlation,t7_correlation,t9_correlation,t11Point5_correlation,ndt80_delete_early_correlation,ndt80_delete_mid_correlation,t0_regression,t0Point5_regression,t2_regression,t5_regression,t7_regression,t9_regression,t11Point5_regression,ndt80_delete_early_regression,ndt80_delete_mid_regression,t0_g/r_ratio,t0Point5_g/r_ratio,t2_g/r_ratio,t5_g/r_ratio,t7_g/r_ratio,t9_g/r_ratio,t11Point5_g/r_ratio,ndt80_delete_early_g/r_ratio,ndt80_delete_mid_g/r_ratio,failed_pcr,overlaps_another_orf=yes,classification,id
0.478089,0.540718,0.240898,0.084642,-0.077298,-0.247104,-1.028161,-0.578772,-0.888311,-0.109644,0.401118,0.253684,0.442389,0.699317,-0.131356,0.335353,0.924869,0.791938,1.278647,-0.175538,-0.046141,-0.237165,0.23757,-0.419863,-0.149812,0.605963,1.022574,0.842185,0.584098,-0.059347,-0.456328,-0.336807,-0.413928,-0.392247,-0.079046,0.220251,-0.41874,0.401638,-0.571967,0.29081,0.057802,-0.000044,-0.189177,-0.125017,0.147321,-0.860809,0.322895,-0.682836,-0.121633,0.764616,0.466084,0.242742,0.054706,0.610178,0.683265,-0.03753,0.0565,0.508009,1.259178,0.288044,-0.179367,-0.486563,-0.526613,-0.344964,-0.342867,-0.104122,-0.225493,0.599093,0.22778,-0.193746,-0.498234,-0.532634,-0.48233,-0.281918,-0.392527,-0.120102,0,-0.310659,12.04.01,2247
-0.376085,-0.010864,-0.354049,-0.043968,-0.077298,-0.168891,0.871111,-0.900609,0.228674,-0.109644,-0.440896,-0.265582,-0.762168,-0.861479,-0.131356,-0.239048,-0.012137,-0.53426,-0.421201,-0.175538,-0.528233,-0.485506,-0.747469,-0.323299,-0.149812,-0.40594,-0.210973,-0.59453,-0.292959,-0.059347,-0.383333,0.107502,-0.526473,-0.093153,-0.079046,-0.399009,-0.2115,-0.594128,-0.434195,-0.261422,-0.871692,-0.953586,-0.924541,-0.125017,0.473489,0.068764,-0.672498,-0.326258,-0.121633,0.474997,-0.571356,0.003905,0.290164,-0.66947,-0.672393,0.262387,-0.314612,0.267767,0.111727,2.572798,1.904741,0.384673,1.302575,1.198371,1.126011,3.504326,1.207481,-0.362057,2.517518,1.59231,0.335366,1.56106,1.233026,0.995994,0.688821,3.149466,0,-0.310659,11.02.01@16.03.01,2248
-0.274566,-0.433422,-0.227723,0.007476,-0.077298,-0.168585,0.692827,0.51201,2.462645,-0.109644,-0.148003,0.357537,0.044004,0.964653,-0.131356,-0.153964,-0.48064,-0.143837,-0.638934,-0.175538,-0.202538,-0.255292,-0.254242,-0.139112,-0.149812,-0.272469,-0.449724,-0.441993,-0.402591,-0.059347,0.100704,1.934108,-0.132684,1.160738,-0.079046,-0.736696,0.177395,-0.669538,-0.111027,0.360872,0.057802,0.999254,0.227312,-0.125017,0.33438,0.317003,1.201336,0.231301,-0.121633,0.543954,-0.101572,0.17844,0.306983,-0.352117,0.078936,-0.082518,0.138144,0.342843,0.16142,-0.602733,-0.430012,-0.212577,-0.273402,0.39512,0.049783,-0.444917,-0.336677,-0.201865,-0.558136,-0.445303,-0.285203,-0.231383,0.338058,-0.022632,-0.490832,-0.471609,-1.643239,-0.310659,11.02.03.01.07@11.02.03.04@16.03.03,2249
-0.5724,0.098807,-0.540598,-0.095411,-0.077298,-0.413613,0.208913,-0.825688,-0.040381,-0.109644,-0.485235,0.850839,-0.51027,0.644689,-0.131356,-0.29782,0.453419,-0.183676,0.132682,-0.175538,-0.619595,-0.324175,-0.588186,-0.235676,-0.149812,-0.479195,-0.641449,-0.365398,-0.718332,-0.059347,-0.452139,-0.105559,-0.291865,-0.005726,-0.079046,-0.573621,-0.728321,-0.68839,-0.747158,-0.504671,-0.989279,-0.561384,-0.696773,-0.125017,-0.05535,-0.633698,-0.17573,-0.378124,-0.121633,0.440518,0.426935,0.003905,0.483576,-0.393066,0.340268,0.209901,0.063922,0.515517,0.129797,0.97119,-0.265839,-0.383079,-0.362865,-0.51655,-0.521899,-0.167737,-0.126414,-0.68244,0.802104,-0.231479,-0.516759,-0.359414,-0.575556,-0.559725,0.404831,-0.14242,0,-0.310659,01.07.01@40.01.03,2250
0.140588,0.631036,0.031161,0.235298,-0.077298,-0.455775,-0.533332,-0.564674,-0.611103,-0.109644,-0.400394,-1.550765,-0.211358,-1.204854,-0.131356,-0.479264,-0.277327,-0.272207,-0.272226,-0.175538,-0.265131,-0.173721,0.986956,-0.037183,-0.149812,0.023032,0.53422,1.091524,0.294669,-0.059347,-0.484149,-0.212089,-0.226432,-0.240399,-0.079046,-0.203176,-0.467352,0.318206,0.263167,-0.680614,0.0802,-0.737057,0.155728,-0.125017,-0.559657,-0.369614,-0.488716,-0.241976,-0.121633,-0.269739,0.13332,0.61937,-0.012567,0.282588,0.530822,0.134922,-0.37399,0.312812,-0.281298,-0.115818,-0.36735,-0.561466,-0.819762,-0.775816,-0.682622,-0.184209,-0.28443,0.118518,-0.127394,-0.508192,-0.64643,-0.848947,-0.901846,-0.73567,-0.742054,-0.053149,0,-0.310659,14.01@20.01.01.01.01.01@32.01.01@32.07@34.01.01.01,2251
-0.139431,1.169716,-0.365125,0.374931,-0.077298,-0.519323,-0.689785,-0.219072,-0.57849,-0.109644,-0.554301,-0.947118,0.064295,-0.518104,-0.131356,-0.596126,-0.082855,-0.418284,-0.268406,-0.175538,-0.398862,-0.476442,0.054599,-0.396616,-0.149812,-0.30475,0.39314,-0.231114,-0.455215,-0.059347,-0.610095,-0.227679,-0.508628,-0.348533,-0.079046,0.478323,-0.375245,0.180423,0.030146,-0.845929,-0.003791,-0.471504,0.546187,-0.125017,-0.655278,-0.364332,-0.42894,-0.131761,-0.121633,-0.28353,0.152894,0.417277,-0.172342,0.333774,0.612488,-0.442418,-0.121634,0.260259,0.956504,-0.485483,-0.921275,-0.728026,-0.667197,-0.435471,-0.501555,-0.62213,-0.391473,1.560242,-0.535466,-1.036462,-0.776101,-0.69079,-0.566233,-0.448603,0.339294,-0.622255,0,-0.310659,20.09.07.03,2252
-0.5882,-0.094731,-0.562056,-0.132157,-0.077298,-0.645504,0.256213,-0.488545,0.228674,-0.109644,-0.572207,0.69506,-0.46672,0.29351,-0.131356,-0.487123,-0.454121,0.231978,-0.337164,-0.175538,-0.668938,-0.41481,-0.084,-0.280381,-0.149812,-0.441947,-0.239913,0.6815,0.022781,-0.059347,-0.531416,0.107502,0.481911,0.309472,-0.079046,-0.905611,-0.590161,-0.396579,-0.560061,-0.943544,-0.882891,-0.518078,-0.657727,-0.125017,-0.64329,-0.353769,0.147281,-0.365157,-0.121633,0.40604,0.58353,-0.42784,-0.046204,-0.188322,0.405601,0.32237,-0.084523,0.387888,-0.13222,-0.491996,-0.686922,-0.912325,-0.878072,-0.942688,-1.041703,-0.63917,-0.470481,-0.30866,-0.520352,-0.69686,-0.924297,-0.894135,-1.078976,-1.096819,-1.561257,-0.67247,0,-0.310659,20.01.07@20.09.18,2253
-0.758295,-0.44955,-0.737875,-0.580452,-0.077298,-0.831566,-0.576993,0.543428,-0.028151,-0.109644,-0.761927,-0.680995,-0.638446,-0.564928,-0.131356,-0.738957,-0.910838,-0.768868,-0.982724,-0.175538,-0.71427,-0.423874,-0.50775,-0.310781,-0.149812,-0.704545,-0.995958,-0.649938,-0.696405,-0.059347,-0.620864,-0.245867,-0.385613,-0.100055,-0.079046,-0.712484,0.328348,-0.622607,0.135601,-0.495618,0.018607,0.062054,-0.293299,-0.125017,-0.775988,-0.359051,-0.735986,-0.326258,-0.121633,-0.311113,0.006087,-0.161444,-0.163933,-0.505675,-2.741269,-0.07502,-0.930658,0.155153,-0.330991,-0.966698,-0.78718,-0.451083,-0.760653,-0.880465,-0.736535,-0.577827,-0.382553,-0.095071,-0.988879,-0.822639,-0.442661,-0.743509,-0.454362,-0.772711,-0.490832,-0.577619,0,3.218089,01.01.06.05.01@01.01.09.02,2254
-0.432223,0.263314,-0.454419,0.352884,-0.077298,-0.399559,1.471456,-0.801117,0.885005,-0.109644,-0.200442,3.395241,-0.22571,2.93906,-0.131356,-0.085624,0.748075,-0.438203,0.258738,-0.175538,-0.437917,0.462538,-0.652005,0.062957,-0.149812,-0.152344,0.895964,-0.213513,1.189268,-0.059347,-0.118878,0.590786,-0.038937,0.785721,-0.079046,-0.580884,-0.472469,-0.5839,-0.631498,-0.29724,-0.597323,-0.433918,-0.527575,-0.125017,1.002608,0.776508,0.250867,0.04977,-0.121633,0.323292,0.240979,0.261114,-0.020976,-1.201804,0.334823,0.352362,0.034233,0.455456,0.315015,0.996432,-0.173101,0.500969,0.387981,-0.018761,-0.345919,-0.091626,0.069831,0.492298,0.960798,-0.269213,0.446513,0.589526,-0.109426,-0.430082,-0.195919,-0.114523,0,-0.310659,01.06.06.11@16.21.07,2255
-0.124304,2.108374,-0.266486,1.808005,-0.077298,-0.644281,0.696465,-0.623885,0.542572,-0.109644,-0.209395,2.226893,0.409231,2.416193,-0.131356,-0.232214,1.054517,0.179302,1.897468,-0.175538,-0.458142,0.011175,-0.322481,-0.260711,-0.149812,0.30115,3.580105,0.311891,4.022162,-0.059347,-0.708517,-0.539475,-0.623076,-0.622319,-0.079046,0.500541,0.054586,0.286117,-0.604283,0.157771,-0.087781,1.203526,-0.332345,-0.125017,0.146205,-0.982288,1.195025,-0.656903,-0.121633,0.626702,0.13332,0.362161,-0.281662,0.538518,0.710488,-0.239974,0.368234,0.470471,1.457949,-0.364161,-0.877412,-0.69156,-0.513833,-0.204489,-0.170955,-0.52046,-0.356748,1.186462,-0.369214,-0.948417,-0.674217,-0.547696,-0.323846,-0.152275,0.033458,-0.56646,0,-0.310659,01.04@10.01.03.05@10.01.05.01@10.03.01.01.09@16.03.01@16.19.03@18.02.01,2256
-0.083965,-0.585026,0.168909,-0.437144,-0.077298,0.604078,-0.704339,-0.60294,-0.725247,-0.109644,-0.008165,-0.544687,-0.536994,-0.783439,-0.131356,0.136141,-0.863693,-0.694501,-0.971264,-0.175538,-0.058346,-0.661338,-0.676048,-0.632661,-0.149812,-0.307544,-0.39908,-0.53195,-0.143859,-0.059347,-0.090458,-0.245867,-0.217866,-0.332428,-0.079046,-0.202891,-0.564575,-0.459153,-0.42399,0.041656,-0.468538,-0.908237,-0.560113,-0.125017,-0.28562,-0.142502,-0.923481,-0.605037,-0.121633,0.723242,0.338851,0.545882,0.542441,0.446383,0.264046,0.584797,0.0565,-0.36287,-0.574937,1.931178,1.674148,2.810138,2.211577,1.472721,-0.027526,4.211475,2.400246,-1.536796,1.648475,1.479109,2.558301,2.058124,1.1398,-0.115234,0.710666,3.606983,0,-0.310659,12.01.01,2257
1.237466,-0.152792,0.719555,-0.481239,-0.077298,0.310778,-0.853515,0.150296,-0.969843,-0.109644,0.91741,-0.862738,0.295902,-1.11901,-0.131356,0.569077,0.627266,-0.047338,0.239639,-0.175538,1.274773,-0.184597,0.501861,-0.49318,-0.149812,0.711809,0.400374,0.167177,0.220119,-0.059347,-0.111698,-0.375782,-0.387279,-0.495779,-0.079046,0.938352,-0.597836,0.455788,-0.748859,0.225471,-0.205368,-0.268049,-0.078547,-0.125017,0.507779,-0.517501,0.029958,-0.384607,-0.121633,0.702555,0.563956,0.371347,0.55085,0.108556,0.487267,0.652278,0.1901,0.560562,1.634133,-0.06045,0.543742,0.714836,0.081253,0.337611,0.552294,0.129322,0.015673,1.239859,-0.119837,0.510614,0.585446,0.092462,0.319413,0.44964,0.317449,0.119815,0,-0.310659,12.01.01@42.16,2258
-0.315577,-0.094731,-0.462379,-0.517984,-0.077298,-0.644893,-0.933561,-0.439403,-0.908694,-0.109644,-0.443454,-0.758884,1.159481,-0.830263,-0.131356,-0.477556,0.173496,0.649845,0.720944,-0.175538,-0.435128,-0.335051,0.586187,-0.385887,-0.149812,-0.254776,0.248442,0.057011,-0.060539,-0.059347,-0.651079,-0.482312,-0.506248,-0.537192,-0.079046,0.021284,-0.436649,-0.065861,-0.604283,-0.842781,-0.306156,0.596838,-0.006963,-0.125017,-0.659459,-0.411868,1.08624,-0.436473,-0.121633,0.474997,0.632466,0.187626,0.306983,0.108556,0.770376,0.524814,0.212367,0.357858,1.616063,-0.513167,-1.144348,-0.97343,-0.83414,-0.645712,-0.512744,-0.75504,-0.516675,1.293256,-0.520352,-1.275442,-1.053968,-0.86401,-0.73404,-0.587506,-0.043001,-0.795218,0,-0.310659,10.01.02@10.01.03.05@10.01.05.01@10.01.05.03@16.03.01,2259
-0.662826,-0.675344,-0.606011,-0.429795,-0.077298,-0.39406,-0.435093,-0.106288,-0.276823,-0.109644,-0.469034,-0.531706,-0.51027,-0.299592,-0.131356,-0.520952,-1.087631,-0.533817,-0.860488,-0.175538,-0.327899,-0.56889,-0.106274,0.273967,-0.149812,-0.550276,-0.511221,-0.485016,-0.051768,-0.059347,0.078566,0.499846,0.231362,0.68449,-0.079046,-0.63999,-0.024728,-0.470986,-0.111027,0.641908,0.416161,0.966979,-0.006963,7.996727,-0.425844,-0.496374,-0.434881,-0.066928,-0.121633,-0.449027,-0.091785,0.086579,0.365847,0.323537,0.264046,0.179909,0.383078,0.252752,-0.773708,-0.48874,-0.02898,-0.186953,-0.428364,-0.326108,-0.512744,-0.337567,-0.192679,-0.255263,-0.490124,-0.055389,-0.238892,-0.472383,-0.389104,-0.522684,-0.676518,-0.393496,0,-0.310659,11.04.03.01@11.04.03.05@16.03.03,2260
-0.89343,-0.8334,-0.860049,-0.709061,-0.077298,-0.979133,-0.777108,-1.082272,-0.806779,-0.109644,-0.822893,-0.992554,-0.859661,-0.806851,-0.131356,-0.762535,-1.03754,0.954393,-0.79937,-0.175538,-0.776515,-0.813605,2.518255,-0.486027,-0.149812,-0.603355,-0.616127,2.856127,0.706886,-0.059347,-0.670225,-0.282243,3.0043,0.447516,-0.079046,-0.913302,-0.705294,-0.517916,-0.532846,-0.976214,-0.490935,-0.909054,-0.469006,-0.125017,-0.790763,-0.142502,-0.078084,-0.300325,-0.121633,-1.552338,-0.3854,-1.181096,0.12198,0.047133,-0.176951,-0.172493,-0.158745,-0.580589,0.048481,-0.084063,-0.181874,-1.137033,-1.02904,-1.081277,-1.16784,-0.341542,-0.518587,1.61364,-0.051825,0.108123,-1.202164,-1.067354,-1.237459,-1.226462,-1.517567,-0.315384,0,3.218089,20.01.03.01@20.09.18,2261
0.333542,-0.720503,0.303542,-0.683339,-0.077298,0.781891,-0.529693,0.872113,-0.558107,-0.109644,0.265543,-0.460307,0.183068,-0.120101,-0.131356,0.421803,-0.896105,0.133708,-0.734432,-0.175538,0.047662,-0.838983,0.099502,-0.434169,-0.149812,-0.092437,-0.409932,-0.060977,-0.012301,-0.059347,0.011555,-0.110755,0.108585,-0.212791,-0.079046,-0.540151,-0.753906,-0.280056,-0.760765,1.449591,-0.412544,1.284826,-0.397422,-0.125017,0.422752,0.095173,0.18478,-0.345708,-0.121633,0.723242,0.681402,0.481579,0.693807,0.610178,0.803043,0.64478,0.375656,0.425426,0.500234,-0.143502,0.027415,0.257535,-0.282189,-0.117753,-0.388642,-0.222264,-0.099972,-0.201865,-0.248304,-0.055389,0.122335,-0.329289,-0.286556,-0.494904,-0.774822,-0.24843,0,-0.310659,01.05@42.01,2262
-0.758967,-0.7076,-0.774908,-0.683339,-0.077298,-0.69011,-0.737085,-0.307285,-0.688558,-0.109644,-0.634452,-1.044481,-0.537984,-0.845871,-0.131356,-0.690777,-1.031647,-0.751161,-1.253936,-0.175538,-0.40601,-0.396683,-0.39231,-0.600473,-0.149812,-0.201077,-0.247148,-0.198195,-0.648167,-0.059347,-0.500902,-0.396568,-0.353016,-0.442863,-0.079046,0.436165,-0.769257,1.109604,-0.711439,-0.81877,-0.138176,-0.747271,-0.260761,-0.125017,-0.443129,-0.211164,-0.328696,0.04977,-0.121633,-0.131825,0.035448,-0.510514,-0.012567,0.077845,0.519933,0.494822,0.019388,0.162661,1.354046,-0.6809,-0.513977,-0.330845,-0.332511,-0.277084,-0.508675,-0.312575,-0.28666,1.827229,-0.67149,-0.52077,-0.340776,-0.366946,-0.342491,-0.559725,-0.687441,-0.343281,0,-0.310659,01.04@14.10@16.19.03@42.19,2263
0.026631,0.508462,-0.180307,0.389629,-0.077298,0.462011,-0.23134,0.073361,-0.321665,-0.109644,0.246358,-0.830284,-0.17919,-0.845871,-0.131356,-0.174466,-0.731098,-0.579411,-1.09732,-0.175538,0.957446,0.290331,-0.194843,-0.289323,-0.149812,1.086151,0.436549,-0.243499,-0.354353,-0.059347,0.188357,-0.191302,-0.254747,-0.419855,-0.079046,1.230037,-0.518522,0.029404,-0.466512,-0.732964,-0.138176,-0.92417,-0.442975,-0.125017,-0.033606,-0.406586,-0.694032,-0.319775,-0.121633,-0.228364,0.319276,0.499951,0.357438,0.3133,0.63971,0.337366,-0.195856,-0.040044,0.793873,0.084484,0.661545,0.686254,1.06534,2.457929,0.617397,0.78876,0.59963,1.400051,0.076642,0.573503,0.603971,0.973621,2.305124,0.43112,1.726478,0.767033,0,-0.310659,01.07.01@16.01@32.01,2264
-0.619798,0.11171,-0.532637,-0.418772,-0.077298,-0.974855,-0.788023,-0.959015,-0.713018,-0.109644,-0.642979,-1.291132,-0.130196,-1.001951,11.313625,-0.55478,-0.156519,0.046505,0.014266,4.534732,-0.743039,-0.739284,-0.349705,-0.763201,-0.149812,-0.302267,1.46752,-0.071732,1.281359,-0.059347,-0.661849,-0.739544,-0.396321,-0.631521,12.647403,1.160534,-0.567134,1.977616,-0.393374,-0.97149,-0.250163,-0.807327,-0.026486,-0.125017,-0.70044,-0.654824,-0.875587,-0.566138,-0.121633,0.447414,-0.3854,0.215184,0.786308,-0.321406,0.601599,0.487324,0.011966,0.215214,-1.57331,-0.660544,-0.993961,-0.950762,-0.882865,-0.737162,-0.801637,-0.503988,0.32151,-1.910576,-0.512795,-1.036462,-0.961346,-0.871541,-0.77133,-0.800492,-0.610982,-0.544142,0,-0.310659,01.01.03.02.01@01.05.02.07@02.10@42.16,2265
0.00747,-0.439873,0.000704,-0.058666,-0.077298,1.000339,-0.486032,0.530136,-0.484729,-0.109644,0.361895,-0.096821,-0.020331,0.043783,-0.131356,0.023038,-0.58377,-0.276634,-0.505239,-0.175538,0.566542,0.386404,-0.116351,0.048651,-0.149812,-0.446603,-0.344818,-0.578233,-0.529765,-0.059347,1.098095,1.536568,0.021976,0.594761,-0.079046,-0.604099,-0.480144,-0.598741,-0.536248,1.512175,0.304174,0.856672,0.025575,-0.125017,0.174362,-0.369614,0.559399,0.205368,-0.121633,0.288813,0.084384,0.288672,0.500395,0.344011,-0.50906,0.262387,0.353389,0.312812,0.111727,0.053543,0.479828,0.310756,0.444694,0.341382,0.852377,-0.060955,-0.269138,0.011723,0.061529,0.435147,0.270531,0.401244,0.505864,0.82931,-0.184996,-0.092205,0,3.218089,14.04@16.01@20.01.10@20.09.07.05@20.09.13,2266
0.503637,-0.062474,0.174793,-0.477564,-0.077298,-0.412085,-0.63157,-0.384622,-0.566261,-0.109644,0.103109,-0.836774,0.379043,-1.033167,-0.131356,-0.017967,0.261893,0.334674,0.338956,-0.175538,0.106071,-0.445626,0.461908,-0.621932,-0.149812,0.241243,1.033427,0.16294,0.421842,-0.059347,-0.489534,-0.513492,-0.548125,-0.656829,-0.079046,0.035527,-0.544107,-0.58049,-0.582172,-0.551117,0.270578,0.088201,0.23382,-0.125017,-0.529271,-0.253417,0.499252,-0.261425,-0.121633,0.812886,0.65204,0.417277,0.794717,0.497569,0.683265,0.479826,0.249478,0.590593,1.593475,-0.241211,-0.387402,-0.496419,-0.493863,-0.119639,0.500416,-0.580099,-0.460286,1.133065,-0.286088,-0.483037,-0.544545,-0.532634,-0.26791,0.310737,2.33815,-0.616675,0,-0.310659,01.06.06.11@43.01.03.09,2267
-0.634925,-0.730179,-0.418424,-0.67599,-0.077298,-0.403836,-0.529693,-0.640803,-0.448039,-0.109644,-0.693287,-0.888701,-0.776025,-1.001951,-0.131356,-0.682235,-0.675113,-0.595789,-0.719152,-0.175538,-0.654815,-0.316924,0.053185,-0.1713,-0.149812,-0.715099,-1.144273,-0.502616,-0.687635,-0.059347,-0.542186,-0.141935,0.079319,0.355487,-0.079046,-0.836678,-0.572251,-0.714462,-0.605984,0.172728,0.141793,-0.433918,-0.000455,-0.125017,-0.330224,-0.195319,-0.516933,-0.008579,-0.121633,0.840469,0.221405,-0.538072,-0.147115,-0.300931,-0.552616,0.089934,0.1233,0.125123,-2.734315,0.094255,0.155243,-0.692545,-0.885261,-0.891778,-0.924722,0.332095,-0.079902,-2.284357,0.137097,0.18359,-0.664954,-0.916729,-0.948459,-0.994957,-0.92774,0.337414,0,-0.310659,14.13.01.01@18.02.03@20.09.07.03@20.09.18,2268
-0.725351,-0.55277,-0.715725,-0.249742,-0.077298,-0.528794,-0.071248,-0.453098,-0.24421,-0.109644,-0.657901,-0.979572,-0.529076,-0.642968,-0.131356,-0.641572,-0.663327,-0.661302,-0.856668,-0.175538,-0.621688,-0.480068,-0.564497,-0.194547,-0.149812,-0.706407,-0.988723,-0.698828,-1.170016,-0.059347,-0.452438,0.065929,-0.426301,-0.047139,-0.079046,-0.834826,-0.979056,-0.798295,-0.81009,-0.104372,0.041004,0.566197,0.103667,-0.125017,-0.460692,-0.216446,-0.101103,0.341516,-0.121633,-0.690376,-0.24838,-0.069584,0.206072,0.026659,-2.583381,-0.269965,0.383078,0.050047,0.220147,-0.391031,-0.602956,-0.389978,-0.420376,-0.772987,-0.206558,-0.48922,-0.361208,1.560242,-0.391885,-0.608815,-0.433399,-0.374477,-0.351814,-0.217097,-0.468986,-0.527404,0,-0.310659,14.01,2269
-0.57677,-0.533416,-0.631276,-0.551055,-0.077298,-0.375423,-0.216786,-0.354815,-0.333895,-0.109644,-0.506551,-0.174711,-0.515714,-0.159121,-0.131356,-0.531886,-0.890212,-0.642268,-0.887227,-0.175538,-0.401826,-0.27342,-0.481409,-0.06043,-0.149812,-0.676299,-0.83679,-0.699154,-1.398051,-0.059347,-0.184992,0.138682,-0.460802,0.192136,-0.079046,0.108448,1.533411,0.477047,1.283697,-0.062256,-0.020589,0.469781,0.019068,-0.125017,-0.600916,-0.248136,-0.414461,0.010871,-0.121633,0.075046,-0.013487,0.17844,0.206072,0.251877,-3.508931,0.314872,0.279167,0.297797,1.042337,-0.299022,-0.166835,-0.086425,-0.024185,-0.943631,1.294871,-0.476724,-0.361845,1.346654,-0.293645,-0.218902,-0.044385,-0.073226,-0.342491,1.394185,-0.5236,-0.488347,0,-0.310659,01.04@02.19@14.07.03,2270
-0.491723,-0.359232,-0.49422,-0.404073,-0.077298,0.093247,-0.256809,-0.070036,-0.142295,-0.109644,-0.4183,-0.797829,-0.416241,-0.674183,-0.131356,-0.459787,-0.854853,-0.037157,-0.696233,-0.175538,-0.445938,-0.148343,3.775364,0.470672,-0.149812,-0.57666,-0.576335,1.141392,0.092946,-0.059347,-0.390513,-0.193901,7.743088,3.69613,-0.079046,-0.808051,0.28997,0.873549,0.264868,-0.44563,-0.222166,-0.12465,-0.23473,-0.125017,-0.682319,-0.105531,-0.737843,-0.040995,-0.121633,0.330187,0.20183,0.187626,0.273346,0.210928,0.100714,0.374855,0.175255,-0.17518,0.364708,-0.08162,-0.18814,-0.698459,-0.993096,-1.04828,-1.159702,-0.478428,-0.238555,0.065121,-0.074495,-0.206324,-0.72979,-1.029698,-1.190847,-1.217202,-1.637716,-0.471609,0,-0.310659,02.07@11.04.02,2271
-0.538448,-0.575349,-0.527792,-0.418772,-0.077298,-0.632061,-0.405986,-0.932027,-0.627409,-0.109644,-0.46946,0.136849,-0.659231,-0.034257,-0.131356,-0.448853,-0.527785,-0.648908,-0.707692,-0.175538,-0.636333,-0.47463,-0.717769,-0.35191,-0.149812,-0.486955,-0.551013,-0.586055,-0.424518,-0.059347,-0.46261,0.086716,-0.538846,-0.093153,-0.079046,-0.717184,-0.221734,-0.692,-0.560061,-0.222455,-0.418144,-0.749314,-0.644712,-0.125017,-0.031933,-0.089686,-0.483147,-0.112311,-0.121633,0.178482,0.417148,0.242742,0.281755,0.036896,-0.00273,0.037449,0.197522,0.387888,0.567997,0.593384,0.692875,0.235853,0.286537,0.475257,0.793378,0.861463,0.135459,0.225312,0.552726,0.674126,0.196433,0.280744,0.543155,0.736708,-0.392527,0.755874,0,-0.310659,12.01.01@42.16,2272
-0.447014,0.279442,-0.523293,-0.227695,-0.077298,-0.738687,-0.697062,-0.913499,-0.639639,-0.109644,-0.543216,-0.629068,-0.617166,-0.721007,-0.131356,-0.352151,0.721556,-0.396594,0.816441,-0.175538,-0.58856,-0.423874,-0.387184,-0.491392,-0.149812,-0.245464,1.098541,-0.105304,0.873527,-0.059347,-0.701936,-0.555065,-0.555264,-0.599311,-0.079046,0.506095,-1.043019,0.20088,-0.653609,-0.299995,0.231382,-0.584262,0.461588,-0.125017,-0.139262,-0.290389,-0.322755,-0.138244,-0.121633,0.668076,0.094171,-0.363537,0.416303,0.169979,0.634266,0.359859,0.212367,0.440441,1.335976,0.138224,-0.096654,-0.188924,-0.63924,-0.542948,-0.584968,0.247464,-0.085317,0.492298,0.159768,0.0075,-0.211105,-0.645603,-0.603524,-0.606027,0.24099,0.197927,0,-0.310659,20.01.01.01.01,2273
0.357073,0.550395,0.136722,0.003802,-0.077298,-0.104731,-0.398709,-0.436584,-0.607026,-0.109644,0.239536,-0.239619,-0.026765,-0.54932,-0.131356,0.21029,1.411051,-0.04601,1.377964,-0.175538,0.137629,-0.164657,-0.247878,-0.405557,-0.149812,0.527432,2.418907,0.139798,2.044398,-0.059347,-0.550263,-0.360192,-0.551219,-0.479674,-0.079046,0.248735,-0.585044,-0.233326,-0.697832,-0.181126,0.500152,-0.437186,0.337942,-0.125017,-0.156267,-0.443558,-0.433396,-0.488339,-0.121633,0.468101,0.671615,0.297858,0.483576,0.303063,0.63971,0.532312,0.242056,0.523024,0.988127,0.264431,0.289338,0.310756,0.169117,0.508254,0.274591,0.046964,0.008664,0.599093,0.137097,0.196168,0.168646,0.13765,0.179574,0.134792,0.798048,0.002646,0,-0.310659,12.07,2274
