cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
0.34,-0.04,-0.51,0.5,-0.13,-0.34,0.08,0.02,0.15,-0.09,0.05,0.02,-0.12,0.24,-0.18,0.16,-0.12,-0.07,0.09,-0.02,0.2,0.08,-0.11,0.14,-0.36,0.2,0.47,-0.46,0.48,-0.51,0.43,0.1,0.48,0.43,0.29,0.29,0.44,-0.51,0.04,-0.13,0.35,-0.17,-0.34,-0.67,-0.19,-0.7,-0.19,-0.14,-0.66,-0.5,0.05,0.12,-0.41,-0.15,0,0.24,0.4,0.31,-0.21,0.31,0.043775,0.17,0.68,0.22,-0.29,-0.24,-0.35,0.19,0.14,-0.2,0.14,0.1,-0.19,0.07,0.05,0.21,0.14,10.01.05@11.02.03.04.03,1821
-0.3,-0.38,-0.4,0.11,-0.08,-1.03,-0.42,-0.28,0.38,0.28,0.27,0,0.26,-0.03,0.45,-0.03,0.09,-0.11,0.02,0.16,0.18,-0.11,0.33,0.33,0.36,0.3,0.3,-0.03,0.15,0.2,-0.07,0.2,0,0.45,-0.18,0.52,0.27,0.23,-0.88,0.04,0.23,0.33,-1.12,-1.33,0.02,-0.62,-0.3,0.44,0.09,0.17,0.01,0.3,0.16,-0.04,0.09,-0.47,-0.18,-0.19,-0.09,0.09,0.043775,0.13,-0.2,-0.66,-0.06,-0.12,0.4,0.82,0.48,0.27,-0.04,-0.02,-0.04,-0.12,-0.52,-0.29,-0.1,20.09.07.03@40.01,1822
-0.03,0.08,-0.09,0.2,0.54,-0.09,0.015297,0.21,0.027787,-0.09,0.42,-0.24,0.1,-0.12,-0.17,-0.17,0.21,-0.44,0.14,-0.24,0.26,-0.28,0.02,-0.21,0,0.07,-0.56,0.22,-0.19,0.16,-0.4,0.24,-0.07,0.38,0.07,0.34,0.16,0.13,-0.21,0.38,-0.27,-1.36,0,0.29,0.33,0.52,-0.16,-0.38,0.13,-0.04,-0.19,-0.44,-0.17,-0.27,-0.28,0.63,0.41,0.030324,-0.28,0.12,0.38,0.08,0.46,-0.19,-0.11,0.07,-0.33,-0.46,-0.41,-0.48,0.15,0.35,0.17,0.07,0.42,0.29,0.46,14.01,1823
0.03,-0.27,-0.14,-0.54,-0.17,-0.27,0.1,-0.24,0.38,-0.27,-0.34,-0.04,0.18,-0.14,0.9,-0.25,-0.01,-0.05,0.12,0.34,-0.25,-0.02676,0.04,0.2,0.15,0.58,-1.32,0.42,-1.08,0.25,-0.050426,-0.5,-0.074012,0.62,-3.08,0.24,0.05678,0.64,-0.00603,0.31,0.82,0.014616,0.154279,0.85,0.36,0.49,0.24,0.16,-0.17,-0.15,0.17,0.45,0.14,-0.17,-0.25,-0.69,-0.23,-0.32,-0.1,0.37,0.043775,0.53,0.01,0.19,-0.26,0.34,0.17,0.02,-0.18,-0.21,0.2,-0.1,-0.01,-0.07,-0.24,0,0.16,01.06@14.07.05@14.10@14.13.01.01@16.01@16.19.03,1824
-0.1,-0.23,-0.84,-0.27,-0.03,-0.059714,0.015297,0.11,0.11,0.2,0.23,0.2,-0.05,0.04,-0.26,-0.28,0.18,-0.31,-0.08,-0.24,0.34,-0.19,-0.25,0.01,0.27,0.15,0.45,-0.02,0.36,-0.23,0.08,-0.05,-0.19,-0.32,0.04,0.27,0.4,-0.1,-0.14,-0.16,-0.1,-0.93,0.33,-0.08,-0.02,0.24,-0.14,-0.35,-0.27,0.23,0.21,0.34,0.15,0.02,0.01,-0.35,-0.21,0.06,-0.03,0.23,0.043775,0.19,-0.09,0.59,-0.15,0.13,0.24,0.03,-0.05,0.14,-0.08,-0.17,-0.19,0.29,-0.12,-0.48,-0.19,10.03.04.05@16.01,1825
-0.76,0.04,-0.12,-0.38,0.11,-0.41,0.07,-0.48,0.28,0.2,0.25,-0.16,0.16,-0.25,0.49,-0.23,0.02,-0.04,0.48,0.02,0.19,-0.69,0.09,0.19,0.25,0.24,0.83,0.24,0.22,0.02,0.48,-0.01,0.04,1.09,-0.08,-0.25,-0.12,-0.23,0.12,0.02,0.1,-1.21,-0.25,-0.47,-0.64,-0.64,-0.14,0.26,0.25,0.52,-0.21,-0.01,-0.26,-0.14,0.22,-0.27,0.08,0.03,-0.18,0.043893,-0.02,0,-0.13,-1.15,-0.19,-0.06,0.13,0.52,0.18,0.3,0.22,-0.04,0.22,-0.04,0,-0.19,0.09,01.01.06.01@01.01.06.02.02@01.02,1826
-0.54,-0.3,-0.32,0.51,-0.011098,-0.05,0.03,0.31,0.15,-0.12,0.03,-0.25,-0.09,0.26,0.03,0.12,-0.12,-0.12,-0.1,-0.14,0.2,-0.12,0.24,0.35,0.43,0.1,-0.72,0.33,-0.13,0.33,-0.37,-0.21,-0.24,0.45,-0.43,0.31,-0.75,0.4,-0.83,0.58,-1.47,-0.67,-0.57,0.94,0.74,1.18,-0.09,-0.18,0.19,-0.1,0.14,-0.33,-0.22,-0.19,-0.32,0.27,0.23,0.030324,-0.27,0.27,0.11,0.13,0.34,0.63,-0.53,0.08,-0.38,-0.33,-0.23,-0.34,0.4,0.25,0.01,-0.06,0.1,0.26,0.14,01.01.13@01.05.25@10.03.01.01.03@10.03.01.01.09@10.03.04.05@14.07.05@14.10@14.13.01.01@16.01@16.19.03,1827
-0.25,-0.18,-0.14,-0.38,-0.14,0.52,0.24,-0.07,-0.46,0.05,-0.44,-0.19,0.37,0.22,0.43,-0.15,-0.17,-0.52,-0.34,0.5,0.01,0.13,-0.39,-0.06,-0.16,-0.55,-0.3,-0.16,-0.19,-0.08,-0.35,0.02,-0.09,-0.06,0.16,0.66,0.13,0.07,-0.09,-0.17,-0.04,0.25,0.4,0.45,0.22,0.34,0.75,-0.16,-1.08,-0.21,-0.05,0.09,-0.49,0.06,0.38,0.03,0.38,0.47,0.01,-0.06,-0.13,0.067631,0.074214,0.83,0.64,-1.2,0.07,-0.41,-0.41,-0.27,0.01,0.12,0.01,-0.27,0.08,0.26,0.55,14.13.01.01,1828
0.15,-0.58,-0.58,-0.25,0.43,-0.27,-0.09,-0.008604,-0.34,0.04,-0.19,-0.06,0.26,0,0.63,-0.12,-0.12,-0.32,-0.24,0.54,-0.15,-0.02,-0.49,-0.16,-0.16,-0.64,-0.1,-0.43,-0.13,-0.01,-0.41,-0.39,1.69,-0.19,0.26,1.52,0.06,-0.59,-0.1,-0.07,0.09,0.52,0.65,-0.88,0.31,-0.37,-0.76,-0.34,-0.42,-0.41,0.06,0.4,-0.23,0.12,0.4,0.09,0.27,0.15,0,0.2,0.043775,-0.02,0.49,-0.79,0.5,-0.24,-0.07,-0.17,-0.01,0,0.3,0,0.14,-0.28,0.11,0.51,-0.01,10.01.02@10.01.09.05@11.02.03.04,1829
0.25,-0.2,-0.2,-0.45,-0.01,0.32,-0.27,0.24,-0.08,0.22,-0.31,0.24,0.04,-0.41,0.48,0.03,-0.22,-0.24,0.1,0.3,-0.45,0.01,-0.079801,0.1,0,0.41,0.19,0,-0.21,0.01,-0.17,0.22,0.03,0.56,0,0.76,-0.68,-0.36,-0.04,-0.06,0.22,-0.02,-0.38,-0.15,-0.27,-0.15,-0.08,-0.11,-0.75,-0.28,0.22,0.41,-0.31,-0.13,0.1,-0.18,0.37,0.05,-0.12,0.043893,0.14,0.21,0.45,-0.05,-0.09,-0.27,0.36,-0.27,-0.1,-0.02,0.02,0.15,0.34,-0.24,0.07,0.19,-0.1,14.04@16.01@20.01.10@20.09.01@34.11.03.07,1830
-0.54,-0.32,0.12,-0.45,-0.05,0.02,-0.17,0.26,-0.35,0.23,-0.37,0.06,0.27,-0.18,0.32,-0.06,0.15,-0.08,-0.17,0.19,-0.15,0.09,-0.079801,-0.001349,-0.028098,0.0015,0.004272,-0.067911,0.04498,-0.006114,2.21,0.02695,-0.074012,0.140502,-2.86,0.064247,0.05678,-0.069326,-0.00603,-0.039449,0.65,0.014616,0.154279,-0.029028,-0.031524,-0.00879,-0.42,0.01,-0.33,-0.64,-0.96,0.07,-0.09,-0.28,0.05,0.66,0.42,0.25,-0.06,0.043893,0.02,0.52,0.78,0.08,-0.49,-0.37,-0.45,-0.45,-0.11,0.07,0.19,0.1,0.28,0.44,0.26,0.29,0.18,12.01.01@16.03.03@42.16,1831
0.34,-0.43,-0.76,-0.17,0.42,-0.08,-0.03,-0.008604,0.027787,-0.03,0.37,0.05,-0.05,0.02,-0.42,-0.08,0.04,-0.1,0,0.07,-0.17,-0.01,0.2,0.24,0.06,0.46,0.25,-0.2,-0.03,0.33,-0.3,-0.1,-0.53,1.18,-0.53,0.15,0.44,-0.85,0.1,-0.27,0.41,-0.15,0.63,-0.55,-0.53,-0.39,-0.59,-0.02,-0.02,0.34,-0.19,0.65,0.35,-0.33,0.14,-0.24,-0.22,-0.2,0.12,0.043893,-0.01,0.16,0.05,-0.05,-0.29,-0.16,-0.12,-0.07,-0.33,0.98,-0.43,0.3,0.33,-0.31,0.09,0.33,-0.27,42.01@43.01.03.05,1832
-0.06,0.01,0.2,0.08,0.12,-0.26,0.05,-0.008604,0.027787,-0.12,0.14,-0.43,-0.14,-0.19,0.04,0.11,0.53,0.01,0.45,-0.01,-0.01,-0.28,-0.16,0.19,0.27,0.23,-0.14,-0.3,-0.53,-0.51,-0.16,0.09,0.14,1.14,0.2,0.75,-0.08,-0.28,-0.3,-0.22,-0.49,-0.55,0.12,0.28,0.18,0.12,-0.74,0,0.39,-0.15,-0.13,-0.33,0.07,-0.76,-0.62,0.81,0.16,0.030324,-0.44,0.62,0.23,0.62,0.27,-0.3,0.35,-0.3,-0.39,-0.16,-0.15,-0.06,0.02,0.18,0.12,-0.19,0.43,0.4,0.08,01.02@01.03.07@16.21.07@32.01.01@32.07.07,1833
0.79,-0.1,-0.43,0,-0.2,-0.67,0.13,0.1,0.38,0.44,0.05,-0.28,-0.26,0.1,-0.11,0.16,0,-0.03,0.17,0.1,0.1,-0.2,-0.5,-0.09,0.61,0.09,0.51,-0.52,-0.39,-0.52,-1.34,0,-0.09,0.64,0,1.23,0.68,-0.3,0.21,-0.18,0.12,0.03,0.49,-0.39,0.56,-0.85,-0.97,-0.66,0.08,0.43,0.86,0.91,-0.23,-0.48,-0.39,-0.55,0.27,0.6,0.64,0.38,0.043775,-0.39,-0.47,0.55,-0.22,-0.02,0.03,0.3,-0.2,-0.02,0.21,0.16,-0.22,-0.18,-0.07,-0.14,-0.18,10.03.01@42.04.05,1834
1.06,-0.89,-0.22,-0.014223,0.35,0.49,0.32,-0.39,-0.37,-0.28,-0.14,-0.21,-0.04,0.1,0,0.38,-0.14,-0.1,-0.37,-0.06,0.12,0.36,-0.66,-0.38,-0.51,-0.49,-0.17,-0.58,0.22,-0.24,0,-0.02,-0.03,-0.05,-0.22,0.72,0.26,-0.34,-0.09,-0.66,-0.36,1.14,0.42,0.66,0.52,0.87,-0.035824,-0.87,-1.45,-0.45,-0.08,-0.08,-1.5,-0.03,0.64,0.34,0.83,0.7,0.34,0.21,0.01,0.65,0.74,1.16,0.26,-0.46,-0.19,-0.53,-0.76,-0.39,0.05,0,-0.08,-0.43,0.4,0.46,0.5,20.09.07,1835
0.92,-0.47,-0.3,-0.014223,0.18,-0.14,-0.42,-0.39,0.05,0.26,-0.01,0.01,0.18,0.36,-0.03,-0.12,0.22,-0.56,-0.05,0.03,0.24,0.2,0.07,0.14,0.15,-0.53,-0.16,-0.27,0.14,-0.1,0.11,-0.05,-0.16,0.05,-0.41,-0.01,0.42,-0.08,0.06,-0.02,0.05,0.75,0.46,-0.4,-0.07,-0.16,0.01,0.56,0.31,0.17,-0.57,0.35,0.37,-0.07,0.13,-0.52,-0.37,-0.3,0.03,0.043893,-0.34,0.17,0.08,0,-0.21,-0.33,0.21,0.35,-0.07,0.08,0.11,0.03,0.06,0.01,-0.05,-0.27,0.09,10.01.03@10.03.01.01.05@10.03.05.01@11.04.03.01@16.19,1836
0.52,-0.74,-0.38,-0.014223,0.2,1.28,0.24,-0.04,0.27,-0.47,-0.18,-0.1,-0.05,-0.17,-0.51,-0.13,0.32,-0.53,-0.49,-0.29,-0.12,0.77,-0.15,0.24,0.02,-0.45,0.06,-0.35,0.5,0.2,0.08,-0.21,-0.19,0.34,-0.15,-0.03,0.35,-0.69,0.15,-0.15,0.08,0.13,1.11,-0.35,-0.19,-0.35,0.54,0.08,-0.29,0.09,-0.38,-0.08,-0.41,0.22,0.33,-0.14,-0.05,-0.01,-0.04,0.043893,-0.28,-0.1,0.52,0.24,0.3,-0.39,0.3,0,0.05,-0.04,-0.04,0.39,-0.1,-0.18,-0.33,-0.28,0.07,10.01.05.01@10.01.05.03.01@10.03.02.01@16.01@16.03.01@32.01.09,1837
0.03,-0.45,-0.07,0.12,-0.28,-0.059714,0.23,0.01,0.04,-0.12,0.16,-0.26,-0.02,-0.26,0.16,-0.02,0.06,-0.19,0.09,-0.13,-0.36,0.87,-0.17,-0.43,-0.36,-0.46,-0.46,-0.11,-0.49,0.25,-0.26,0.53,-0.09,0.42,-0.11,0.36,-0.22,0.06,-0.46,0.19,-0.36,0.36,0.18,0.62,0.38,0.63,-0.19,0.13,-0.85,0,-0.68,0.15,0,0.07,0.18,-0.14,0.31,0.12,0.03,0.043893,0.21,0.14,0.53,-0.63,-0.6,-0.73,-0.04,-0.22,-0.26,0.12,0.62,0.53,0.5,-0.24,0.29,0.42,0.24,01.04@02.13.03@14.10@16.19.03@20.03.22@42.16,1838
0,-0.71,0.12,-0.014223,-0.01,0.08,0.25,-0.04,-0.34,-0.26,-0.42,-0.04,0.25,0.12,0.51,0.19,0.11,-0.42,0.04,0.27,-0.3,0.02,0.2,0.17,-0.18,-0.4,0.03,-0.55,0.03,-0.06,0.08,0.05,0.08,-0.06,-0.01,0.03,0.03,-0.22,-0.16,-0.55,0.15,1.17,0.45,0.01,-0.29,-0.01,-0.82,0.57,0.24,-0.39,-0.8,0.49,0.39,-0.34,0.31,-0.06,0.32,0.13,-0.1,0.52,-0.46,0.067631,0.074214,0.11,-0.08,0.12,0.15,-0.18,-0.2,-0.13,-0.21,-0.11,0.18,-0.13,0.18,0.21,0.08,18.02.01.01.01@30.01.05.05.01@30.05@34.11.03.07@42.04.03@42.29@43.01.03.05,1839
-1.06,-1.32,-0.04,-0.25,-0.11,-0.36,0.11,0.32,0.49,0.35,0.55,0.19,0.28,-0.28,-0.03,-0.3,0.1,-0.23,0.03,-0.48,-0.06,-0.57,0.32,0.43,-0.06,-0.11,0.06,0.28,0.73,-0.34,0.43,-0.15,0.16,-0.09,0.18,0.23,-0.38,0,0.23,0.08,0.13,-0.49,0.32,-0.57,-0.75,-0.66,0.08,0.01,0.07,0.07,0.19,0,-0.37,0.19,0.18,0.3,-0.08,-0.19,-0.55,0.12,0.043775,0.12,-0.17,-1.16,0.26,-0.33,-0.54,-0.74,-0.71,0.05,0.69,0.55,0.32,0.08,0.79,0.43,0.3,01.02@20.03@20.09.16,1840
0.31,-0.43,0.07,-0.014223,0.11,-0.43,-0.3,-0.26,0.027787,-0.36,0.41,0.01,0.42,0.12,0.17,-0.07,0.24,-0.09,0.12,-0.09,0.11,-0.09,1.05,1.25,0.96,0.27,0.15,0.42,0.21,0.42,-0.03,0.56,0.12,0.6,-0.21,-0.01,-0.7,-1.45,-0.42,0.09,-0.75,-0.55,-0.93,-0.28,-0.4,-0.38,-0.57,0,0.4,0.27,0.14,-0.27,-0.11,-0.22,-0.34,0.47,0.22,0.030324,-0.52,-0.02,0.18,-0.08,0.46,-1.35,-0.09,-0.21,0.27,0.93,1,0.45,-0.05,-0.33,0.33,0.35,-0.41,-0.77,-0.12,01.03.01.03,1841
0.5,-1.56,-0.18,-0.014223,0,0.06,0.11,-0.02,-0.14,-0.03,-0.05,-0.006864,0.2,0.12,0.02,0.11,0.12,-0.15832,-0.45,0.2,-0.25,-0.02,0.1,0.1,-0.18,-0.35,0.2,-0.52,0.35,-0.33,-0.050426,-0.21,0.16,-0.01,0.1,0.03,0.58,-0.32,0.17,-0.28,0.53,0.66,0.25,-0.3,-0.28,-0.42,1.04,1.31,0.72,0.75,0.55,0.66,-0.34,0.17,0.39,-1.57,0.02,-0.49,-0.34,-0.83,-0.65,-0.74,-0.65,-0.22,-0.24,-0.09,0.04,0.31,-0.13,0.27,0.27,0.08,0.12,0.39,-0.05,-1.07,0.33,01@32.07.01@42.01@43.01.03.09,1842
-0.00031,-1.56,-0.45,-0.014223,-0.13,0.3,0.05,0.2,-0.29,0.04,-0.31,0.28,0.37,-0.36,0.05,0.02,-0.18,0.01,-0.01,0.16,-0.18,-0.02,0.05,0.12,-0.19,-0.23,0.53,-0.46,0.63,-0.36,-0.03,-0.32,0.37,-0.5,0.33,0.13,0.48,-0.13,0.03,-0.3,0.6,-0.01,0.57,-0.32,-0.55,-0.44,0.58,0.95,0.21,-0.04,-0.07,0.26,0.12,-0.88,-0.04,-0.38,-0.38,-0.04,-0.33,0.03,-0.18,0.06,0.12,0.11,0.05,0.11,-0.17,0.13,0.19,0.28,-0.02,-0.04,-0.38,0.1,-0.21,-0.06,-0.11,01@43.01.03.09,1843
0.41,-0.14,-0.42,0.4,-0.26,-0.54,-0.01,-0.12,0.22,0.26,-0.1,-0.23,-0.1,0.89,0.1,-0.12,-0.13,-0.23,-0.01,0.34,0.1,-0.07,-0.13,-0.16,-0.21,-0.47,0.33,-0.75,0.04,-0.08,0.14,-0.07,0.07,0.08,-0.29,0.15,0.48,-0.85,2.72,-0.46,0.37,0.23,0.42,-0.34,-0.75,-0.46,0.7,0.35,-0.47,0.21,0.2,0.28,-0.45,0,0.11,-0.07,-0.13,-0.2,-0.4,0.03,-0.17,0.067631,0.074214,0.63,-0.19,0.13,-0.17,-0.11,-0.42,-0.42,0.13,0.18,-0.01,-0.23,0.17,0.25,0.06,14.07.07@14.13.01,1844
0.6,-0.86,-0.32,-0.17,0.18,-0.24,0.07,-0.22,0.027787,-0.26,0.25,-0.02,0.21,0.14,-0.07,-0.15,0.08,-0.15832,0.13,-0.05,0.08,-0.12,0.01,0.18,0.18,0.06,-0.01,-0.21,0.84,0.07,-0.21,-0.27,-0.57,0.11,-0.14,0.02,-0.17,-0.17,0.12,-0.14,0.33,0.3,0.02,-0.1,-0.1,-0.14,0.21,0.63,0.14,0,-0.12,-0.05,0.02,-0.32,-0.15,-0.5,-0.42,-0.26,-0.1,0.41,0.043775,0.54,-0.02,-0.68,0.04,0.02,-0.01,0.11,-0.01,-0.13,-0.11,0.18,0.2,-0.2,0.3,0.11,0.17,10.01.03@10.01.05.01,1845
-0.00031,0.31,0.3,-0.014223,-0.05,-0.04,-0.04,-0.008604,-0.18,0.13,-0.24,0.39,0.3,-0.14,0.37,-0.01,0.01,-0.29,-0.11,0.24,-0.28,-0.05,-0.21,-0.21,-0.17,0.09,0.17,0,0.01,0,-0.03,0.12,-0.02,0.17,-0.12,0.08,-0.5,0.24,-0.95,0.34,-0.12,0.08,-0.25,0.53,0.32,0.44,-0.33,0.02,-0.54,0.06,-0.19,0.11,-0.32,-0.13,0.11,-0.13,0.26,0.09,-0.12,0.32,0.043775,0.25,0.55,0.73,0.26,0.06,-0.14,-0.27,-0.33,-0.09,-0.09,-0.04,-0.14,0.08,-0.12,0.06,0.02,14.13.01.01@16.07,1846
-0.36,-0.6,-0.64,-0.014223,-0.27,-0.39,-0.39,-0.27,-0.44,-0.35,-0.17,-0.08,0.34,0.61,0.56,0.09,0.13,-0.03,0.16,0.45,-0.19,0.24,-0.43,-0.41,-0.47,-0.03,-0.09,0.21,-0.06,0.15,-0.07,0.17,-0.33,0.06,-0.26,0.09,0.31,0.2,-0.07,0.3,-0.32,0.6,-0.01,0.32,-0.01,0.17,-1.33,-0.33,-0.27,-0.33,-0.34,-0.09,0.58,-0.23,-0.07,0.5,0.01,0.03,0.014137,0.51,0.34,0.75,0.26,0.28,0.03,-1.09,-0.08,-0.37,-0.28,-0.06,0.39,0.23,0.37,0.04,0.17,0.27,0.09,11.04.01@11.04.03@14.04@16.03.03@20.01.21@20.09.01,1847
0.24,-0.43,-0.3,0.04,0.21,-0.27,0.09,-0.34,0.027787,-0.14,0.28,0,0.1,0.03,0.02,-0.09,0.02,-0.15832,-0.23,0.23,0.1,0,-0.06,0.12,0.05,-0.36,0.3,0,0.63,-0.01,-0.08,-0.38,0.16,-0.4,0.24,-0.26,0.06,-0.11,-0.11,-0.19,0.23,0.47,0.29,-0.18,-0.14,-0.26,0.21,0.31,-0.35,-0.04,0.15,0.35,0.08,0.2,0.24,-0.75,0.04,-0.27,-0.15,0.11,-0.12,0.067631,0.074214,0.45,0.09,-0.04,-0.08,0.07,-0.12,-0.17,-0.17,-0.02,0.11,0.03,0.02,-0.14,-0.02,10.01.09.05@10.03.04.05@11.02.03.04,1848
-0.00031,-0.49,-0.29,-0.014223,-0.01,-0.059714,-0.25,-0.08,-0.23,0.09,0.15,-0.01,-0.08,0.04,-0.25,0.06,0.17,-0.09,0.21,0.09,0.23,-0.08,-0.13,0.18,0.44,0.77,-0.13,0.25,-0.11,0.06,-0.49,0.08,-0.15,0.3,-0.07,0.34,0.37,0.33,-0.26,0.19,-0.28,-0.69,-0.63,-0.44,-0.03,0.09,0.19,-0.16,-0.31,0.22,0.2,0.29,-0.38,-0.26,0.04,-0.01,-0.06,0.14,0.13,0.043893,0.19,-0.26,0.04,-0.26,-0.04,-0.23,-0.23,0.02,-0.05,-0.05,0.21,0.26,0.16,0.21,0.07,-0.14,0.07,10.01.09.05@11.02.03.01@11.02.03.04@14.07.04@18.02.09@42.10.03,1849
0.29,-0.22,-0.43,0.37,-0.12,-0.34,-0.28,0.03,0.21,-0.28,0.15,0.06,0.15,0.27,0.06,-0.11,-0.16,0.08,0.14,-0.02,0.01,0.14,0.47,0.43,0.46,0.46,0.21,0.37,-0.17,0.25,-0.49,0.08,-0.42,-0.11,-0.95,0.34,-0.11,0.1,-0.09,0.07,0.13,-0.73,-0.09,-0.13,-0.05,-0.05,-0.03,0.52,-0.33,0.13,0.57,0.62,0.04,0.12,-0.1,-0.52,-0.45,-0.21,-0.09,0.043893,0.07,0.09,-0.42,0.05,-0.39,-0.46,0.12,0.05,-0.06,-0.04,-0.17,0.24,0.24,-0.09,0.17,0.43,-0.09,11.02.03.04,1850
0.42,-0.23,0.07,-0.1,0.35,-0.53,-0.37,-0.73,0.027787,-0.32,0.36,0.02,0.47,-0.02,0.35,0.01,0.09,0.08,0.06,-0.08,0.26,0.01,0.94,0.75,0.59,0,-0.09,-0.27,0.22,-0.09,-0.08,0.05,-0.43,0.1,-0.5,-0.33,0.05,-0.47,-0.18,-0.31,0.38,0.42,0.64,-0.25,-0.52,-0.61,-0.6,0.58,0.36,0.27,-0.31,0.24,0.11,0.01,0.28,-0.38,-0.01,-0.15,-0.69,0.18,0.043775,-0.16,0.27,-1.17,-0.03,-0.15,0.3,0.95,0.72,0.41,0.2,-0.17,0.17,0.13,-0.4,-0.73,-0.24,01.01@14.07.09,1851
-0.27,-0.6,-0.34,-0.1,-0.14,-0.15,0.06,0.01,0.027787,0.24,0.26,0.32,0.09,0,-0.51,0.01,-0.15,-0.15832,-0.3,0.06,0.19,0.03,0.08,0.29,0.01,-0.13,0.2,-0.45,1.21,0.04,-0.01,-0.08,-0.21,0.3,-0.063761,-0.15,0.05678,-0.36,-0.00603,-0.19,0.059308,0.53,0.154279,-0.62,-0.17,-0.29,0.03,0.03,0.03,0.07,-0.25,0.12,-0.53,-0.16,0.14,-0.47,0.07,0.15,-0.03,0.4,0.043775,-0.06,0.46,0.48,-0.18,0.13,0.02,0.17,-0.16,-0.21,0.05,-0.11,-0.06,0.07,-0.11,-0.09,0,11.04.03.01@14.10,1852
-0.04,1.2,0.12,-1.15,-0.85,-0.43,0.27,0.08,0.44,-0.1,-0.43,-0.05,0.25,0.27,0.041087,0.99,0.86,0.33,0.2,0.06,-0.93,-0.96,-0.56,0.16,0.11,-0.13,-0.03,-0.63,-0.63,-0.32,0.07,0.1,0.87,0.7,0.58,0.43,0.08,-0.32,-0.18,-0.21,0.4,-0.01,0.53,-0.19,-0.25,-0.53,0.08,0.13,0.21,0.04,-0.36,-0.36,-0.86,-0.44,-0.48,0.27,0.42,0.35,0.014137,0.43,-0.12,0.26,0.43,-0.24,-0.26,0.17,0.01,-0.26,-0.02,0.04,0.24,-0.16,-0.05,0,0.14,0.08,0.3,01.04@14.07.03,1853
0.76,0.76,0.07,0.82,-0.59,-0.12,0.8,0.88,0.22,-0.56,-0.5,-0.48,0.32,-0.12,0.48,0.7,0.08,-0.31,0.08,-0.46,-0.27,-0.17,-0.13,-0.23,-0.6,-0.16,-0.32,0.17,0.49,0.45,0.5,0.75,0.3,0.31,-0.26,0.01,-0.25,-0.04,-0.08,0.08,-0.05,-0.67,0.25,0.04,-0.19,-0.37,-0.52,-0.4,-0.16,-0.11,0.08,-0.28,-0.45,-0.47,-0.36,1.03,0.7,0.45,0.014137,0.1,0,-0.25,0.63,-0.55,-0.68,-0.07,0.17,0.1,0.44,0.36,0.21,0.41,0.33,-0.45,-0.02,-0.36,0.09,10.01.02@10.01.05.03.03@32.01.09@42.10.03,1854
-0.06,-0.27,0.14,-0.12,-0.46,1.14,0.83,0.2,-0.71,-0.12,-0.64,-0.2,0.08,0.35,0.35,0.08,-0.05,-0.5,-0.08,0.19,-0.31,-0.15,-0.65,-1.22,-0.8,-0.49,-0.22,-1.02,-0.15,-0.76,0.01,-0.09,0.32,-0.17,-0.5,-0.01,0.59,-0.76,0.06,-0.59,0.74,1.25,1.59,0.53,1.09,1.26,0.9,-0.96,-0.64,-0.71,0.12,-0.57,-0.88,-0.32,-0.16,0.56,0.25,0.53,0.46,0.25,0.29,0.53,0.36,1.41,0.51,-0.26,-0.52,-1.52,-1.13,-0.48,0.17,0.17,-0.29,-0.21,0.76,0.84,0.54,01.05.03@02.19,1855
-0.56,-0.217308,-0.197709,0.69,-0.011098,-0.059714,0.015297,-0.008604,0.027787,-0.002635,0.07891,-0.006864,0.056154,-0.004805,0.041087,-0.012766,0.047763,-0.15832,0.010549,0.013071,-0.007216,-0.02676,-0.7,-0.94,-1.11,-0.02,0.2,0.1,0.65,-0.2,0.76,0.1,0.03,0.03,0.34,-0.05,0.09,-0.14,0.13,0.29,1.17,0.34,0.82,-0.72,-0.57,-0.61,-0.12,-0.11,0.28,-0.02,-0.18,-0.85,-0.07,-0.06,-0.32,1.15,0.21,-0.39,-0.17,-0.18,-0.05,0.34,0.55,-0.056647,-0.116256,-0.079652,0.000092,0.02397,-0.009688,-0.006168,0.086703,0.064203,0.049058,-0.005891,0.05822,-0.050849,0.040966,20.01.01.01@20.03.22@34.01.01.03,1856
