cln3-1,cln3-2,clb2-2,clb2-1,alpha0,alpha7,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha91,alpha98,alpha105,alpha112,alpha119,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_80,cdc15_90,cdc15_100,cdc15_110,cdc15_120,cdc15_130,cdc15_140,cdc15_150,cdc15_160,cdc15_170,cdc15_180,cdc15_190,cdc15_200,cdc15_210,cdc15_220,cdc15_230,cdc15_240,cdc15_250,cdc15_270,cdc15_290,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_110,cdc28_120,cdc28_130,cdc28_140,cdc28_150,cdc28_160,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390,classification,id
-0.25,-0.81,-0.2,-0.27,0.08,0.31,0.26,0.04,-0.08,-0.11,0.0,0.1,0.22,0.0,-0.07,0.07,-0.11,-0.38,0.0,0.03,-0.33,0.0,?,-0.21,-0.36,-0.34,1.19,-0.34,0.24,0.06,0.21,-0.14,-0.34,-0.04,?,-0.38,?,-0.42,?,-0.5,1.19,0.5,?,-0.19,-0.12,-0.04,-0.15,-0.35,-0.77,-0.4,0.0,-0.31,-0.02,0.16,0.6,0.16,-0.24,0.38,0.38,-0.08,?,0.36,0.28,0.42,-0.16,0.18,-0.09,-0.48,-0.46,-0.21,-0.12,0.12,0.05,0.06,0.37,0.26,0.05,14.07@14.13.01,900
-0.84,-0.49,0.01,-0.03,0.05,-0.64,-0.76,-0.27,-0.27,0.05,0.32,-0.04,0.39,0.69,0.24,0.17,0.22,-0.3,0.01,0.05,-0.08,0.16,-0.62,-0.71,-0.66,-0.15,0.58,-0.01,0.54,0.01,0.71,-0.09,0.11,0.03,0.6,-0.13,0.76,-0.13,-1.44,0.09,1.24,-0.33,0.94,-0.24,-0.4,-0.71,-0.57,0.04,0.12,0.0,0.37,0.08,0.05,0.32,-0.02,0.34,-0.05,?,-0.34,0.02,0.12,-0.11,-0.37,-0.99,0.25,1.29,0.34,0.36,0.28,-0.08,0.22,-0.08,0.01,0.07,-0.83,-0.61,-0.23,11.02.01@16.03.01,901
?,0.03,-0.3,?,0.2,0.25,0.59,0.14,0.25,-0.31,0.16,-0.34,-0.18,0.08,-0.2,0.11,-0.08,-0.27,-0.12,-0.15,-0.01,-0.12,-0.46,-0.2,-0.29,?,0.85,?,?,?,0.07,?,0.03,?,?,?,?,?,?,?,?,?,?,?,?,?,-0.03,-0.26,-0.36,-0.34,-0.32,-0.01,-0.18,0.5,0.02,0.22,0.27,0.03,0.02,0.49,?,-0.03,-0.03,0.35,-0.29,-0.25,-0.25,-0.34,-0.09,-0.21,0.18,0.31,0.21,-0.25,0.14,0.39,0.1,16.01@20.09.14@42.04.03,902
0.77,1.16,-0.17,-0.22,-0.18,-0.54,-0.21,-0.25,0.33,0.14,0.63,0.24,0.13,-0.16,-0.43,-0.37,0.07,-0.13,0.31,0.05,0.4,-0.03,0.13,0.1,-0.17,-0.31,0.25,-0.19,0.15,-0.2,-0.26,-0.12,-0.03,0.88,-0.19,-0.31,0.46,-0.39,0.52,-0.53,0.24,0.21,0.36,-0.27,-0.04,-0.29,-0.37,-0.56,-0.12,0.16,0.38,0.5,0.28,0.38,-0.17,-0.57,-0.11,-0.27,?,0.51,0.39,-0.1,-0.31,-0.51,-0.32,-0.47,-0.49,-0.17,0.16,0.16,0.41,0.41,0.14,0.32,0.34,0.17,-0.14,01.05.25@10.03.01@10.03.03@16.09@34.11.03.07@40.01@41.01.01@42.01@42.04@43.01.03.05,903
0.0,-0.14,-0.38,-0.36,0.02,0.27,-0.41,0.04,-0.21,0.3,-0.06,0.07,0.01,0.35,-0.11,-0.11,-0.08,-0.23,-0.15,0.18,0.19,-0.06,-0.27,-0.45,-0.56,-0.52,0.12,-0.52,0.14,-0.79,0.6,-0.04,0.39,0.46,0.42,0.24,0.42,-0.45,0.1,-0.35,0.88,0.08,1.22,-0.37,-0.31,-0.43,-0.3,-0.68,-0.61,-0.15,0.2,0.04,0.04,-0.04,-0.26,0.61,0.22,?,-0.22,0.4,0.23,0.24,0.28,0.85,0.43,0.39,0.1,0.08,-0.15,-0.01,-0.32,-0.34,-0.47,0.13,-0.19,-0.39,-0.1,30.01.05.05@30.05@34.11.03.07,904
0.53,0.41,-0.18,0.52,0.17,-0.02,0.0,-0.21,-0.12,-0.27,0.17,0.26,-0.02,0.1,-0.12,0.11,-0.12,-0.18,0.05,0.1,0.02,0.1,-0.65,-0.21,-0.43,0.1,-0.06,0.14,0.07,0.11,0.09,0.21,0.06,-0.03,-0.12,0.51,0.06,-0.02,-0.4,-0.21,0.34,-0.11,0.45,0.26,-0.12,-0.02,0.1,-0.52,-0.31,-0.04,-0.01,0.16,-0.11,0.53,0.1,0.12,0.5,-0.07,-0.08,?,0.07,-0.25,-0.19,0.9,0.17,-0.37,-0.39,-0.39,-0.45,-0.21,0.03,0.46,-0.08,-0.03,0.32,0.11,-0.07,01.03.16.01@10.03.01@11.04@16.03.03,905
-0.1,?,0.07,1.03,0.01,0.3,0.34,-0.35,0.05,-0.28,0.17,-0.03,0.27,0.15,-0.05,-0.19,0.03,-0.58,-0.13,0.01,0.28,0.01,-0.47,-0.12,0.12,-0.34,0.25,-0.34,0.41,0.12,0.3,0.07,0.13,1.54,0.4,-0.14,?,-0.34,?,?,?,?,?,-0.87,-0.08,-0.64,1.57,0.58,0.4,-0.08,-0.23,-0.32,0.05,0.19,0.21,-1.29,-0.45,-0.11,-0.17,0.44,-0.38,-0.23,-0.2,0.69,?,-0.11,0.48,0.21,0.16,0.07,0.09,-0.03,-0.2,-0.36,-0.17,-0.91,0.07,10.03.02@11.02.03.04@43.01.03.09,906
0.44,-1.15,-0.25,-0.51,0.07,-0.24,-0.11,-0.15,0.1,-0.08,0.28,-0.01,0.0,0.05,-0.08,-0.15,0.04,0.05,-0.03,0.05,0.02,0.18,-0.09,-0.19,-0.05,-0.45,0.67,-0.48,0.63,0.0,0.5,-0.29,-0.13,1.01,?,?,?,-1.04,?,0.1,0.57,0.36,?,-0.8,?,-0.31,0.76,-0.17,0.27,0.1,0.5,-0.66,-0.42,0.31,-0.12,0.47,-1.53,-0.07,-0.42,0.58,-0.12,-0.03,0.55,-1.05,0.22,-0.35,-0.59,-0.84,-0.61,0.17,0.45,0.94,0.22,0.39,0.71,0.64,-0.3,01.05.25@20.01.03.03@20.03.02.03@20.09.04,907
-0.3,-0.84,-0.43,0.16,0.39,0.36,0.56,0.08,0.24,-0.25,0.1,-0.16,0.1,-0.14,-0.16,-0.05,-0.03,-0.44,-0.21,-0.03,-0.14,-0.23,0.0,-0.12,0.16,0.14,0.14,0.0,0.21,0.1,0.14,-0.14,-0.15,-0.17,0.0,0.29,0.09,-0.14,-0.14,-0.46,0.05,-0.48,0.39,-0.06,0.07,0.07,1.15,0.06,-0.13,0.06,-0.28,-0.27,-0.32,-0.22,-0.36,-0.03,0.21,0.1,-0.09,0.13,?,-0.09,0.08,1.26,0.08,-0.16,0.18,-0.66,-0.58,-0.52,0.08,0.19,-0.33,-0.66,0.24,0.76,0.13,01.05.02.07@01.20,908
0.28,-1.03,-0.17,-0.36,0.22,?,-0.23,-0.35,0.27,0.15,0.46,0.1,0.02,-0.02,-0.14,-0.27,0.26,-0.14,-0.16,-0.27,0.29,-0.16,-0.12,-0.03,-0.46,-0.24,0.37,?,0.27,-0.26,0.39,0.03,0.26,0.58,0.27,-0.44,0.65,-1.1,0.55,-0.35,0.68,-0.35,0.64,-0.46,?,-0.88,0.06,0.47,0.12,0.22,0.39,-0.01,0.27,0.29,0.12,-0.37,-0.42,-0.01,-0.21,-0.1,?,-0.32,-0.49,-0.32,-0.02,-0.04,0.65,0.39,0.36,0.25,-0.12,-0.23,-0.27,0.18,-0.61,-0.04,-0.16,01.20.31@14.01@14.07.09,909
0.2,-0.27,0.0,-0.14,0.17,-0.06,0.18,-0.13,0.2,-0.27,0.38,0.02,0.1,-0.09,0.07,-0.09,0.1,-0.31,0.01,-0.22,0.1,-0.14,-0.15,-0.29,-0.16,-0.15,-0.27,0.11,-0.52,0.17,-0.13,0.52,-0.16,0.65,-0.11,0.2,-0.29,-0.08,-0.39,0.2,-0.16,-0.01,-0.52,0.39,0.46,0.7,0.37,-0.29,-0.3,-0.02,0.29,-0.13,-0.04,-0.42,0.25,-0.14,-0.22,0.12,0.16,?,-0.14,0.22,0.28,-0.19,-0.06,-0.06,-0.28,-0.28,-0.37,-0.25,-0.02,0.21,-0.06,0.1,0.53,0.49,0.25,14.07.05@14.13.01,910
-0.14,-0.09,-0.58,-0.36,-0.12,0.07,0.02,-0.11,-0.12,0.26,0.03,-0.18,0.08,0.29,0.03,0.13,0.08,-0.16,-0.07,0.1,-0.41,0.08,-0.18,0.61,0.57,0.0,-1.61,-0.2,0.5,-0.34,0.49,-0.07,-0.17,0.31,0.2,0.23,0.67,-0.15,0.35,0.01,0.06,-0.11,0.44,-0.65,-0.63,-0.34,1.0,0.44,0.23,0.0,-0.29,-0.17,-0.9,-1.0,?,?,?,-0.35,0.68,-0.17,0.1,-0.22,0.65,0.06,0.19,-0.94,-0.14,-0.14,-0.09,-0.08,0.19,0.06,0.2,0.09,0.16,0.06,0.36,20.03@42.01,911
0.16,-0.43,-0.25,-0.47,-0.04,0.18,0.08,-0.04,0.19,?,0.08,-0.19,0.1,-0.17,0.14,-0.02,0.1,-0.15,0.02,0.26,-0.34,-0.21,?,0.19,0.06,-0.44,-0.02,-0.64,0.05,-0.06,-0.11,-0.05,-0.14,0.48,-0.08,-0.5,1.26,-0.6,-0.18,-0.69,0.73,0.07,0.34,0.06,?,0.28,0.67,0.29,0.01,-0.02,-0.11,-0.15,0.03,-0.47,0.84,-0.47,-1.0,0.34,0.44,-0.44,0.04,?,?,0.58,0.17,0.2,-0.17,-0.1,-0.17,-0.23,-0.21,-0.11,-0.04,0.03,-0.01,0.09,-0.03,01.06,912
-0.15,-1.29,0.0,-0.4,0.08,-0.02,0.2,-0.06,0.29,-0.44,0.16,0.12,-0.03,-0.26,?,-0.21,0.13,-0.26,0.36,-0.02,0.05,-0.09,0.2,0.34,0.3,-0.27,0.01,-0.09,0.04,-0.12,-0.21,0.06,-0.38,0.7,-0.21,-0.29,?,-0.55,0.38,0.06,0.2,0.22,0.56,-0.72,-0.16,-0.07,1.35,1.16,0.35,0.1,0.73,0.5,-0.47,?,?,?,?,-3.86,0.23,-0.05,0.46,-0.47,-0.05,-0.29,0.49,-0.19,-0.01,0.38,0.08,-0.1,-0.06,0.2,-0.17,-0.29,-0.01,0.01,-0.04,11.02.03.04,913
0.2,0.14,0.38,0.24,0.08,-0.33,0.07,0.14,0.45,-0.07,0.27,-0.03,-0.14,-0.2,0.06,0.0,0.13,-0.2,0.2,-0.11,-0.04,-0.3,-1.3,-1.38,-0.66,0.1,-0.38,0.26,0.22,0.35,0.14,0.39,-0.41,0.33,0.44,0.34,0.39,0.14,-0.37,0.27,0.08,0.07,0.61,0.14,0.08,0.12,-0.43,-0.74,-0.34,-0.25,0.14,0.05,0.0,-0.02,0.0,0.71,0.03,0.16,?,0.11,0.07,0.21,0.3,-0.17,-0.2,-0.17,-0.58,-0.36,-0.21,-0.2,0.32,0.47,0.23,-0.12,0.54,0.41,0.03,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03@40.20,914
-0.4,-0.62,-0.6,0.15,-0.09,0.14,0.16,-0.41,0.13,-0.02,0.2,0.1,0.02,0.14,-0.02,-0.12,0.13,-0.32,-0.04,-0.11,0.16,-0.05,0.25,0.21,-0.08,-0.28,0.2,-0.45,-0.36,0.08,0.25,-0.13,0.12,0.15,0.24,-0.1,?,-0.45,?,-0.36,?,0.21,1.45,-0.54,-0.13,-0.3,0.62,0.0,-0.77,-0.52,-0.07,-0.52,-0.4,-0.18,0.18,0.0,0.11,0.49,0.47,0.38,0.22,?,?,-0.21,-0.23,-0.18,-0.43,0.07,0.2,-0.25,0.07,0.19,0.01,0.29,0.24,0.14,0.08,11.02.03.04,915
-0.6,-0.25,0.72,0.19,0.14,-0.36,-0.26,-0.06,0.1,-0.18,0.12,-0.17,0.02,-0.26,0.07,-0.17,0.11,-0.02,0.47,0.05,0.37,0.03,-0.18,0.17,0.19,-0.73,0.47,-0.63,0.38,-0.46,-0.22,-0.02,-0.29,0.92,-0.25,-0.31,0.49,-0.83,?,-0.38,0.58,0.55,0.73,?,-0.04,-0.15,-0.46,-0.6,0.09,-0.08,0.33,-0.51,-0.33,-0.21,-0.45,1.57,0.29,?,-0.35,0.25,-0.21,0.38,0.29,-0.85,-0.22,-0.08,-0.16,0.25,0.37,0.24,0.37,0.14,0.1,-0.13,0.18,-0.15,-0.05,12.01.01,916
-0.36,-0.15,-0.51,-0.04,0.13,-0.5,-0.34,?,0.11,-0.17,0.41,-0.2,0.15,-0.06,-0.11,-0.13,0.24,-0.09,0.2,-0.09,0.37,0.07,0.0,-0.02,0.11,-0.01,0.19,-0.17,-0.43,0.24,-0.13,0.06,-0.36,0.1,-0.59,-0.02,2.0,-0.1,?,-0.35,-0.04,-0.49,?,-0.14,-0.06,0.23,-0.04,0.11,0.29,0.21,-0.01,0.16,0.26,0.42,0.02,-0.54,0.05,-0.24,-0.13,0.14,?,-0.24,-0.45,-0.94,-0.43,-0.43,-0.34,0.74,0.67,0.16,0.32,0.16,0.27,0.24,-0.02,-0.34,-0.04,20.03,917
0.01,-0.2,-0.1,0.31,-0.01,0.1,0.25,0.02,0.13,-0.03,0.25,0.18,-0.08,-0.08,-0.06,-0.15,-0.17,-0.3,-0.03,-0.21,0.4,-0.19,-0.46,-0.62,-0.44,-0.22,0.4,0.29,0.05,0.43,0.84,0.43,0.26,-0.46,0.26,-0.29,-0.39,-0.33,0.1,0.1,1.4,-0.24,-0.02,-0.3,-0.34,-0.49,0.03,-0.74,-0.31,0.01,0.04,-0.22,-0.22,-0.39,0.08,0.34,0.21,0.22,0.25,0.33,?,0.31,0.07,0.89,0.28,-0.05,-0.42,-0.36,-0.33,-0.16,0.04,-0.07,-0.48,-0.1,0.25,0.25,0.24,14.10@16.01@20.09.07@20.09.18.09.01@42.04.03@43.01.03.05,918
-0.25,-0.07,-0.45,-0.42,-0.05,-0.29,0.07,0.07,0.09,0.18,-0.05,0.06,0.09,0.07,0.06,0.07,-0.03,-0.11,0.04,0.11,-0.21,-0.18,0.47,0.47,0.53,0.11,-0.25,0.14,-0.08,0.27,-0.18,0.21,-0.34,0.09,-0.6,0.04,-0.95,-0.02,-0.04,0.25,0.11,0.16,-0.36,-0.04,0.19,-0.18,0.54,0.19,-0.5,-0.21,-0.15,0.37,-0.09,0.42,0.63,-1.09,-1.42,0.03,0.65,0.39,-0.35,0.11,0.48,-0.22,0.02,0.22,0.3,0.04,-0.16,0.09,0.09,-0.17,-0.25,-0.01,0.12,-0.24,0.18,01.05.03.02.04@14.07.02.02,919
-0.01,-0.76,-0.47,0.04,0.17,-0.27,-0.45,-0.33,-0.59,0.02,0.05,-0.02,0.31,0.47,0.28,0.32,-0.08,-0.12,-0.14,0.17,-0.07,0.29,0.86,0.7,0.53,0.38,0.0,0.4,0.2,0.37,-0.71,0.18,-0.25,0.2,-0.47,0.06,-0.77,0.38,-1.19,0.37,-0.42,-0.23,-0.12,-0.14,-0.28,-0.04,0.47,0.7,0.05,-0.39,0.55,0.63,0.79,0.59,0.93,?,?,-2.27,?,-3.06,0.09,0.28,0.66,-1.05,0.03,0.37,0.07,0.32,0.08,0.15,0.25,-0.1,0.07,-0.11,-0.18,0.0,0.1,01.03.16@14.04@20.01.10@20.09.01,920
0.33,-0.27,-0.45,-0.6,-0.13,-0.31,-0.21,-0.12,0.01,0.09,0.22,0.07,0.43,-0.06,-0.01,-0.08,0.28,-0.1,0.23,0.13,-0.25,-0.19,0.22,0.13,0.19,-0.24,0.0,-0.12,0.09,-0.16,-0.03,-0.11,-0.43,0.26,-0.22,-0.21,-0.06,-0.43,0.58,-0.17,0.34,0.11,0.06,-0.06,0.26,0.0,0.4,-0.06,-0.1,0.3,0.27,0.2,0.29,0.23,-0.18,-1.03,-0.7,-0.22,0.23,0.14,0.25,?,?,0.0,-0.19,0.09,0.13,0.19,0.06,0.13,0.0,-0.03,0.02,0.25,-0.39,-0.21,-0.05,10.03.04.05@16.01,921
0.52,0.26,-0.4,?,-0.15,?,-0.18,?,0.24,-0.15,0.2,-0.12,0.12,0.25,0.2,0.0,-0.15,-0.31,0.0,0.13,-0.08,0.01,-0.14,-0.05,-0.16,0.33,0.33,0.28,0.11,0.21,-0.27,0.09,0.26,-0.1,0.01,0.34,0.08,0.0,-0.7,0.11,-0.17,-0.09,0.14,-0.12,-0.29,-0.19,-0.23,-0.2,-0.04,0.06,0.28,0.63,0.41,0.11,0.02,-0.29,0.35,-0.11,-0.06,0.04,?,-0.4,-0.58,-0.37,-0.27,-0.18,0.14,-0.2,0.08,0.11,0.08,0.16,0.48,-0.08,0.14,-0.24,0.16,10.03.01.01.03@10.03.04.01@11.02.03.01@11.02.03.04@18.02.09,922
1.56,2.2,-0.09,-0.34,-0.37,-0.79,-0.33,0.0,0.51,0.26,0.67,0.07,-0.11,-0.54,-0.13,-0.06,0.3,-0.06,0.58,0.11,0.3,-0.41,-0.48,-0.17,-0.05,-0.19,0.14,0.06,-0.57,0.21,-0.39,0.16,0.1,0.3,0.09,0.0,0.28,-0.33,0.04,-0.26,0.09,0.56,0.03,0.14,0.17,0.09,-0.99,-0.26,0.21,-0.1,0.18,-0.29,-0.54,0.1,-0.07,0.41,0.29,0.35,?,0.36,0.2,0.19,-0.02,-1.35,-0.53,-0.5,-0.13,0.03,0.46,0.78,0.52,0.25,0.09,0.25,0.18,-0.04,-0.01,01.05@14.07.02.01,923
-0.58,-0.84,-0.03,0.11,0.15,-0.22,-0.14,-0.72,0.2,-0.19,0.3,-0.03,-0.28,-0.34,-0.31,0.18,0.39,0.13,0.41,0.32,0.47,-0.34,0.5,0.59,-0.06,-0.58,-0.11,-0.39,0.03,-0.02,-0.22,0.15,-0.4,0.25,-0.42,-0.35,0.06,0.02,0.23,0.01,0.39,0.29,0.37,-0.37,0.06,-0.04,-0.27,-0.17,0.08,0.09,0.05,0.15,0.3,0.2,0.0,0.1,-0.05,-0.02,0.19,0.28,?,-0.35,-0.57,-0.38,0.18,-0.18,-0.03,0.19,0.07,0.16,0.15,0.05,-0.15,-0.1,-0.05,-0.11,0.2,11.02.03.04@32.01@43.01.03.05,924
-0.2,-0.6,-0.25,0.12,-0.63,-0.02,1.05,0.8,0.37,-0.08,0.18,0.05,-0.12,0.01,-0.36,-0.28,-0.24,-0.36,-0.19,-0.19,0.16,-0.17,-0.37,-0.61,0.26,?,0.49,-0.32,-0.34,?,-0.66,-0.44,0.11,?,0.47,0.07,0.45,-0.44,0.88,?,0.88,0.11,0.8,-0.79,-0.2,-0.34,0.89,-0.46,-0.4,-0.34,-0.46,-0.85,-0.59,-0.11,0.76,0.38,0.11,0.27,0.23,-0.04,0.15,0.11,0.36,0.88,0.3,-0.05,-0.24,-0.03,-0.14,-0.06,-0.09,-0.02,-0.3,-0.09,0.11,-0.14,-0.13,01.02,925
?,-1.0,?,-0.12,0.15,0.27,-0.11,0.11,-0.27,0.35,-0.07,0.21,-0.07,0.46,-0.17,-0.01,-0.01,-0.37,-0.13,-0.23,0.15,-0.27,-0.43,0.04,-0.18,-0.04,-0.07,-0.28,0.46,-0.64,-0.49,-0.24,0.22,-0.24,0.62,-0.3,0.81,-0.18,0.55,-0.07,0.18,0.83,0.52,-0.43,-0.57,-0.1,-1.46,-2.13,-1.29,0.5,1.44,1.38,1.39,1.21,0.58,0.7,0.23,-0.49,-0.71,-0.52,-0.83,?,?,-0.01,-0.01,0.64,-0.43,0.23,0.06,0.05,0.13,-0.08,0.06,0.06,-0.35,-0.35,0.01,20.01.13,926
-0.06,-0.54,-0.38,-0.3,0.16,0.53,?,0.3,0.23,-0.3,-0.32,-0.47,-0.07,-0.18,0.39,0.04,0.12,-0.23,0.06,0.11,?,-0.37,0.07,0.31,0.24,-0.34,0.0,-0.32,0.2,-0.26,-0.11,0.24,0.1,0.23,?,0.02,-0.24,-0.18,-0.06,-0.21,-0.16,-0.29,0.45,0.22,0.03,0.06,0.0,0.44,0.94,0.53,0.13,-0.47,-1.03,-0.61,-0.39,-0.03,0.21,0.43,0.04,0.01,-0.19,?,?,0.26,-0.21,0.07,0.16,-0.09,-0.12,-0.12,0.07,-0.06,-0.07,-0.17,0.05,0.1,0.13,01.01.09.04@01.01.09.05@01.05@02.16,927
0.24,0.01,0.1,-0.2,0.01,0.01,0.17,-0.14,-0.04,0.3,1.17,0.66,0.27,-0.36,0.19,-0.26,-0.09,-1.07,0.07,-0.58,0.07,-0.34,-0.11,0.1,0.43,0.65,0.88,-0.44,-0.79,-0.51,-0.73,-0.45,-0.42,1.3,0.18,0.79,0.37,-0.58,-0.37,-0.44,-0.55,-0.09,-0.04,0.04,0.27,0.51,-0.95,-1.01,-0.41,0.76,1.04,0.79,0.17,-0.59,-0.95,-0.06,0.32,-0.04,?,0.34,0.1,-0.01,0.47,-0.08,0.56,-0.18,-0.04,0.15,-0.06,-0.04,-0.31,0.13,0.15,-0.26,0.23,-0.2,-0.06,01.01.06.05.01@01.02.03.01@01.04,928
-0.3,-0.64,-0.36,0.07,0.18,-0.04,0.34,-0.02,0.14,-0.09,0.36,-0.26,0.11,0.05,-0.02,-0.1,0.08,-0.4,-0.14,-0.15,0.1,-0.15,-0.06,0.12,0.26,0.35,-0.19,0.1,-0.36,0.1,-1.06,0.27,-0.79,0.19,-0.46,0.6,-0.62,0.21,-0.36,0.21,-0.67,0.31,-0.64,0.86,0.66,0.97,-0.66,-0.24,-0.35,-0.04,0.13,-0.16,0.0,-0.42,0.2,-0.03,0.09,0.33,0.17,0.15,?,0.44,0.39,0.29,-0.16,-0.45,-0.36,-0.03,-0.21,-0.31,0.09,0.26,0.11,-0.03,0.42,-0.04,0.42,14.04@16.01@20.09.07.05@20.09.13,929
-0.34,-0.49,-0.2,-0.15,0.18,0.01,0.25,0.01,-0.02,0.25,0.41,0.09,0.05,-0.08,-0.07,-0.43,-0.01,-0.37,0.13,-0.3,0.33,-0.43,-0.2,-0.3,-0.22,-0.05,-0.47,0.01,-0.17,0.07,-0.47,0.51,-0.07,0.59,-0.33,0.13,-0.07,0.32,-0.28,0.17,-0.91,-0.13,-0.44,0.77,0.55,1.0,-0.28,-0.02,-0.38,-0.08,0.06,-0.24,-0.11,-0.63,0.11,0.47,0.07,0.22,-0.05,?,0.03,0.47,0.36,0.76,-0.34,-0.19,0.12,-0.07,-0.21,0.16,0.18,-0.04,-0.32,0.19,0.06,-0.21,-0.09,12.01.01@42.16,930
-0.51,0.0,-0.27,0.1,-0.1,-1.06,-0.67,-0.82,0.03,-0.08,0.92,-0.01,0.54,-0.01,0.07,-0.33,0.23,-0.22,0.35,0.15,0.6,0.41,0.24,-0.11,-0.08,0.65,0.23,0.87,0.02,0.49,-0.18,-0.04,-0.68,-0.03,-0.38,0.07,0.24,0.46,-0.11,0.46,0.5,-0.58,-0.16,-0.68,-0.7,-0.51,-0.7,-0.06,0.02,0.13,0.34,0.09,0.2,-0.04,0.15,0.09,-0.35,-0.14,0.01,?,0.14,0.17,-0.07,-1.05,-0.33,-0.38,-0.05,0.17,0.31,0.22,0.06,0.25,0.43,0.23,0.23,-0.31,0.22,01.06@42.04,931
-0.2,-0.62,-0.09,-0.06,0.15,-0.38,-0.04,-0.48,0.21,0.23,0.03,-0.07,0.02,0.05,0.16,0.0,0.0,-0.23,0.26,0.05,0.12,-0.07,0.28,0.43,0.2,0.09,-0.14,0.0,-0.11,0.12,-0.32,0.19,-0.4,0.0,-0.4,-0.19,-0.14,0.12,0.0,-0.03,0.11,-0.28,-0.11,0.23,0.08,0.22,0.0,-0.01,0.07,0.05,0.24,0.21,0.08,0.6,0.07,-0.06,0.04,-0.19,-0.36,0.04,?,-0.45,-0.34,-0.2,0.02,-0.16,0.14,-0.02,-0.2,0.09,0.02,0.09,-0.18,-0.31,0.25,0.44,0.02,11.02.03.01.04@11.02.03.04,932
0.16,?,?,-0.1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08,0.18,-0.22,0.23,0.1,-0.62,1.01,?,0.2,0.25,0.08,?,0.23,-0.09,?,-0.69,?,-0.01,?,?,?,?,-0.16,-0.57,-0.48,0.21,-0.12,-0.32,0.22,-0.21,-0.36,0.15,0.07,0.27,0.02,-0.04,?,0.06,0.14,0.15,0.25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20.09.07.05@20.09.07.27,933
-0.86,-0.47,0.31,0.14,0.17,-0.19,-0.09,-0.09,0.13,0.29,0.03,-0.15,-0.08,-0.04,0.19,-0.37,0.01,-0.19,0.45,-0.16,0.49,-0.39,-0.45,-0.22,0.02,0.21,0.63,0.39,0.58,0.35,0.47,0.23,0.14,0.27,0.1,-0.03,-0.27,-0.16,-0.16,0.17,-0.43,-0.55,-0.36,-0.31,-0.36,-0.27,-0.35,-0.14,0.22,-0.18,0.24,-0.55,-0.56,0.09,-0.13,?,-0.12,0.15,-0.24,0.56,0.03,0.66,0.32,-1.2,-0.23,-0.02,0.25,0.57,0.45,0.39,0.62,0.06,-0.1,-0.26,0.0,-0.34,-0.19,12.01.01@16.03.03,934
-0.14,0.07,-0.27,0.28,0.26,-0.16,0.49,0.16,0.26,?,0.22,-0.3,-0.08,-0.02,-0.08,-0.05,0.4,-0.62,0.03,-0.3,0.13,-0.36,0.21,0.17,0.25,0.24,-0.87,0.24,-1.01,0.05,-1.14,0.55,-0.5,0.34,-0.46,0.34,-0.61,0.23,?,0.19,-0.66,0.03,-0.52,1.02,0.8,1.15,0.42,-0.06,-0.04,-0.17,-0.47,-0.09,0.03,-0.14,0.07,0.2,-0.25,0.38,0.38,?,-0.18,-0.12,0.05,0.81,0.06,-0.08,-0.16,-0.03,-0.36,-0.44,-0.08,0.16,-0.08,0.13,0.2,-0.08,-0.06,16.01@20.09.18.09.01@32.01.03@34.11.03.07@40.01@42.01@42.04.03@43.01.03.05,935
-0.62,-0.47,-0.34,0.08,0.42,-1.07,-0.69,-0.47,0.13,?,0.46,-0.07,0.35,0.21,0.01,-0.15,0.45,-0.15,0.11,-0.03,0.42,0.06,1.03,1.25,0.89,0.44,-0.67,0.5,-0.72,0.52,-1.21,0.5,-0.74,0.26,-0.99,0.06,-0.79,0.67,?,0.48,-0.93,-0.28,-1.08,0.42,0.06,0.33,-0.46,-0.27,0.29,-0.07,0.15,-0.3,-0.08,-0.19,-0.22,0.67,-0.23,?,-0.31,0.34,0.16,0.27,0.25,-0.93,-0.13,-0.3,0.53,1.01,0.5,0.3,-0.13,-0.03,0.49,0.12,-0.58,-0.67,-0.19,01.03.16.01@11.04.01@11.04.03@12.01,936
