g1,g1_bkg,r1,r1_bkg,g2,g2_bkg,r2,r2_bkg,f2,g3,g3_bkg,r3,r3_bkg,f3,g4,g4_bkg,r4,r4_bkg,f4,g5,g5_bkg,r5,r5_bkg,f5,g6,g6_bkg,r6,r6_bkg,g7,g7_bkg,r7,r7_bkg,f7,g1_ratio,g2_ratio,g3_ratio,g4_ratio,g5_ratio,g6_ratio,g7_ratio,r1_ratio,r2_ratio,r3_ratio,r4_ratio,r5_ratio,r6_ratio,r7_ratio,g1dashbkg,g2dashbkg,g3dashbkg,g4dashbkg,g5dashbkg,g6dashbkg,g7dashbkg,r1dashbkg,r2dashbkg,r3dashbkg,r4dashbkg,r5dashbkg,r6dashbkg,r7dashbkg,classification
-0.240327,1.448028,-0.299127,1.011044,-0.617981,-0.674813,-0.633867,-0.573827,-0.059171,-0.458936,-0.17481,-0.539642,-0.164054,-0.108052,-0.011861,0.385622,-0.197881,0.198361,-0.051875,0.044448,0.567671,-0.298359,-0.326314,-0.067701,-0.307381,-0.319424,-0.457286,-0.329507,-0.510895,-0.010826,-0.590883,-0.115224,-0.101507,-0.35271,0.408948,1.022833,1.039005,1.398213,0.206227,-0.007395,0.250951,-0.543512,-0.962844,-0.858458,-0.930766,-0.45062,-0.358463,-0.345506,-0.571811,-0.45846,-0.040606,-0.001346,-0.293757,-0.526341,-0.332887,-0.593745,-0.543684,-0.220037,-0.273333,-0.435622,-0.600536,01.04@01.05@01.06.10@11.04.03@14.07.03@30.01@32.01.07
-0.626373,-0.178823,-0.605252,-0.551515,-0.405802,0.153974,-0.325739,0.033721,-0.059171,-0.519147,-0.388562,-0.38232,-0.490618,-0.108052,-0.51804,-0.411385,-0.461811,-0.314172,-0.051875,-0.475644,0.715549,-0.415496,-0.004493,-0.067701,-0.60139,-1.543256,-0.522138,-1.362948,-0.419084,-0.265908,-0.112097,-0.284037,-0.101507,-0.210411,-1.035203,-1.256157,-0.48978,-1.020129,-0.633796,-0.737806,0.065268,1.040553,1.429396,0.225869,0.771313,0.196582,0.370797,-0.623466,-0.421243,-0.498824,-0.50312,-0.544894,-0.527327,-0.404131,-0.59305,-0.331772,-0.346114,-0.454136,-0.425963,-0.418627,-0.076681,10.01.05@10.03.02@11.04.03.01@16.03.03
0.072503,-0.331243,0.028312,-0.160875,0.481068,0.333171,0.670475,0.064377,-0.059171,-0.347662,-0.40383,-0.086978,-0.412078,-0.108052,-0.100516,-0.195898,0.887713,-0.095763,-0.051875,-0.166172,0.274996,0.747915,0.139947,-0.067701,-0.199811,-0.549168,1.650535,-0.611043,-0.059533,-0.125255,1.020384,0.036708,-0.101507,-0.162978,-1.085002,-1.535217,-2.574487,-2.367054,-1.157089,-0.880094,0.003373,1.090055,1.981451,5.310988,4.333071,1.983226,0.762774,0.096833,0.459852,-0.319163,-0.089075,-0.192425,-0.173323,-0.048007,0.033528,0.672042,-0.047386,0.926426,0.753475,1.716073,1.060107,20.01.03.01@20.09.18
0.32135,1.2054,0.213731,0.922835,-0.476772,-0.057223,-0.553982,-0.16415,-0.059171,-0.490693,0.041487,-0.477793,0.088104,-0.108052,-0.120992,0.545024,-0.141355,0.521606,-0.051875,-0.230749,0.669337,-0.345363,0.117141,-0.067701,-0.24659,-0.257569,-0.232339,-0.212773,-0.351591,-0.09188,-0.435663,-0.177926,-0.101507,-0.305277,1.006528,-0.093407,-0.038094,0.418631,-0.206899,-0.035853,0.189057,-0.989031,-0.116359,-0.185427,-0.489486,-0.231848,-0.340232,0.241808,-0.476664,-0.513862,-0.164711,-0.290883,-0.235593,-0.353147,0.186852,-0.546278,-0.505723,-0.186213,-0.366238,-0.217711,-0.429572,01.05@10.03.01@42.01
-0.603184,-0.197487,-0.575027,0.034445,-0.59878,-0.079622,-0.559576,-0.225462,-0.059171,-0.494249,-0.039943,-0.355339,-0.029707,-0.108052,-0.630337,-0.423192,-0.578086,-0.31126,-0.051875,-0.748606,-1.219187,-0.690556,-0.506231,-0.067701,-0.653367,-0.712641,-0.621179,-0.034239,-0.541168,-0.568669,-0.408098,-0.387737,-0.101507,0.026753,-0.83601,-1.209647,-0.3508,0.785975,-0.509859,-0.586032,-0.244205,0.74354,1.318985,0.076307,-0.678606,0.041618,0.10644,-0.598613,-0.59805,-0.509113,-0.617878,-0.664413,-0.62267,-0.497646,-0.580745,-0.546956,-0.366173,-0.574746,-0.657716,-0.624751,-0.370986,01.04@10.03.01@40.01@42.01
-0.500983,-0.188155,-0.440758,0.002941,-0.400455,-0.383618,-0.345878,-0.264479,-0.059171,-0.572751,-0.429277,-0.52885,-0.496819,-0.108052,-0.435295,-0.172283,-0.333715,-0.206424,-0.051875,-0.465709,-0.042326,-0.251355,0.013246,-0.067701,-0.602972,-0.774495,-0.53679,-0.786144,-0.349109,-0.277828,-0.231219,-0.22857,-0.101507,-0.68474,-0.686615,-0.511997,-0.976212,-1.448696,-0.647567,-0.45323,0.746108,0.545532,0.325285,0.786728,1.433233,0.223929,-0.048528,-0.495495,-0.37465,-0.550269,-0.435525,-0.472319,-0.568612,-0.330601,-0.444413,-0.327929,-0.497742,-0.329743,-0.259295,-0.479478,-0.20893,14.04@20.09.16
-0.092393,1.392037,-0.258439,1.042547,-0.513471,-0.607614,-0.585533,-0.741042,-0.059171,-0.317175,-0.421643,-0.288508,-0.290132,-0.108052,-0.292392,0.025493,-0.315661,-0.31126,-0.051875,-0.415041,-0.128588,-0.501546,-0.584786,-0.067701,-0.135179,0.193084,-0.190552,-1.21188,-0.268465,-0.010826,-0.364781,-0.161044,-0.101507,0.548516,0.757536,-0.279447,-0.107584,0.38802,-0.22067,-0.035853,-0.739362,-0.791022,0.06766,-0.110646,-0.457966,-0.222732,-0.340232,-0.191374,-0.471514,-0.285657,-0.302943,-0.413447,-0.146408,-0.276029,-0.292847,-0.531359,-0.269545,-0.30304,-0.455825,-0.095736,-0.357966,14.07.07@18.02.01
-0.579996,-0.253478,-0.538602,0.141556,-0.597565,-0.054023,-0.559576,0.086673,-0.059171,-0.44598,0.010951,-0.336452,0.137709,-0.108052,-0.489966,-0.346443,-0.484164,-0.363678,-0.051875,-0.766489,-1.296207,-0.675635,-0.41754,-0.067701,-0.661954,-0.412205,-0.644786,0.103096,-0.496255,-0.423248,-0.46126,-0.293684,-0.101507,-0.210411,-0.487422,-0.884077,0.100887,0.357408,-0.523629,-0.358372,0.065268,0.347524,0.803733,-0.297599,-0.457966,0.050734,-0.139685,-0.571144,-0.598786,-0.464264,-0.478994,-0.67634,-0.646848,-0.466901,-0.547345,-0.572271,-0.364016,-0.473496,-0.651335,-0.659562,-0.439851,10.01.03.03@10.01.09.05@11.02.03.04@34.11.03.07
-0.688853,-0.222372,-0.636834,0.273869,-0.702074,-0.482816,-0.667656,-0.153002,-0.059171,-0.642108,0.077112,-0.51017,0.172845,-0.108052,-0.698939,-0.473374,-0.64149,-0.384063,-0.051875,-0.750096,-1.000451,-0.654993,-0.344053,-0.067701,-0.722519,-0.730313,-0.725919,-0.181873,-0.657297,-0.463775,-0.469136,-0.373267,-0.101507,-0.068112,0.010561,-1.395687,-0.455035,-0.132383,-0.592484,-0.870608,-0.120416,-0.196998,1.687022,0.188479,-0.142766,0.141889,0.735427,-0.683854,-0.671373,-0.674793,-0.684821,-0.683952,-0.691555,-0.628823,-0.650473,-0.662007,-0.548213,-0.634829,-0.637552,-0.718768,-0.436767,10.03.02@11.02.03.04
0.801867,-0.023292,0.976528,0.620404,0.955248,0.566767,0.934745,0.471268,-0.059171,0.85197,0.461357,0.831841,0.503544,-0.108052,0.295688,-0.411385,-0.062477,-0.302524,-0.051875,0.133117,0.185653,-0.172269,-0.065309,-0.067701,0.297135,0.568628,-0.507756,0.6593,0.900264,-0.192006,-0.40941,-0.276802,-0.101507,-1.016771,-0.387825,-0.372467,1.629672,1.153318,3.483693,3.445455,1.303159,0.199018,0.178071,-1.120192,-0.836206,-0.915513,-0.805135,0.815823,0.920385,0.836899,0.334751,0.120711,0.27055,0.950167,0.965191,0.905986,0.811914,-0.04157,-0.170218,-0.565545,-0.388116,01.03.04.03@16.19
-0.505062,0.651711,-0.586459,0.154157,-0.586871,-0.361218,-0.678845,-0.649074,-0.059171,-0.713242,-0.604859,-0.679945,-0.525755,-0.108052,-0.40891,0.066819,-0.437095,-0.180215,-0.051875,-0.588406,0.047017,-0.613211,-0.536639,-0.067701,-0.311223,-0.173624,-0.191909,-0.896011,0.235503,3.422053,1.3725,5.930708,9.848871,1.165144,1.554309,-0.093407,0.239867,-0.040547,-0.509859,-0.785235,-1.296413,-1.286043,-0.116359,-0.37238,-0.205806,0.041618,0.480186,-0.5585,-0.564455,-0.677959,-0.425962,-0.605034,-0.305162,-0.124612,-0.595979,-0.633074,-0.651743,-0.438782,-0.575275,-0.122324,0.590385,43.01.03.09
1.111477,1.214732,0.90019,1.244168,0.45093,0.515568,0.207947,0.281757,-0.059171,1.506662,0.858325,0.83786,0.571751,-0.108052,1.7547,1.601796,1.416218,1.788379,-0.051875,0.442838,0.589236,0.184365,-0.126126,-0.067701,0.454195,0.749773,-0.252419,0.336564,0.921108,0.489802,-0.251237,0.270636,-0.101507,-0.210411,0.608141,1.069343,0.205122,0.204348,1.624626,2.553785,0.065268,-0.692018,-0.999647,-0.37238,-0.363406,-0.769664,-0.768672,1.043424,0.415466,1.475609,1.688819,0.403904,0.419724,0.898413,0.8689,0.1872,0.811051,1.329646,0.201914,-0.281851,-0.30075,12.01.01
-0.190085,-0.356128,-0.080963,-0.060065,-0.260462,-0.022023,-0.18566,-0.035952,-0.059171,0.086513,0.069478,0.293874,0.032299,-0.108052,-0.264529,-0.46747,-0.181762,-0.424833,-0.051875,-0.482102,-0.695453,-0.432407,-0.293372,-0.067701,-0.485459,-0.743568,-0.462713,-0.257407,-0.090054,-0.513838,-0.138022,-0.325035,-0.101507,-0.969338,-0.83601,-1.070117,-0.698251,-0.224219,-0.303296,-0.092768,1.17937,0.74354,1.098163,0.450213,-0.048207,-0.158923,-0.312884,-0.168047,-0.261111,0.082636,-0.237957,-0.43527,-0.451599,-0.037759,-0.079756,-0.184624,0.302028,-0.155727,-0.414222,-0.44686,-0.097923,01.05.03.03.04@20.09.07.03@42.01
-0.497762,0.710812,-0.558559,0.77162,0.187227,2.371539,0.552326,2.870804,16.895615,-0.39771,0.781985,-0.315282,0.375398,-0.108052,-0.292603,0.922864,-0.287721,0.839028,-0.051875,-0.608027,0.339692,-0.658226,-0.41754,-0.067701,-0.378567,0.356556,-0.290136,0.432698,-0.34365,0.208497,-0.414989,-0.018759,-0.101507,0.975412,-1.632783,-1.070117,-0.107584,0.418631,-0.413462,-0.11174,-1.110729,2.080095,1.098163,-0.110646,-0.489486,-0.067768,-0.303769,-0.55523,0.007166,-0.494076,-0.369234,-0.649188,-0.400506,-0.37723,-0.586995,0.325081,-0.36682,-0.36201,-0.633468,-0.327626,-0.4306,01.03.04
-0.404794,0.695259,-0.432814,0.664509,1.368668,4.656302,1.95244,2.959986,-0.059171,0.334467,0.888861,0.61433,0.59862,-0.108052,0.037532,1.598844,0.140413,1.933985,-0.051875,-0.591386,-0.09778,-0.585357,-0.508765,-0.067701,-0.282974,0.674665,0.101146,0.487632,-0.093776,0.334846,0.254458,0.191052,-0.101507,-0.115545,-1.73238,-1.209647,-0.628761,-0.316055,-0.730192,-0.605004,-0.058522,2.278103,1.318985,0.375432,0.014833,0.360662,0.133787,-0.459742,1.024115,0.255175,-0.079077,-0.596152,-0.320444,-0.132811,-0.456914,1.732138,0.575951,-0.002405,-0.549496,0.063243,0.238522,16.03.01@30.01.05.05@34.11.03.07
-0.380317,-0.667189,-0.30862,-0.217581,-0.403129,0.173174,-0.366689,-0.066608,-0.059171,-0.266365,-0.027219,-0.290376,0.030232,-0.108052,-0.46548,-0.594401,-0.336079,-0.51802,-0.051875,-0.437147,-0.350405,-0.31925,-0.159068,-0.067701,-0.556644,-1.008658,-0.233967,-0.175006,-0.379134,-0.671178,-0.068124,-0.423911,-0.101507,-0.589875,-0.786212,0.046123,-1.115192,-0.867069,-0.85413,-0.652433,0.560424,0.694038,-0.263574,1.011071,0.582193,0.625012,0.215829,-0.339402,-0.420017,-0.273785,-0.435525,-0.417761,-0.509763,-0.319328,-0.304371,-0.364999,-0.304917,-0.308381,-0.311618,-0.222371,-0.0109,12.01.01@42.16
-0.26051,0.919223,-0.277039,1.130756,1.688514,0.249972,2.41922,-0.058247,-0.059171,0.012076,0.901584,-0.092582,0.602754,-0.108052,-0.073075,2.203979,-0.195302,1.654421,-0.051875,-0.462977,0.305804,-0.585606,-0.366859,-0.067701,-0.427606,0.61281,-0.577764,0.477332,-0.323303,0.070228,-0.532799,0.000534,-0.101507,-0.400143,-1.533186,0.185653,0.691554,1.18393,0.357706,0.599699,0.312846,1.882087,-0.373985,-0.671505,-0.836206,-0.505314,-0.549894,-0.328937,1.684507,-0.080933,-0.237522,-0.498202,-0.463232,-0.341361,-0.314332,2.448437,-0.159113,-0.328631,-0.564045,-0.621736,-0.556339,11.04.01@11.06.01@12.01@16.03.03
-0.17205,0.847679,-0.246426,0.229765,-0.432294,-0.22362,-0.466265,-0.479072,-0.059171,-0.472147,-0.528519,-0.440849,-0.461682,-0.108052,-0.076453,1.123592,-0.029594,0.850676,-0.051875,-0.277443,-0.134749,-0.341633,-0.387131,-0.067701,-0.243878,-0.350351,-0.166945,-0.871978,0.234511,4.261202,0.856632,5.976529,-0.101507,-0.162978,-0.039237,-0.325957,-0.594015,0.0819,-0.385921,-0.557575,0.003373,-0.147496,0.104463,0.338041,-0.268846,-0.085999,0.069977,-0.234104,-0.419036,-0.435507,-0.161451,-0.272359,-0.228066,-0.215821,-0.255541,-0.432131,-0.409957,-0.095644,-0.311618,-0.099025,0.045289,10.03.01.01@10.03.02.01@43.01.03.09
-0.356484,0.956551,-0.399102,0.538496,-0.440072,-0.047623,-0.49446,-0.375956,-0.059171,-0.407364,-0.571778,-0.392075,-0.434813,-0.108052,0.222653,0.19375,0.261202,-0.116148,-0.051875,-0.333575,0.595398,-0.417983,-0.093184,-0.067701,-0.316646,-0.248733,-0.465155,-1.095146,0.181161,3.422053,0.647594,3.212812,-0.101507,-0.257844,0.159956,-0.139917,-0.55927,0.204348,-0.014107,-0.642947,0.127162,-0.345504,-0.079555,0.30065,-0.363406,-0.35035,0.197598,-0.429003,-0.440371,-0.363748,0.214993,-0.389848,-0.306759,-0.180721,-0.419022,-0.468974,-0.362075,0.279315,-0.419582,-0.382446,0.219678,10.01.05.03@11.02.03.04@38.07
-0.73523,-1.143113,-0.689728,-1.269788,-0.618953,-0.431617,-0.658705,-0.668582,-0.059171,-0.857797,-1.024729,-0.801361,-0.74691,-0.108052,-0.694929,-0.733139,-0.654385,-0.69566,-0.051875,-0.67633,-0.649241,-0.637335,-0.143864,-0.067701,-0.66444,-1.260494,-0.686845,-1.25308,-0.624791,-0.432784,-0.577429,-0.40703,-0.101507,0.643381,0.458746,0.185653,-0.107584,0.816586,-0.523629,-0.557575,-0.863151,-0.593014,-0.373985,-0.110646,-0.678606,0.050734,0.069977,-0.666414,-0.591429,-0.784542,-0.661565,-0.637515,-0.605563,-0.598591,-0.655942,-0.611149,-0.754842,-0.62437,-0.639594,-0.593778,-0.545033,10.01.05.03.01@10.03.02.01
2.252007,1.535125,2.047775,1.590703,1.994022,0.537968,1.739861,-0.077755,-0.059171,0.291278,-0.345303,0.014721,-0.288066,-0.108052,1.507521,0.391526,1.290701,-0.017136,-0.051875,1.238872,0.958931,0.989402,-0.105854,-0.067701,1.448086,0.25052,1.190874,-0.665976,3.149633,19.170387,5.076119,25.264667,9.848871,-0.447576,-0.089035,0.883303,-0.107584,-0.254831,0.164914,-0.386829,0.37474,-0.097994,-0.889236,-0.110646,-0.048207,-0.432389,-0.112338,2.179028,1.970685,0.338278,1.523418,1.186744,1.448661,1.191768,2.015021,1.763783,0.045359,1.337657,1.026065,1.256131,1.710386,34.11.03.07@40.01.03.01@41.01.01@43.01.03.05
-0.340811,0.75125,-0.366745,0.815724,-0.423302,0.163574,-0.490656,0.298479,-0.059171,0.306775,5.069748,0.621802,6.991436,-0.108052,0.329673,6.773485,0.493323,6.590465,-0.051875,-0.527803,0.21338,-0.528156,-0.224953,-0.067701,-0.244782,1.244608,-0.451316,0.645566,-0.32504,0.260944,-0.396612,0.087352,-0.101507,-0.210411,1.006528,-0.884077,-1.045702,-0.254831,0.440331,-0.083282,0.065268,-0.989031,0.803733,0.8989,-0.048207,-0.53266,-0.312884,-0.3987,-0.439635,-0.207039,-0.159278,-0.55682,-0.311321,-0.363651,-0.394998,-0.519832,-0.083406,0.007164,-0.519379,-0.507436,-0.426489,10.03.01@42.04.05
6.578166,1.4107,6.34342,2.390885,5.992838,0.957161,6.633438,0.9757,-0.059171,7.548265,8.306564,7.705032,11.203709,-0.108052,8.853662,18.545573,9.619538,20.979252,-0.051875,3.521169,0.576913,4.326935,0.175424,-0.067701,5.949748,2.000115,5.036671,1.006069,8.613876,0.685286,4.444082,0.540737,-0.101507,-0.589875,-0.885808,-0.418977,-0.732996,-1.111965,0.316394,0.884275,0.560424,0.842544,0.214874,0.487603,0.897393,-0.487083,-0.604588,6.580392,5.973254,6.977323,7.750827,3.549983,5.901988,8.820262,6.320594,6.621464,6.838013,8.356628,4.42298,5.007479,4.562978,01.05.02.07@01.20.15@02.01
-0.444085,-1.149334,-0.325477,-1.175279,-0.470695,-0.84761,-0.478349,-0.532023,-0.059171,-0.439628,-0.663386,-0.350773,-0.362473,-0.108052,-0.487855,-0.688861,-0.439674,-0.529669,-0.051875,-0.450559,-0.710857,-0.281199,0.076596,-0.067701,-0.475063,-0.924713,-0.502872,-0.322641,-0.429506,-0.613964,-0.433038,-0.508318,-0.101507,-0.969338,0.159956,-0.605017,-0.3508,-0.836458,-0.124274,-0.244541,1.17937,-0.345504,0.435696,0.076307,0.519153,-0.286541,-0.221727,-0.370359,-0.409963,-0.387756,-0.451608,-0.401775,-0.431755,-0.377486,-0.291675,-0.440042,-0.326702,-0.414749,-0.296304,-0.482219,-0.379894,20.01.01.01.01@20.09.18@34.01.01.01
1.222051,2.984671,1.207866,3.310779,-0.586628,0.537968,-0.685781,-0.166937,-0.059171,-0.786155,-0.472536,-0.746153,-0.531956,-0.108052,-0.591075,0.072723,-0.540689,-0.273402,-0.051875,0.627876,6.781625,1.587273,9.20671,14.766824,-0.486588,0.820464,-0.424181,-0.061705,0.551631,0.17989,1.858178,0.096999,9.848871,-0.827039,1.554309,-0.418977,-0.906721,-1.754815,-0.633796,-0.756777,0.931792,-1.286043,0.214874,0.711947,2.095152,0.196582,0.416376,1.031651,-0.633118,-0.767394,-0.613966,0.082901,-0.533485,0.550231,1.114999,-0.679185,-0.719901,-0.538919,0.701663,-0.423561,1.926232,01.02@01.06@01.20.33@14.01@16.21.05
3.532098,2.384322,3.368379,3.115459,-0.539234,0.118774,-0.591799,-0.172511,-0.059171,-0.673102,-0.625216,-0.642794,-0.43688,-0.108052,-0.528806,-0.157523,-0.506086,-0.410272,-0.051875,-0.586915,0.469086,-0.558,-0.085582,-0.067701,-0.364329,0.559792,-0.317271,-0.085739,0.618628,0.203729,2.065903,0.087352,9.848871,-0.589875,0.508544,0.092633,-0.3508,-0.652786,-0.427233,-0.775749,0.560424,-0.642516,-0.300377,0.076307,0.330033,-0.049537,0.461954,3.419275,-0.553174,-0.634164,-0.532896,-0.638276,-0.396628,0.616844,3.299037,-0.583799,-0.62241,-0.492634,-0.564045,-0.313646,2.144476,11.02.03.04@34.11.03
-0.65407,0.502401,-0.721115,0.122654,-0.51493,0.489968,-0.547045,-0.035952,-0.059171,-0.806225,-0.602314,-0.753418,-0.587761,-0.108052,-0.613239,-0.060111,-0.608391,-0.319996,-0.051875,-0.681794,-0.051568,-0.687572,-0.435278,-0.067701,-0.545119,0.007521,-0.492832,-0.566409,0.120863,0.084532,1.168057,0.015004,9.848871,4.390582,-0.188632,-0.558507,0.239867,0.296184,-0.647567,-0.813693,-2.905671,0.00101,0.362089,-0.37238,-0.426446,0.223929,0.553112,-0.699333,-0.557098,-0.774781,-0.627007,-0.692326,-0.550592,0.115708,-0.730748,-0.549668,-0.721626,-0.605455,-0.661799,-0.452616,1.217366,10.03.02@14.10@43.01.03.09
-0.756271,-1.155556,-0.70484,-1.137475,-0.70815,-0.809211,-0.713305,-0.593335,-0.059171,-0.733058,-0.431821,-0.726851,-0.290132,-0.108052,-0.734823,-0.747899,-0.690063,-0.64033,-0.051875,-0.535502,-0.56606,-0.497566,0.038586,-0.067701,-0.645457,-0.694968,-0.694985,-0.319207,-0.698736,-0.594892,-0.665047,-0.370855,-0.101507,0.78568,0.757536,0.976323,0.170377,0.296184,-0.248212,-0.538603,-0.98694,-0.791022,-0.92604,-0.334989,-0.426446,-0.204501,0.051746,-0.686906,-0.65249,-0.716476,-0.701557,-0.500486,-0.615599,-0.657518,-0.675278,-0.672404,-0.725077,-0.665538,-0.514529,-0.676556,-0.64165,12.04.03
-0.644623,-1.12445,-0.567084,-0.79094,-0.65784,-0.87321,-0.600302,-0.727107,-0.059171,-0.725182,-0.548876,-0.602945,-0.37074,-0.108052,-0.648279,-0.824648,-0.563901,-0.686923,-0.051875,-0.587412,-0.772473,-0.409527,0.010712,-0.067701,-0.594384,-0.664041,0.368422,0.607799,-0.605188,-0.661643,-0.168213,-0.462497,-0.101507,-0.257844,-0.83601,-1.256157,-0.906721,-0.989517,-1.239715,-0.965466,0.127162,0.74354,1.429396,0.711947,0.708273,2.803624,1.13652,-0.575722,-0.596824,-0.696162,-0.606794,-0.53652,-0.565646,-0.553755,-0.54715,-0.547408,-0.5879,-0.531353,-0.421369,0.323639,-0.109915,14.13.04@16.01@20.09@42.25
1.95163,0.95344,1.970081,1.074051,1.170829,1.257956,0.95824,0.635696,-0.059171,1.020915,0.044031,0.860276,-0.104115,-0.108052,1.529051,0.238028,1.188826,-0.107412,-0.051875,0.924929,0.506055,0.637493,0.504848,-0.067701,1.825711,1.332972,1.193588,0.171763,1.560559,1.059565,0.648579,0.699904,-0.101507,-0.779606,0.010561,-0.093407,0.135632,0.173736,0.467873,0.6661,0.869897,-0.196998,-0.116359,-0.297599,-0.331886,-0.541776,-0.559009,1.914802,1.084931,1.055606,1.55689,0.903298,1.773924,1.49742,1.952715,0.916384,0.904875,1.239077,0.603397,1.191991,0.577709,01.05@14.13.01.01@16.13
0.671969,0.844569,0.754489,1.055149,0.90348,1.833947,0.978379,1.226522,-0.059171,0.754415,0.517339,0.584651,0.210049,-0.108052,0.619491,0.279355,0.129882,0.041107,-0.051875,0.785344,0.897316,0.477829,-0.042503,-0.067701,0.247643,1.425753,-0.304517,0.319397,0.731531,0.575624,-0.335246,0.21758,-0.101507,-0.921905,-0.736413,-0.000387,1.664417,0.0819,1.225271,2.677101,1.117475,0.644536,-0.189966,-1.120192,-0.268846,-0.705855,-0.777787,0.623104,0.771043,0.729788,0.617301,0.728459,0.176347,0.69345,0.727881,0.888808,0.585657,0.131334,0.494667,-0.333108,-0.380921,01.01.11.02.01@01.01.11.02.02@01.01.11.03.01@01.01.11.03.02@01.01.11.04.01@01.01.11.04.02@10.03.01
-0.191803,-1.108897,-0.180745,-0.664927,-0.417226,-1.382002,-0.433819,-0.844158,-0.059171,-0.481801,-0.589591,-0.520133,-0.389342,-0.108052,-0.341785,-0.925011,-0.317595,-0.651978,-0.051875,0.063324,-0.584545,0.055539,0.213434,-0.067701,0.071825,-0.509405,-0.197064,0.28163,-0.338936,-0.752233,-0.342466,-0.438381,-0.101507,-0.115545,0.309351,0.604243,-0.142329,-0.071159,0.591811,-0.168655,-0.058522,-0.444508,-0.705218,-0.110646,-0.174286,-0.578238,-0.267306,-0.117033,-0.31506,-0.439201,-0.283817,0.112845,0.098794,-0.269111,-0.161594,-0.369746,-0.499899,-0.279007,0.035501,-0.221549,-0.295268,01.04@01.06.02.01@20.09.18.09.01@30.01.09.11@42.01
-0.392341,-1.404405,-0.399102,-0.639724,-0.520763,-1.286003,-0.570317,-0.911044,-0.059171,-0.513811,-0.727003,-0.587794,-0.461682,-0.108052,-0.377458,-0.806936,-0.374551,-0.532581,-0.051875,0.013153,-0.914189,0.026192,0.238774,-0.067701,0.132164,-0.624277,-0.09748,0.24043,-0.572433,-0.828519,-0.549207,-0.561373,-0.101507,0.643381,0.857133,1.348403,0.100887,-0.040547,0.454102,-0.329914,-0.863151,-0.890027,-1.146862,-0.297599,-0.205806,-0.541776,-0.157917,-0.299942,-0.426883,-0.458196,-0.329242,0.088738,0.165626,-0.502001,-0.382498,-0.502201,-0.562664,-0.3471,0.002831,-0.117664,-0.493641,20.09.07.03@20.09.07.27
-0.717409,-1.48217,-0.671321,-1.276089,-0.734642,-1.714796,-0.71241,-1.398755,-0.059171,-0.866943,-1.233391,-0.801984,-0.986666,-0.108052,-0.716248,-1.046038,-0.682971,-0.812145,-0.051875,-0.529045,-0.639999,-0.414501,0.074062,-0.067701,-0.541503,-1.083767,-0.299091,-0.717477,-0.657793,-0.656875,-0.461588,-0.476967,-0.101507,1.022845,-0.039237,-0.279447,0.726299,-0.499726,-0.771505,-0.832664,-1.172624,-0.147496,0.06766,-0.708895,0.172433,0.433586,0.607806,-0.624556,-0.609821,-0.772406,-0.660478,-0.487798,-0.490603,-0.608583,-0.637191,-0.606176,-0.730469,-0.645065,-0.432854,-0.244847,-0.414155,20.01.03@20.09.04
-0.307316,-1.370188,-0.242939,-1.553317,-0.312473,-1.567599,-0.335585,-1.220392,-0.059171,-0.621021,-1.126515,-0.600454,-0.897791,-0.108052,-0.440573,-1.013568,-0.502002,-0.838354,-0.051875,-0.004481,-0.618433,0.000577,0.251445,-0.067701,0.011939,-1.247239,-0.28281,-0.641943,-0.41834,-0.604428,-0.460275,-0.517964,-0.101507,-0.495009,0.06036,0.092633,1.039005,-0.071159,0.57804,-0.149683,0.436635,-0.2465,-0.300377,-0.858458,-0.174286,-0.569122,-0.276421,-0.216009,-0.195145,-0.528108,-0.379015,0.04636,0.076441,-0.366982,-0.196751,-0.240002,-0.530311,-0.455694,-0.024735,-0.234431,-0.40696,14.07@16.01
-0.506136,-1.578599,-0.466915,-1.67933,-0.618224,-1.753196,-0.555772,-1.309573,-0.059171,-0.75135,-1.200311,-0.69136,-0.941195,-0.108052,-0.547803,-1.105076,-0.512749,-0.873299,-0.051875,-0.034534,-0.501363,0.34776,0.570732,-0.067701,-0.253596,-1.357693,0.324735,-0.775844,-0.525535,-0.671178,-0.394643,-0.48179,-0.101507,0.026753,-0.587018,-0.279447,-0.107584,-1.265024,-0.771505,-0.56706,-0.244205,0.446528,0.06766,-0.110646,1.118033,0.433586,0.088209,-0.403278,-0.489416,-0.655798,-0.482689,0.006013,-0.185868,-0.470488,-0.418631,-0.455186,-0.620253,-0.46415,0.299413,0.389971,-0.343577,11.02.03.04@32.01.01@32.07.07
-0.523098,0.558392,-0.582002,0.664509,-0.552358,0.617966,-0.634762,0.164707,-0.059171,-0.708161,-0.113738,-0.722285,-0.254996,-0.108052,-0.587698,0.096338,-0.573788,-0.154005,-0.051875,-0.481605,0.841861,-0.541586,0.226104,-0.067701,-0.556418,0.692337,-0.675991,0.006962,-0.581366,0.003478,-0.592852,0.010181,-0.101507,1.307442,1.355116,0.743773,-0.038094,0.602303,-0.082962,-0.301457,-1.358307,-1.187039,-0.778825,-0.185427,-0.584046,-0.313888,-0.185264,-0.570272,-0.604672,-0.7236,-0.612227,-0.561388,-0.597352,-0.60064,-0.607308,-0.654547,-0.723999,-0.582312,-0.578593,-0.683409,-0.620408,01.04@16.19.03@20.01.13@20.01.27@20.03.25
