DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification
0.353304,-0.084232,-0.383765,-0.316077,-0.287991,-0.092027,-0.205678,0.988207,0.822939,-0.070846,-0.02838,0.064049,0.475391,-0.264167,-0.310114,-0.140847,-0.313622,-0.67953,-0.961384,-0.62811,-0.620079,-0.602821,-0.792165,-0.620768,-1.045979,-2.040505,-1.43288,-1.186633,-1.517358,-0.890859,-1.265634,-0.865428,-0.012622,0.063536,0.42427,0.737431,1.079177,-1.328091,-1.506985,-1.50778,-0.400913,-0.784261,-0.711448,2.102371,0.628264,0.152388,-0.277344,0.356248,-2.18299,-0.734097,0.369148,-0.406318,14.01@16.01@42.04
1.50422,1.031153,1.922138,1.615431,0.993099,0.743342,0.143209,1.460756,2.424408,2.351906,2.602126,2.615385,2.4233,2.224873,3.202109,2.574959,0.065402,-0.753206,-0.151837,-0.853878,-1.022506,-1.341771,-1.1932,-1.567312,-1.655243,-0.784751,-1.773478,-1.244565,-0.680009,-1.334383,-1.642194,-1.428729,-1.041535,0.417161,-0.04167,-0.120403,-0.112007,-1.618109,-1.223695,-1.796943,2.417103,2.618705,3.409027,-0.525585,0.764382,1.309067,-0.290029,0.364038,0.703814,-1.588841,-0.524572,-1.964581,14.01@14.07@20.01.15
0.122197,0.0,0.761138,1.244272,1.419519,1.753242,1.622687,-0.347763,-0.053003,0.432239,0.128697,0.299041,0.359471,0.834556,1.090758,1.763192,1.827004,0.923664,-0.034959,-0.567904,-0.861952,-0.895816,-1.780281,-0.459707,0.38649,0.020096,-1.420171,-0.01641,-0.032391,0.755299,0.334268,0.134116,-0.554638,-0.441642,0.361447,1.184599,0.422745,0.019884,-0.44336,-0.6573,1.161066,0.896857,1.186228,0.543235,1.599484,2.569418,2.094762,-2.011869,0.604045,1.370459,-0.072855,-2.676503,14.01
-1.222849,-1.0509,-1.061854,-0.92729,-0.957818,-0.613922,-0.584188,-1.357033,-1.742952,-0.621591,-1.031574,-0.755064,-0.42924,-0.880012,-0.905108,-0.924988,-0.817552,-0.975708,-0.110586,-0.022296,-0.132162,-0.333524,-0.122397,-0.231744,-0.669258,0.337671,1.009765,2.264172,1.606892,0.127541,-0.09199,-0.524482,0.22164,0.232771,0.476623,0.348059,-1.203927,-0.116275,2.070192,2.050059,0.216536,0.307295,0.114279,-0.056433,0.070916,0.139059,-0.521532,0.169291,-1.523644,0.751764,0.053432,-0.510866,01.04@01.05@01.06.10@11.04.03@14.07.03@30.01@32.01.07
-0.108911,0.101665,-0.91698,-0.738941,-0.899254,-0.88673,-0.31594,0.273551,0.586995,-0.600409,0.300434,0.073001,-0.126939,-0.299158,-0.377898,0.018532,0.517647,-1.970337,-1.769212,-1.173718,-0.221822,-0.025448,0.243495,1.215327,0.956222,-1.829597,1.210565,0.674909,-0.927925,-2.854307,-2.498533,-0.960723,0.024125,-0.487109,0.819533,-0.546277,0.288256,-0.490712,1.374845,1.82043,-0.905997,-1.822868,-1.51541,-1.358065,0.611709,-0.053474,-0.160007,0.644473,0.217981,1.738197,1.112296,-0.075249,14.01
-0.372373,-0.721241,-0.345535,-0.164659,-0.452703,0.031668,0.261699,0.118952,-0.996779,-1.270306,-0.344627,-0.439504,-0.520157,-0.483445,-0.34024,0.602918,-0.216712,0.136803,0.413643,0.579754,0.115966,0.338641,0.084322,0.035865,-0.039065,0.517064,0.389572,1.300573,0.562102,0.301539,0.324711,0.286588,0.044795,-0.517419,-0.732727,-0.394179,-0.95096,0.534565,0.867498,0.686457,0.674895,0.15965,0.180936,-0.26808,-0.479075,-1.867727,-0.499333,0.364038,0.050976,0.351724,-0.410429,0.487319,01.03.01@02.45
0.639878,-0.109019,0.231947,0.193575,0.44406,0.556952,0.488804,-0.318593,0.005983,0.604347,0.214565,0.064049,0.013984,0.125401,0.402875,0.541292,0.642553,0.130909,-0.169025,-0.044873,0.770692,0.898779,-0.138934,0.514092,-0.004183,-0.661115,-0.095907,-0.219172,-0.34861,-0.49851,-0.782031,-0.475775,-0.168796,0.038277,0.220094,-0.029144,-0.816471,-0.581939,0.058835,0.723311,0.214311,0.378572,0.239431,-0.04585,0.328436,-1.447116,-0.258317,0.632788,0.00326,-0.950268,-0.038855,0.325519,01.05.03@14.07.02.02
-0.668191,0.242948,-0.08597,0.2342,0.037772,-0.278418,-0.18593,-2.132946,-1.315303,-0.092028,-0.593855,-0.766254,-0.013291,-0.065884,-0.847366,-0.255599,-0.67111,-0.91382,0.24864,-0.490767,-0.601313,-0.348604,-0.864517,0.469491,-0.406484,-1.027175,-0.037446,-0.360139,-0.060218,-1.458911,-1.43002,-1.826852,-2.424137,-0.893777,-0.306051,-1.060369,-0.342559,0.87224,-0.561827,-0.566583,-0.057144,-0.222191,-0.076169,-1.499163,-0.668536,-0.456312,-0.537388,0.087498,0.090016,-0.84591,-1.42315,-2.564488,01.05.03.02.04@01.06.02.01@14.07.01@14.07.02.01@14.07.02.02
0.787787,0.0,0.521694,0.284057,0.089015,-0.378391,-0.0,0.52441,0.0,-0.597761,-0.776063,0.073001,-0.304228,-0.0,0.9577,1.100179,0.147237,-0.119591,-0.524813,0.0,-0.007055,0.252466,-0.45108,-0.553866,-0.262307,0.432216,0.885218,1.117122,1.305851,0.380009,0.0,0.0,0.0,0.0,-0.0,-0.646662,0.557233,-0.131253,2.008383,-0.152683,-0.0,-0.441113,-0.752259,0.31395,0.0,-0.536287,1.952055,-1.94955,0.0,1.596568,-1.080719,0.044235,01.05@14.07.02.01
0.949562,0.121494,-0.289195,-0.245907,-0.007981,0.033363,0.037884,-0.073568,-0.589776,-0.513031,-0.166607,-0.464122,-0.024656,0.335348,0.073996,0.052532,0.17308,0.018921,0.188482,-0.705247,0.017966,-0.671761,-0.008702,0.680109,1.205044,-1.000508,1.975639,1.758234,1.376684,-1.003446,-1.602053,-1.958148,-2.049778,-1.348438,-0.065229,-0.029144,-0.771642,0.022607,1.132761,0.734651,-0.627867,-1.140646,-1.15764,0.553817,-0.366869,0.205705,-0.131466,0.921013,0.144239,0.982843,-0.78686,-0.130012,01.05@14.07.02.01
0.496591,0.971666,1.121309,1.3366,1.459781,1.4296,1.704972,0.635255,-0.495398,0.800286,0.367453,0.950303,0.879974,0.792567,1.688263,1.66119,2.050972,0.770418,1.19569,0.310713,-0.248929,-0.34645,0.051247,0.51657,0.309751,0.429792,0.364154,1.491748,0.761953,-0.409806,-0.774386,-1.58332,-1.781066,-2.070844,-1.523254,-0.211662,-0.124816,0.81233,0.957636,0.110966,1.017551,1.156509,0.266637,0.052918,-0.006341,-0.0,-0.531045,0.235505,-0.404493,-0.0,-0.78686,-1.865011,01.05@14.07.02.01
-0.783745,-0.282523,-0.295232,0.019998,0.493474,0.49934,0.279801,0.153955,0.318608,0.363396,0.528718,0.878686,1.048172,0.815894,0.325048,0.983301,1.208936,0.452137,0.736774,0.421716,0.17852,0.510991,1.181998,0.618162,0.367887,-0.430812,-0.492424,0.495321,0.369841,0.168482,0.395435,-0.338126,-0.74756,0.576293,0.481858,0.448444,-0.640355,0.312626,0.589359,0.017413,0.880711,0.761431,0.738676,0.747828,-0.120385,-0.0,-0.527874,0.414672,0.582356,-0.252062,-0.288999,-0.95395,01.05@14.07.02.02
-0.497171,0.555256,-0.192613,0.514878,0.692958,0.745037,0.78832,0.110201,0.044324,-0.033776,-0.036757,0.598935,0.132177,0.288693,0.689074,0.749546,0.733002,-0.078332,-0.590127,-0.611177,-0.182205,0.237386,-0.734284,0.068077,0.012095,-0.139904,0.226898,0.887326,0.056151,-0.493393,-0.938772,-0.958605,-0.676363,-0.638662,-0.504992,0.037779,-0.089593,-1.111598,0.671771,-0.076139,0.341139,0.053753,-0.258455,-0.895968,-0.370548,0.156831,-0.299543,0.570469,0.679957,0.120646,-0.56343,-0.29928,01.05@01.06.02.02@14.07.02.02
0.237751,-0.06936,0.09311,0.428089,-0.101318,0.07403,0.162957,1.489926,0.967454,-0.727504,-0.376042,-0.235844,-0.247404,-0.362143,0.041359,-0.325725,-0.042275,0.508131,0.185045,-0.073094,0.090945,0.224459,1.08484,0.097811,0.016746,-0.21748,-0.398378,-0.367863,0.023264,-0.029398,-0.099636,0.167998,0.777436,0.816253,1.604825,-0.239039,-0.461037,-0.285112,0.463167,0.825369,0.801722,0.209544,0.412194,1.823702,-0.204999,-0.0,-0.581786,0.258875,0.0,0.113191,0.556149,1.124564,01.05@14.07.02.02@42.01
-0.575748,-0.23295,-0.572906,-0.286532,-0.432571,-0.419058,-0.745466,0.626504,0.359899,-0.58717,-0.520552,-0.611831,-0.349687,-0.275831,-0.269946,-0.308725,-0.666803,0.278261,0.054417,-0.289456,-0.18846,-0.221496,-0.386997,-0.402717,-0.911103,-0.324146,-0.604262,0.435458,0.205407,-0.25969,-0.132131,-0.05224,0.428341,0.947599,1.476561,0.609668,-0.304134,0.241823,0.270015,0.187509,-0.341949,-0.334198,-0.331913,0.268093,-0.43125,0.242731,-0.734006,-0.064404,0.274372,-0.073162,-0.427429,-0.346576,01.05@14.07.02.01
-0.483305,-0.567566,-0.653391,-0.299458,-0.450872,-0.163195,-0.128331,0.218128,-0.262404,-0.724856,-0.271325,-0.11723,-0.086026,0.036757,-0.478319,-0.096221,-0.128417,0.077862,0.119731,-0.178453,-0.522078,-0.460632,-0.262966,-0.244133,-0.455318,-0.888993,-1.900567,-0.329242,-1.153073,-0.440511,-0.697927,-0.579541,-0.375497,0.146891,-0.143758,1.820369,-1.232746,-1.31856,-0.01585,0.031588,0.487991,0.557783,-0.048962,1.298111,-0.284095,-0.64144,-0.010958,0.274454,-0.103016,0.30203,-0.369143,-0.640306,01.05@14.07.02.01
-0.829966,-0.267651,-0.23688,-0.417638,0.096336,0.148586,0.018136,-0.248586,-0.126736,0.125093,-0.189645,-0.034423,0.248097,-0.175523,0.199522,-0.011219,0.130009,-0.026759,0.066449,-0.176572,0.195201,0.155519,-0.738419,0.244005,0.044651,-0.862326,-0.789811,0.07435,0.263591,-0.607686,-0.745713,-0.600718,-0.483441,-0.224416,-0.099258,-0.010892,-0.489856,-0.282389,0.079438,-0.569418,0.449053,0.248237,0.518301,-0.430343,0.0,-0.0,-0.147322,0.737951,-0.636565,-0.865788,-0.050998,-0.548204,01.05@14.07.02.02@42.01
-0.252197,0.250383,-0.506505,-0.351162,-0.143411,0.128253,-0.490383,0.118952,-0.418716,0.644065,-0.409552,-0.435028,0.17309,-0.105541,-0.681672,0.067408,0.717927,-0.412822,0.0,0.28061,-0.221822,-1.548591,-0.033508,-0.551388,-0.220449,0.092823,-1.549802,-0.819731,-1.299799,-0.014045,-0.587061,0.0,0.026422,0.093847,-0.094023,-0.129529,-0.086391,0.0,-0.0,-0.172527,-0.072719,0.37959,-0.1197,0.472686,0.142653,-0.0,-1.139928,0.184871,-1.196141,-0.562652,-0.033998,-0.219625,01.05@14.07.02.01
0.621389,0.359443,-0.174504,-0.011394,0.58864,0.245171,0.345629,-0.207749,-0.401021,0.191288,-0.382325,-0.240321,-0.0,0.645604,0.282369,0.362789,0.164466,0.049865,0.226296,-0.016652,-0.259354,-0.443397,-0.930667,0.499225,0.374863,0.056459,1.10381,0.170903,0.225645,-0.148809,-0.661609,-1.22755,-1.764989,-1.416637,-0.321757,-0.114319,0.496393,-0.237457,-1.93707,-1.272481,0.085259,-0.14175,0.23671,0.179907,-0.992277,0.276794,0.077838,0.687317,0.0,0.113191,-0.288999,-1.108283,01.05@14.07.02.01@14.07.02.02@42.01
0.686099,0.629615,1.079055,0.780783,0.963817,1.107652,1.201389,0.107284,-0.111989,0.429592,0.394679,0.739929,0.470845,0.400665,0.465638,0.974801,0.672703,0.253211,0.032073,-0.57543,-0.688888,-0.1741,0.179412,-0.206966,0.512064,0.323125,1.157188,0.632426,0.347073,0.378303,0.198554,-0.765897,-0.993304,-0.68918,-0.494522,0.195961,0.576446,1.045162,0.821142,0.677952,-0.166171,-0.023634,-0.100655,0.112885,-0.681412,-0.521477,-0.445421,0.550994,0.0,-0.088071,0.136004,0.786028,01.05@14.07.02.02
-0.02109,-0.478335,0.046831,0.313602,0.595961,0.502729,0.63198,0.040194,-0.356781,0.08008,0.36117,0.334849,0.143541,0.729582,0.337601,0.67517,1.142176,-0.647112,0.0,0.636196,-0.507483,0.084425,-0.076919,0.583472,0.0,-0.760509,-0.62968,0.286766,0.637995,0.018366,-0.596619,0.0,-0.465068,0.371695,0.866651,1.379285,1.213666,-0.331406,-0.561827,-0.475865,0.232112,0.11892,-0.307427,0.747828,0.300845,0.55967,0.271285,-0.364314,-0.591018,-0.192429,-0.0,0.952807,01.05.03.02.04@10.03@14.07.02.02
-0.760634,0.27517,-0.150358,-0.415792,-0.690619,-0.47667,-0.153016,-0.190247,-0.642863,-0.481257,-0.853554,-0.920677,-0.904284,-0.434458,0.274838,-0.2896,-0.128417,0.175114,-0.461218,-0.402341,0.061753,-0.76009,0.026441,0.365421,0.530667,-0.251419,0.768296,0.165109,0.078919,0.030307,-0.285049,-0.475775,-0.467365,0.189831,0.377152,0.42715,1.072773,-0.21431,-0.631362,-0.407826,0.036308,-0.04909,-0.454344,0.924201,0.745987,-0.0,-0.54373,0.519835,-0.029273,-0.418538,0.009717,0.138826,01.05.03.02.04@14.07.02.02
0.57979,0.520555,0.348651,0.429936,0.120128,0.033363,0.730721,-0.277756,-0.100192,-0.076141,0.153829,-0.014281,0.229913,0.316686,-0.05153,0.222536,0.345364,0.381408,0.363798,-0.020415,0.126392,-0.13963,-0.492423,0.256395,0.353934,-0.241722,-0.378044,0.261662,0.465972,-0.13175,-0.617645,-1.056018,-0.961151,-0.628559,0.51327,0.195961,-0.931747,0.101579,0.385906,0.553215,-0.10832,-0.052145,-0.512838,2.116481,-0.477235,0.12573,-0.223433,0.391302,0.046638,-0.060739,-0.561001,0.1911,01.05.03.02.04@14.07.02.02
0.302461,0.411495,0.73498,0.59982,1.048003,1.014456,0.735658,0.10145,0.684322,0.392522,0.486831,0.444512,0.877701,0.498641,0.224627,0.605044,0.819144,0.882406,0.501301,-0.500174,-0.309397,-0.393846,0.35719,0.142413,0.507413,0.35464,0.412448,0.203731,0.863143,0.695593,0.976523,0.244235,0.497241,0.492938,1.031562,1.075088,-0.038359,-0.255157,-0.039029,0.15916,0.559193,0.70441,0.525102,0.077611,-0.313526,-0.882847,-1.431685,0.091393,0.621396,-0.545259,-0.233142,1.07229,01.05@14.07.02.02
-0.0,-0.99637,-0.291207,-0.395479,-0.602773,0.011335,-0.437721,1.519095,0.309761,0.996224,-0.110059,-0.289557,0.063988,0.172056,0.0,0.0,0.0,-0.233052,-0.131211,-0.229251,0.086775,-1.158649,1.252282,0.194448,1.837562,0.757064,0.648833,0.223041,-0.03998,-0.116397,-0.099636,-0.691778,-0.497221,0.071114,0.361447,0.822606,1.655557,0.412022,0.779936,0.853718,0.289963,-0.214045,-0.655674,-0.613771,-0.385264,-0.727339,-0.458106,-0.002086,-0.033611,-0.0,1.141439,1.719492,01.05@14.07.02.02@42.01
-0.270686,-0.619617,0.219874,0.732773,0.627073,0.834843,0.552986,-0.750304,-0.076598,0.715556,0.706738,0.408703,0.839061,0.279363,-0.018893,0.292662,1.006502,-0.174111,-0.241213,0.028502,0.224392,0.903088,1.035228,0.893205,0.563223,-0.908387,0.041349,0.557115,0.643055,-0.518981,-0.501045,-0.5626,-0.511002,0.222668,-0.109729,-0.153864,0.608467,-0.286474,0.280316,-0.88126,0.79616,0.030333,1.047474,0.903036,-1.141271,0.016134,-0.454935,0.406882,0.983602,-1.144076,1.668443,-1.05103,01.05@14.07.02.02@42.01
0.931073,-0.691498,-0.202674,0.0,-0.256879,-0.24114,-0.15137,-0.0619,0.637133,0.363396,0.093093,-0.16199,0.318558,0.528966,-0.568698,-0.08347,0.058942,-0.461448,-0.002303,-0.129537,-0.511653,0.105969,0.7913,0.442234,0.612058,-0.833236,-0.08574,0.448975,0.293948,-0.32963,-0.420763,-0.558365,-1.009381,0.551034,0.759328,0.801312,-0.605132,-0.09449,0.303494,0.351935,-0.111657,-0.399365,-0.033998,0.451521,-0.784421,0.032425,-0.477134,0.266665,0.111705,-0.48811,-0.179713,0.469894,01.05.03.02.04@14.07.02@14.10
0.394904,0.949358,0.02671,0.241586,0.374515,0.577285,0.725784,1.005709,-0.872908,-0.137041,-0.809573,-0.43279,-0.631531,-1.171605,0.224627,0.116284,0.496112,0.178061,-0.045272,-0.052399,0.603883,0.112432,-0.554439,0.105245,0.242313,0.231004,-0.347543,0.082074,-0.583878,-0.145397,-0.485753,-0.945899,-0.779713,-0.156216,-4.724626,-0.016976,0.144161,0.602645,-0.0,-0.439011,-0.221797,0.114847,0.692424,-0.077597,-1.01435,-0.619225,-0.169521,0.50815,-0.341595,0.393965,-0.590144,-0.209668,01.05.03.02.04@14.07.02.02
1.499598,-0.047053,-0.327426,0.138178,-0.004321,-0.05136,-0.200741,0.556497,0.165245,-0.642774,0.671134,0.245328,0.564035,0.559292,-0.827282,-0.05372,-0.309315,-0.154955,-0.309965,-0.673263,-0.305227,0.295554,-0.639194,-0.866077,-0.701814,0.10252,0.547162,-0.109101,0.660763,0.033719,-0.22197,-0.431304,0.285947,-0.30777,-0.240611,-0.50369,-0.694791,-0.118998,-0.152345,0.317916,-0.319699,-0.307723,-0.100655,-1.523855,-1.01435,-0.325982,0.172976,0.317299,0.823104,-0.326604,-0.58043,-0.017996,01.05@10.03.01@14.07.02.02@42.01@43.01.03.09
-0.0,1.130299,0.831562,1.40123,1.606192,1.414349,1.352793,0.404814,0.126904,0.74733,0.340226,0.722025,0.325377,0.797232,1.251432,1.418935,1.325227,1.255207,0.741931,0.353985,0.27235,0.92894,0.040911,0.652852,0.149296,0.332822,-1.534551,-0.472141,-1.49712,0.432891,-0.210501,-0.740485,-0.471958,-0.696758,-0.51808,-0.458061,-1.703456,-0.286474,-0.855418,-1.201607,0.945237,0.517053,0.831179,0.779575,1.316212,1.248345,1.898144,-1.910601,-0.155069,-0.927905,0.133575,0.883108,14.07.09
-1.957771,-2.605004,-2.013592,-1.324302,-1.095078,-1.022287,-1.068022,-0.213582,-1.368391,-0.767221,-0.889158,-0.705827,-0.447423,-0.78437,-0.754477,-0.731609,-0.976914,-1.529753,-0.925289,-0.280049,0.045072,0.312789,1.250215,-0.623246,-0.685536,-2.00899,-0.0,-0.080135,-1.512299,-2.496076,-1.328712,-0.374127,0.143552,0.111528,0.04733,-0.126487,-2.046081,0.0,0.107767,0.56172,-1.008349,-1.249598,-0.096574,0.028226,0.0,-1.601143,-0.2932,0.660053,0.074834,1.005205,0.143289,-0.879273,14.07
0.70921,0.272691,0.25408,-0.002161,-0.27884,-0.295363,-0.200741,-1.35995,-1.232723,0.109206,-0.510081,-0.712541,-1.067936,-0.161526,-1.028124,-0.438353,-0.302854,-0.182952,-0.11918,-0.477597,0.070094,-0.510182,-1.065034,0.323297,0.38649,0.30858,0.969096,0.028004,0.114335,-0.544569,-0.583238,-1.022136,-0.637319,-0.482057,-0.290346,-0.397221,0.512404,1.307949,0.138671,0.570225,-0.284098,-0.057236,0.001371,-0.532639,1.145144,1.538626,2.776584,-2.475366,-0.263514,0.34924,0.580435,-0.271899,01.07.04@14.07.09
0.297839,-0.064403,0.087073,0.415163,-0.333744,0.211281,0.092192,0.247298,-0.309592,-0.269432,-0.22106,-0.027709,-0.42924,-0.357477,-0.335219,0.590168,-0.229633,0.002712,-0.065898,-0.650686,-0.991229,-0.701922,-0.537901,-0.717405,-0.748323,0.240701,-1.046531,-0.441244,-0.943103,-0.254572,-0.52016,-0.856957,-0.081522,-0.50479,-0.109729,-1.112082,-1.335213,-0.404932,-0.152345,0.023083,0.645969,0.113829,0.130603,0.691388,-0.795457,-0.109753,-0.058527,0.032969,0.0,-0.433447,-0.257428,0.151272,01.06.06
0.995784,0.213204,1.475445,0.880498,1.106567,1.036484,1.268863,1.559933,2.008557,1.962677,2.099482,1.735846,1.898251,1.403746,1.454784,1.603814,1.960523,0.852935,1.083969,1.025647,0.987544,0.989263,0.803703,-0.965191,-0.666933,-0.775054,-2.947778,-2.240992,-1.646376,0.854239,0.110626,0.462355,0.770546,1.190085,0.775033,1.269774,0.579648,-1.249118,-1.203092,-1.700555,0.454616,0.697282,0.652974,1.164068,1.069728,0.698886,-0.584957,0.2394,-1.33495,-1.718046,0.284147,-0.162372,01.06@14.07.01
1.365556,-0.183378,-0.170479,-0.231135,0.114637,0.319727,1.114168,-1.065337,-0.642863,-0.110563,-0.686006,-0.831156,-0.258769,-0.107873,0.350154,0.498791,0.733002,-0.149061,-0.134649,-0.891507,-0.709739,-0.393846,-0.86245,0.91055,1.065518,-0.615054,0.209106,-0.916284,-0.123462,-1.197914,0.250163,-1.174608,-1.569771,-1.553036,-0.879314,-1.428447,-0.720408,1.133665,-0.979035,-0.521224,-0.086069,-0.171279,-0.304706,-1.435669,1.479921,0.288642,-0.163179,0.208241,-0.319906,-0.09801,1.491156,0.101487,14.13.01
0.857119,1.40047,1.6505,1.814861,1.666586,1.643102,1.953471,0.652756,0.318608,1.128615,1.033457,1.456094,0.418567,0.920868,1.939315,1.886445,1.870074,0.966397,0.848495,0.658773,0.812394,0.424816,-0.250562,0.179581,-0.455318,0.541307,-0.677973,-0.145791,-0.338491,0.995825,0.733766,0.551298,0.579922,-0.757379,-0.685609,-0.400263,-0.268911,0.322157,-0.136892,-0.949298,1.765165,1.841786,2.160233,0.941838,0.201515,1.135788,-0.248803,1.026176,-0.751517,-0.0,-0.75286,-0.152415,14.07
0.302461,1.551667,0.815465,0.452095,0.132938,0.18417,0.24195,0.451486,-0.229961,-0.189997,-0.329966,0.265471,-0.531522,-0.481113,0.827153,0.498791,0.022332,-0.178532,0.071605,0.180896,0.437074,-0.027602,-0.035575,-0.006259,0.042326,0.742518,1.40374,-0.047307,0.129514,-0.242631,0.001672,0.540709,0.680976,-0.567937,-0.198728,-1.671803,0.304267,-0.064535,0.759333,0.130811,-0.442076,-1.108062,-0.005431,-0.522057,-0.900305,-0.542211,-0.131466,0.558784,-0.499924,0.930664,-0.257428,-0.047867,14.07.11
0.376415,0.359443,-0.148346,0.034771,0.44406,0.885677,1.007198,0.509825,0.631234,0.742034,0.574794,0.343801,0.943616,0.419327,0.023786,0.94505,0.733002,-0.991917,0.037229,-0.026059,-0.501227,0.1706,-0.351855,0.390199,-0.062319,-0.741115,0.404823,0.499183,0.562102,0.281069,0.926824,1.760491,0.506428,0.508094,0.563005,0.804354,1.184847,0.060732,-0.850267,0.215858,0.087484,-0.250702,-0.212203,-0.804254,-0.473557,-1.518205,-0.309057,0.301719,-0.072651,-1.06705,-0.616859,-0.468549,12@14.07.04
0.237751,0.334657,0.233959,0.394851,0.645374,0.611174,0.673122,1.142807,1.173905,0.826764,1.203099,1.109202,0.929979,1.000181,0.852258,0.959926,1.370452,-0.358301,-0.284183,-0.626228,-0.478291,0.080116,-0.556506,-0.429973,-0.578566,-1.40778,-0.622054,-0.126481,-0.389087,-0.269925,-0.445612,0.062115,0.756766,-0.090543,0.026389,0.320682,-0.403399,-0.1544,-0.263085,-0.348293,0.084146,-0.338271,0.232629,0.126995,-0.427571,-0.903581,-0.04267,0.399092,-0.322075,-0.71422,0.208861,-0.817042,01.06@14.07.01
-0.626592,-0.096625,-0.85058,-0.644766,-0.147071,-0.008999,-0.004904,-0.458608,0.236028,-0.934034,-0.426307,-0.273891,-0.092844,0.006431,0.259775,-0.113221,0.17308,0.051338,-0.14668,-0.739113,0.024221,0.123204,0.367526,1.093912,1.039938,-0.998084,-1.122784,-1.012837,-1.178371,-1.414559,-1.391791,-0.801897,-1.886713,-0.512368,0.026389,-0.016976,-0.352166,-0.522029,-1.084625,-1.221452,-0.219572,-0.213027,0.104757,1.012387,-0.880071,0.333073,-0.077554,0.811955,-0.421844,-0.982569,-0.140855,-1.060987,14.07.11@14.13
-1.5464,-0.641925,-0.615161,-0.329003,0.248236,-0.193695,-0.251758,-1.561221,-1.188483,-0.335627,-0.694384,-0.430552,-0.520157,-0.425127,-0.603845,0.052532,-0.709874,-0.094541,-0.485281,-0.724061,-0.893229,-1.443027,-1.997335,-0.980058,-1.820349,0.041914,0.064225,2.148308,2.188736,0.567654,0.682156,1.601665,-0.545452,-0.312822,-2.224781,-0.430683,-0.800461,0.741527,0.470893,1.741052,-1.058413,-0.445186,0.353699,0.141105,0.0,-1.558193,-0.232946,0.441936,0.755868,0.249851,-0.888861,1.176838,01.06@14.07.01@14.07.11
0.182285,-0.495686,-0.007497,-0.066791,-0.095828,-0.056444,-0.169473,-0.0,0.457225,-0.383288,0.55385,0.780214,0.564035,-0.063551,0.917532,0.322413,0.81699,-0.124011,-0.696691,-0.127655,-0.223907,-0.527417,-0.337384,-0.516698,-1.376191,-0.195661,-0.134034,-0.130343,0.357192,0.328833,0.097246,-0.264008,0.040202,1.508347,1.165062,0.591416,0.227416,-2.061988,-0.149769,-1.232792,0.367839,0.216671,-0.012233,-0.232806,-0.149816,-0.0,-0.864028,-0.083879,-0.339426,-0.0,-0.046141,-0.754811,14.07.04
-0.0,-0.485771,0.702786,0.296983,0.229935,0.340061,-0.520006,-0.814477,0.359899,0.596404,0.528718,-0.114992,-0.215583,-0.075215,-0.410535,0.571043,0.539183,0.533181,-0.167306,0.218524,0.286946,0.065036,-0.455214,0.115156,-0.778553,0.078277,-0.339917,-1.132563,-0.745782,0.035425,-0.642494,-0.655778,-0.965744,-0.133483,0.1023,0.074283,-0.486654,-0.159846,-0.966159,-0.586427,0.777247,0.433557,0.647533,0.038809,-0.385264,-0.176399,0.147605,0.399092,-1.141918,-0.853364,-0.072855,0.903022,01.06.02.01@01.06.02.02@14.07.01
