DES460_Plus_0point02_MMS___5_min,DES460_Plus_0point02_MMS___15_min,DES460_Plus_0point02_MMS___30_min,DES460_Plus_0point2_MMS___45_min,DES460_Plus_0point02_MMS___60_min,DES460_Plus_0point02_MMS___90_min,DES460_Plus_0point02_MMS___120_min,DES459_mec1__Plus_0point02_MMS___5_min,DES459_mec1__Plus_0point02_MMS___15_min,DES459_mec1__Plus_0point02_MMS___30_min,DES459_mec1__Plus_0point02_MMS___45_min,DES459_mec1__Plus_0point02_MMS___60_min,DES459_mec1__Plus_0point02_MMS___90_min,DES459_mec1__Plus_0point02_MMS___120_min,dun1__Plus_0point02_MMs___30_min,dun1__Plus_0point02_MMS___90_min,dun1__Plus_0point02_MMS___120_min,wt_plus_gamma_5_min,wt_plus_gamma_10_min,wt_plus_gamma_20_min,wt_plus_gamma_30_min,wt_plus_gamma_45_min,wt_plus_gamma_60_min,wt_plus_gamma_90_min,wt_plus_gamma_120_min,DES460_wt___mock_irradiation___5_min,DES460_wt___mock_irradiation___30_min,DES460_wt___mock_irradiation___60_min,DES460_wt___mock_irradiation___90_min,mec1_plus_gamma_5_min,mec1_plus_gamma_10_min,mec1_plus_gamma_20_min,mec1_plus_gamma_30_min,mec1_plus_gamma_45_min,mec1_plus_gamma_60_min,mec1_plus_gamma_90_min,mec1_plus_gamma_120_min,DES459_mec1___mock_irradiation___5_min,DES459_mec1___mock_irradiation___30_min,DES459_mec1___mock_irradiation___60_min,DES460_wild_type_Plus_heat_20_min,DES459_mec1_Plus_heat_20_min,MHY1_dun1_Plus_heat_20_min,DES460_vs_DES460_YPD_log_phase_control,DES459_mec1___log_phase_IR_time_=_0_sample,DES459_mec1___log_phase_MMS_time_=_0_sample,DES460wt_vs_DES459mec1_genomic_DNA_comparison,DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2,DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA,MHY1_crt1_vs_CRY1_wild_type,MHY1_crt1_vs_CRY1_wild_type___log_phase,pRS_ROX1_GAL_media,classification,id
-0.187487,-0.485771,0.123292,-0.399172,-0.447212,-0.868091,-0.814585,1.501594,1.91123,0.853242,1.303628,1.650801,1.227734,1.245119,0.663969,0.630544,0.51334,-0.955079,-0.026366,0.043553,0.255669,0.560542,-0.06865,-0.826431,-1.120393,-0.21748,-2.787646,-1.765951,-2.610214,-0.288689,0.099157,0.646593,1.011698,0.525775,1.479178,1.050753,0.080119,-3.335075,0.473468,-0.084644,0.064121,-0.338271,-0.310148,-0.888913,2.212015,1.506043,2.170873,-1.976815,-0.280866,-0.09304,0.463863,-0.219625,11.02.03.04,2206
0.626011,0.027306,-0.524615,-0.244061,-0.383158,-0.278418,0.215619,0.830691,0.238977,0.665247,0.336037,0.948065,0.348106,0.321352,0.199522,0.286287,0.302293,-0.515968,-0.311684,-0.49453,-0.088375,0.151211,-0.500692,-0.603423,-0.899476,0.243125,0.699668,-0,-0.358729,0.584712,0.638192,0.239999,0.579922,0.096373,-0.245846,0.107744,0.451564,-2.7918,0.803114,0.839543,0.109734,0.299149,-0.274779,-1.75314,-0.177408,0.463403,0.055639,0.50815,-0.200616,1.303372,-0.262285,-0.259452,01.01.13@01.02.07@01.03.13@11.02.03.01@11.02.03.04,2207
-0,1.477308,1.227952,0.581354,0.788124,0.658619,-0.097063,0.253132,1.377407,0.215118,0.622964,0.686217,0.493574,-0.042556,1.015442,-0.674232,-0.845548,1.815146,0.233171,-0.938542,-0.617994,0.392501,0.2621,-0.556344,0.277195,0.798276,0.47345,1.238779,0.412847,1.137412,0,0.843537,0.669492,0.437369,0.500181,-0.056522,-0,0.199614,1.274405,1.077678,-0.296336,0.099574,0.495175,0.345697,1.402665,-0,2.145503,-2.650638,-0.007584,-0,-0.065569,-1.033606,01.02.07@11.02.03.01@11.02.03.04,2208
0.210018,0.589956,0.046831,-0.050171,0.15856,-0.031027,-0.271506,-0.102738,0.501465,-0.224419,0.235509,0.160284,0.059443,-0.329484,0.425469,-0.648732,-0.214559,0.102912,-0.095117,0.263677,0.297371,0.280473,0.497759,1.173203,0.086509,0.364337,1.543537,1.565128,1.247667,-0.331336,-0.049938,-0.033181,0.040202,0.144365,0.330035,0.716137,0.041694,-0.087682,1.727669,1.658839,0.469079,0.150486,-0.093853,-0.465618,0.598833,0.586328,-0.473963,0.50815,-0.072651,0.503292,3.327168,-0.478505,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,2209
-1.597243,0.034742,0.089086,-0.37886,-0.158052,-0.383475,-0.210615,-0.980745,-2.155854,0.175401,-1.43369,-1.545082,-1.561164,-1.169273,-0.736903,-0.956863,-0.507441,0.950188,0.214264,0.702045,0.693543,0.179218,1.461068,0.494269,2.098011,1.018881,0.869967,1.242641,1.009869,-0.588921,0.41455,0.608475,0.497241,0.227719,1.002768,1.230229,1.085581,2.477555,1.719943,2.013205,0.016283,0.266565,0.016335,0.846596,0.587796,0.455998,-1.025763,-0.130618,0.920704,1.440031,1.032152,1.241558,01.05.25@10.01.09.05@11.02.03.04@34.11.03.07,2210
-0.390862,0.262777,-0.02963,-0.37886,-0.851671,-0.595282,-0.153016,-0.627792,-0.495398,-0.772517,-1.042046,-0.338793,-0.645169,-1.017644,-0.57874,-0.512729,-0.860623,-2.005701,0.140357,0.030383,1.125161,-1.040159,0.915331,-0.338292,0.879483,0.378883,-0.350084,0.165109,0.68606,-0.515569,-0.069052,-0.084005,-1.018568,-0.896303,-0.381963,0.305472,0.048098,-0.364085,0.192754,0.017413,-0,-1.617183,-0.345516,-0.169311,0,-0.897657,-0.702294,-0.492847,-0.185434,0.642436,0.029146,0.101487,11.02.01@11.02.03.01@16.03.03,2211
0.491969,-0.034659,-0.210722,-0.279146,-0.685129,-1.261206,-1.082833,0.343558,0.805243,0.787047,1.041834,0.205044,0.523122,0.099741,0.038849,0.092908,-0.410531,-0.560174,-0.523094,-0.432443,-0.217652,-0.695459,-0.223689,-1.869611,-1.020399,-0.047783,-1.341376,-1.487878,-1.853816,-0.022575,0.104892,0.089644,0.044795,-0.557834,-0.557345,-0.086941,0.224214,-0.632318,-0.536073,-0.016606,-0.182859,-0.281249,-0.062565,-0.144619,-0.7881,0.029463,0.004899,0.656158,-0.322075,-0.634709,-0.036426,-1.397035,11.02.01@11.02.03.01@16.03.03,2212
-0,0.570127,0.429136,0.309909,0.469682,0.258726,0.266636,-0.371099,-0.327288,-0.409766,-0.160324,-0.188846,-0.108755,0.202382,-0.134377,-0.676358,-0.692646,0.254685,-0.124336,0.261796,0.134732,0.248158,-0.052113,0.179581,-0.539034,1.050396,0.704752,0.756014,1.131298,0.310068,0.152678,-0.405892,-0.490331,-0.643714,-0.146375,-0.920439,-0.461037,0.945766,0.934458,1.208085,0.762784,0.635169,0.254394,0.222236,0.466394,0.57448,-0.283687,-0.255256,-0.814415,0.304515,-0.830574,-0.060313,11.02.03.01@11.02.03.04,2213
-0.298419,-0.009873,-0.361632,-0.212669,0.110977,-0.019165,-0.350499,0.10145,-0.141482,-0.862543,-0.141475,0.041669,-0.190581,-0.177856,-0.026425,-0.584981,-0.408378,-0.134326,0.346611,0.989901,0.457925,4.337162,-0.070717,0.315863,0.856228,1.27585,1.505411,2.455347,1.116119,0.456773,0.364852,0.540709,1.310266,0.063536,1.827324,-0.211662,0.048098,0.616261,1.583449,1.037989,0.103059,0.103647,-0.338715,-0.31041,0.322918,0.494505,-0.353454,-0.726542,-0.658254,0.871031,-0.135998,1.07229,10.01.05@10.01.09.05@11.02.03.01.04@11.02.03.04,2214
-0.113533,0.609785,-0.210722,0.359766,0.407458,-0.069999,0.011553,-0.481943,-0.878807,-0.481257,-1.021103,-1.189238,-0.98611,-0.854352,-0.026425,-0.414977,-0.559126,0.234055,0.930997,0.331408,-0.084205,0.403273,0.7913,1.084,0.344632,0.815245,1.10381,0.647874,0.939036,-0.703214,-1.087867,-1.238139,-1.29417,-0.214312,0.220094,-0.424599,0.080119,1.228976,1.09413,1.973516,-0.64233,0.195288,-0.263896,-0.416233,0.267735,-0.083094,-0.54373,0.558784,-1.738365,1.36549,-0.281714,1.619923,11.02.03.01.07@11.02.03.04@16.03.03,2215
0.21464,-0.312267,-0.033654,-0.103722,-0.335574,-0.198778,0.006616,0.894865,0.645981,0.056249,0.733964,0.889876,0.486755,0.295692,0.114164,0.224661,-0.001357,0.002712,0.269265,0.032264,-0.138418,0.345105,-0.69294,-1.307136,-0.694838,0.032217,-1.242247,-0.829387,-1.105008,0.006425,-0.118751,-0.465187,0.446714,-0.585618,-0.049523,-0.032186,-0.461037,-0.545176,-0.309442,-0.765028,0.444603,-0.04909,0.065307,-0.04585,0.578599,0.242731,-0.638868,-0.048825,-2.156963,-1.129168,0.21129,-0.122544,01.03.16.01@11.02.03.04@11.04,2216
-0.252197,0.163631,-0.271086,-0.120341,-0.306292,0.319727,0.488804,0.276468,-0.31844,0.313088,-0.036757,0.064049,-0.281498,-0.154528,0.048891,0.116284,0.496112,0.8382,1.120063,0.463107,0.124307,-0.609284,3.065205,0.315863,-0.399507,0.597064,0.539537,0.474079,0.028323,0.883238,0.880949,0.7313,1.255146,0.796045,1.214797,0.001276,-0.079986,0.520949,1.531942,0.811194,0.714946,0.510944,0.07619,0.465631,-0.578404,0.124249,0.090523,-0.375999,0.382817,1.454939,0.058289,-1.11824,02.13.03@11.02.03.01@11.02.03.04,2217
-0.94552,-0.084232,-0.009509,-0.138807,-0.141581,-0.307224,-0.18593,-0.656961,-0.465905,-0.031128,-0.371854,0.041669,-0.440604,0.125401,-0.382919,-0.478729,0.000796,0.779259,0.415362,0.538363,0.145158,-0.135321,0.501894,0.712321,1.995692,0.500095,0.94622,-0.047307,0.837846,-0.037928,0.422196,0.688947,0.772843,0.619233,0.61274,0.244633,0.97671,0.779651,0.3447,1.293132,-0.486577,-0.150914,0.361861,0.465631,-0.059684,-0.112715,-0.448592,-0.648644,0.252683,-0.060739,0.93258,0.001918,10.03.04.01@11.02.03.01@11.02.03.04@18.02.09,2218
-1.172006,-0.7956,-0.375717,-0.07787,-0.401459,0.670481,-0.271506,0.959038,0.486718,0.485196,0.352792,0.551936,0.557217,0.181387,0.340112,0.488166,0.698545,-0.548386,-0.529969,-0.04111,-0.190545,-0.219342,0.125666,-0.464663,-0.641353,-1.272022,-1.544718,-1.5825,-1.347865,-0.112985,0.383966,1.30519,1.643285,1.258284,0.843092,1.57397,0.74936,-1.663042,-0.958433,-1.280985,0.335576,0.085318,0.168693,0.853651,-0.510345,-0,-1.035277,1.139129,-2.050687,-1.054626,0.199147,-1.561324,10.01.05@11.02.03.01@18.02.09@42.16,2219
0.898718,-0.235429,0.600167,-0.040939,-0.308122,0.314644,0.577672,0.725681,0.445428,0.51697,0.29415,0.628029,0.42084,0.77857,0.824643,0.354288,0,0.506657,0.478957,0.056723,0.847841,0.336487,1.299828,0.697454,0.900412,-0.607782,-1.898025,0.435458,0.256002,0.013248,0.114449,0.104468,0.141256,-0.297667,-0.47358,-0.099109,-0.352166,0.429723,1.040048,1.219424,0.334463,0.212598,-0.529163,0.021171,-0.175568,0.187933,0.017584,0.504255,0.875157,-0,0.092289,0,01.01.13@01.02.07@01.05.25@01.06.10@10.01.03.03@10.03.01@11.02.03.01@11.02.03.04@16.03.01@32.01@32.07@34.11.03.07@43.01.03.09,2220
0.006643,1.353376,1.137406,1.061461,0.773483,0.607786,0.62046,2.026647,0.359899,-0.507735,0.444944,-0.047851,0.468572,0.323685,0.124206,0.307537,0.000796,0.027762,-0.254964,-0.2142,-0.668036,-0.199952,-0.283637,0.439756,-0.30649,0.209186,-0.40092,0.145799,-0.401735,-0.054986,0.326622,1.027775,0.244606,1.326483,0.953033,2.203656,0.208203,-0.772562,0.270015,-1.031511,-0.864834,0.357189,0.416275,0.606729,-0.650142,-0,-1.114558,-0.064404,0.361128,-0.622285,0.714007,0.848259,01.04@11.02.03.01.01@11.02.03.01.07@11.02.03.04@11.04.01@14.07.03@18.01.01@18.02.01@30.01.05.01,2221
-0.34464,0.104144,0.467366,0.079088,-0.143411,-0.315696,-0.628621,0.188959,0.616488,0.932677,0.662756,0.86302,0.773146,0.092743,0.952679,0.860049,0.496112,0.852935,0.893184,1.428269,1.369119,1.000035,0.75409,0.348075,0,0.650397,0.183688,1.008983,1.553767,0.409009,0.859923,0.919773,0.942797,1.005695,1.934648,0.171626,-1.149491,-0.580577,1.892492,1.956506,0.40789,0.544546,0.478851,0.515015,0.241983,0.124249,-0.676924,0.044654,0.571512,0.980358,0.762579,0.997613,01.01.03.03.02@01.01.13@11.02.03.01@11.02.03.04,2222
1.028139,0.119016,-0.5387,-0.074177,-0.183674,-0.486837,-0.567731,0.967789,0.507364,-0.881077,0.01979,-0.394743,-0.747451,-0.280497,-0.561167,-0.752859,-0.744331,-0.171164,-0.605596,-1.452166,-1.677231,-0.889352,-1.418523,-0.573689,-0.720418,-0.581115,-0.189953,-1.484016,-0.624354,0.849121,-0.151246,0.074821,0.205563,0.177201,-0.164699,0.48799,0.87104,-0.867873,-2.987817,-0.790542,-0.957173,-0.833136,-1.040651,-0.709012,-1.582734,-0.850264,0.052467,0.282244,1.675481,-0.388722,1.124439,-0.719962,01.05.25@11.02.03.04@12.04.03@14.04@16.01@32.01.07,2223
-1.361514,-2.414149,-2.102126,-1.782251,-1.715491,-1.561126,-1.831623,0.188959,-1.291709,-2.334729,-1.41903,-0.875916,-0.940651,-1.017644,-1.05574,-0.478729,-0.688339,-1.784673,-1.71593,-0.515225,-0.480376,-0.41539,0.171144,0.613207,-0.67856,-0.760509,-0.019654,1.014776,0.256002,-1.794966,-1.126096,0.138351,0.267573,0.240349,0.953033,0.153374,-0.496261,-0.9768,1.351666,1.40653,-0.219572,0.001822,-1.284152,0.289258,0.322918,-0.053474,-0.353454,0.356248,1.374004,2.262473,0.276862,0.674012,11.02.01@16.03.01,2224
0.057487,-1.598678,-1.713785,-1.012232,-1.525158,-1.120566,-1.49261,1.052381,0.528009,-1.405345,0.237603,-0.101564,0.079899,-0.170857,-0.890045,-0.32785,-0.432067,-2.335771,-2.387974,-1.920636,-1.802338,-1.223281,-0.504826,-0.484486,-1.583154,-4.295045,-0.482257,-0.87187,-1.891763,-2.461958,-1.552355,-0.285184,1.275816,0.55356,0.528975,0.405857,-0.147231,-1.845495,0.365303,0.13648,-1.362131,-2.25053,-2.179257,0.37039,-0.628069,-0.281551,-0.534217,0.118657,-1.467253,0.56541,0.257433,-0.712494,11.02.01@16.03.01,2225
0.376415,-0.23295,0.795344,0.17511,0.334253,0.743342,0.340692,-1.287026,0.949758,0.498435,0.424,0.556412,0.604948,0.638605,0.121696,0.719796,0.819144,0.292996,-0.081367,0.231694,0.808224,0.68765,0.851248,0.095334,1.051565,0.284337,-0.655097,0.582218,1.014929,0.472125,0.534973,0.722829,0.25609,0.621759,0.196535,0.205087,-0.140826,0.29084,1.148213,0.417139,0.83621,0.748194,0.882872,0.345697,-0.91686,-1.03243,-0.512018,0.675632,-0.317737,0.719463,-0.449286,0.636673,11.02.03.01@11.02.03.04@16.01,2226
1.097471,0.907222,0.519682,0.527804,0.043262,0.235004,0.780092,0.527327,-0.813922,-0.854599,-0.195928,0.290089,-0.220129,0.004098,0.581122,0.17366,-0.447142,0.493395,-0.24637,-0.391052,0.247328,-1.906217,-1.029892,0.276217,0,0.948578,2.00614,1.935892,1.106,-0.172691,-0.074787,-0.183536,-0.118269,-0.36334,0.994915,-0.947816,-0.854897,1.219445,0.084589,1.811925,0.919649,0.460031,0.440761,0.970057,-0.319044,-0.197133,-0.334427,0.601629,-0.649578,2.620272,0.082575,-1.670851,01.01.13@01.05.25@11.02.03.01@11.02.03.04.03@34.11.03.07@43.01.03.09,2227
0.667611,0.542862,0.531755,0.361613,0.605111,0.267199,0.395,-0.616124,-0.070699,-0.192645,0.14964,-0.887106,-0.370143,-0.250171,0.008722,-0.223723,-0.724949,-0.221264,-0.282464,-0.703366,-0.319822,-0.152556,-1.172528,-1.319525,-0.901802,0.129186,-0.311958,-1.63657,-1.39846,0.067836,0.655395,0.409413,0.391594,-0.911459,-0.847903,-1.519705,-0.348964,0.802799,-0.754979,-0.495709,-0.409813,-0.369836,-0.315589,0.479741,-1.266352,-0,0.261771,0.687317,-0.371959,-0.00856,-0.415286,-0.695069,11.02.03.01@11.02.03.04,2228
0.117575,-0.23295,0.473403,-0.240368,-0.086677,-0.629172,0.24195,0.763601,0.743307,0.665247,0.654379,0.13119,0.332195,0.638605,0.425469,0.350038,0.560718,0.160379,0.484113,0.726504,1.229417,0.683341,1.266753,0.613207,0.925991,0.524337,1.655376,-0.259724,-0.604116,0.6103,1.607308,0.79483,-0.237697,0.720269,0.61274,1.2789,0.592457,0.058009,-0.013275,-0.124333,-0.953836,-0.601995,-0.740016,-0.627881,-0.026574,-0.009043,-1.146271,-0.761597,-0.339426,-0.217276,0.471149,0.02681,11.02.03.01@11.02.03.04,2229
-0.113533,0.0397,0.006588,-0.194204,0.004829,-0.368225,-0.268215,0.10145,0.300913,-0.057607,-0.329966,-0.517834,-0.145122,-0.271166,-0.603845,-1.158742,-0.709874,0.130909,0.484113,0.575991,0.416223,-0.609284,0.109128,0.662764,0.693448,0.427367,0.514119,0.860291,0.407787,0.354421,0.643927,0.900714,-0.21473,0.644492,-0.531168,-0.64362,-0.880514,0.766036,0.656319,2.115263,-0.397575,-0.222191,-0.025836,-1.901293,-0.725559,-0.225272,-1.051133,-0.414948,-1.345795,0.677223,0.665436,-0.07276,01.04@01.05.25@10.03.02@11.02.03.04@14.07.03,2230
-1.366136,-0.629532,-0.552785,-0.397326,-0.599113,-0.951119,-1.008777,0.250215,0.477871,-0.401823,0.486831,0.422132,0.423113,0.312021,0.33509,-0.102596,0.226918,0.197217,-0.222307,0.058604,-0.161354,0.174909,-0.180278,-1.331915,-1.020399,-0.219904,-1.468465,-1.522637,-1.069591,0.100247,1.018575,1.127306,0.731503,1.432571,0.392858,1.513131,1.312931,-0.528837,-1.244298,-1.538964,0.358939,0.307295,0.225827,-1.255768,-1.159665,-0,-0.496161,0.621103,0.059652,-1.588841,0.162718,-0.719962,01.01.13@01.05.25@11.02.03.01@11.02.03.04@34.11.03.07@43.01.03.09,2231
0.538191,-1.670558,-0.93509,-1.154418,-1.312863,-1.696683,-1.370829,0.938619,1.303674,0.630826,1.345515,0.556412,0.673136,0.96519,-0.091699,0.041907,0.425045,0.745368,0.7574,-0.152114,0.503797,0.1706,0.07812,-1.938991,-1.225037,0.538882,-2.274208,-2.756585,-2.655749,0.535242,0.294127,-0.302126,0.244606,0.12921,-1.143696,-1.224635,-1.591382,-1.160615,-1.579095,-2.454647,0.40344,0.449849,0.416275,1.700241,0.392816,0.330111,0.214202,1.279346,0,-2.095723,0.121432,-0.919101,10.01.05.03@11.02.03.01@11.02.03.04@18.02.09@34.11.03.07@41.01.01,2232
0.6445,-0.912096,0.708822,-0.312384,-0.097658,-0.478365,-0.148079,1.778705,1.560263,0.569926,1.355987,1.910411,1.155,1.028174,0.686564,0.275662,0.431505,0.043971,0.154107,0.805523,1.012565,1.004343,1.560293,-0.259001,0,0.500095,-0.48734,-0.584142,-1.115127,0.835474,1.712439,1.245895,1.448067,0.700061,0.282917,1.218061,0.454766,-0.233372,0.259713,-0.705494,0.334463,0.12503,0.053064,0.000007,0.747827,0.033907,0,0.944382,-0.697294,-0.870757,-0.01214,0.641652,11.02.03.01.01@11.02.03.04,2233
-0.88081,-0.654318,-0.389802,-0.489654,-1.001741,-0.50717,-0.780025,-0.006478,-0.406919,0.683782,-0.015814,0.086429,-0.122393,0.382003,-0.237309,-0.436228,0.013717,-0.003182,-0.141524,0.638078,0.070094,-0.040529,0.131867,0.417456,-1.113416,0.471004,-1.323584,0.450906,0.698709,-0.05328,-0.955975,1.233189,1.257443,0,-0,-0,0.826211,0.940319,1.41605,0.952941,0.888499,0.163723,-0.204041,-0.589079,0.887624,-0,-0.981365,-0.473372,0.801415,-0,0.352148,0,10.03.01.01.01@11.02.03.01.01@11.02.03.04,2234
0.075975,0.726281,-0.041703,0.062469,-0.26786,-0.715589,-0.417973,0.407731,-0.44526,-0.174111,0.128697,-0.605117,-0.597437,-0.935998,-0.307604,-0.759234,-0.703414,-0.325884,-0.957946,-0.342136,-0.246844,-0.635136,-0.386997,-0.291213,0.333005,0.277065,-0,0.570632,-0.373908,-1.010269,-0.887162,-0.818839,-0.343344,-1.361068,-1.177725,-1.565335,0.012875,1.672855,1.37742,2.812656,-0.181746,-0.318924,-0.682881,1.559143,-1.742765,-0.379299,-0.213919,0.761321,0.454391,1.88728,-0.497858,-0.540736,01.04@11.02.03@14.07.03,2235
-0.219842,0.984059,0.594131,0.433629,0.352554,0.116392,-0.251758,-0.511113,1.504227,-0.189997,0.340226,0.713073,-0.145122,-0.341148,1.452274,0.664545,0.890211,0.042497,-0.083085,0.237338,0.332818,0.116741,0.811972,0.291085,0.507413,-0.081722,0.031182,-0.414209,0.205407,0.255481,0.668776,0.091762,0.313507,-0.11075,1.136268,-0.269459,1.008731,0.343943,0.218507,-0.427671,0.093046,-0.212009,-0.195879,-0.134037,0.249341,0.799595,-1.399972,0.091393,0.773219,0.1281,0.349719,-0.047867,01.05.25@11.02.01@11.02.02@11.02.03.01,2236
0.256239,-0.406455,-0.774119,-0.674311,-0.580812,-1.239178,-0.82775,0.334807,-0.268302,-0.666604,-0.686006,-0.249273,-0.667898,-0.59775,-0.553635,-1.201243,-1.851254,-0,-0.667472,-0.383527,-0.167609,-0.480021,-0.20095,-0.179709,-0.004183,0.184944,0.539537,0.126488,-0.915276,-0.8738,-0.85849,-0.878134,-0.329564,-0.668973,0.298623,-0.33334,0.080119,0.534565,0.45029,1.151386,-0.10832,-0.497116,-0.87605,0.218709,0.083792,-0.401514,-0.54373,0.402987,-0.658254,0.249851,-0.378857,-0.570607,11.02.02@11.02.03.04@11.04.01,2237
0.616767,0.287563,0.091098,0.304369,-0.050074,-0.095416,0.049404,0.218128,-1.173737,-0.163519,-0.727893,-0.450694,-0.59971,-1.320901,0.350154,-1.116241,-0.645268,-0.222737,-0.306527,-0.590481,-0.376121,-0.286127,-0.697075,0.216749,-0.073946,0.766761,1.835842,0.976155,1.293202,-0.532628,-0.212413,-1.322846,-0.421431,-0.6033,-0.277257,0.001276,0.880646,0.834115,1.434078,0.414304,0.648194,0.164741,0.048983,-0.275135,0,-0,-0.036328,0.091393,-0.571498,-0,-0.157856,2.025669,01.06.10@10.01.09.05@11.02.03.04@14.07.04@34.11.03.07@43.01.03.09,2238
2.003413,0.396623,-0.283159,0.038464,-0.390478,-0.949425,-0.505195,0.369811,-0.65466,-0.555396,-0.815856,-0.352221,-1.00202,-0.880012,0.048891,-0.57223,-0.699107,-1.775831,-0.394185,-0.8821,-0.434504,-0.93244,-0.141002,-1.212977,-0.685536,0.689185,0.712377,0.284835,0.658233,0.286186,-0.223882,-0.871781,-1.131105,0,1.015856,0.220297,0.144161,-2.392854,-0.330044,0.453993,-1.238641,-0.799534,-1.373935,0.077611,-0.087276,0.500429,-0.702294,0.554889,-0.875144,1.308341,-0.434715,0.686458,01.02.07@01.05.25@10.01.09.05@10.03.01@11.02.01@11.02.02@11.02.03.04@12.07@16.03.01@32.01.09@42.10.03,2239
-0.437083,-0.508079,-0.595039,-0.633686,-0.891933,-0.459726,-0.620393,0.130619,0.05907,0.678486,-0.281796,0.059573,-0.267861,-0.735382,-0.57874,-0.627482,-0.580661,-0.443766,-0.218869,-0.991221,-1.427018,-0.624364,-0.575111,-0.182187,-0.757625,-0.154449,-0.179786,0.642081,0.48368,-0.640097,0.137387,-0.336009,-0.219323,-0.530049,-0.109729,-0.558445,-0.477048,-0.538368,1.799779,1.933827,0.16536,-0.108148,-0.418975,0.13405,0.679768,-0.010524,-0.381996,0.753531,-1.439057,0.766672,-0.186999,0,10.01.09.05@10.03.01@14.07.09@42.01@42.10.03@43.01.03.09,2240
1.189914,0.262777,-0.552785,-0.545051,-0.544209,-0.849452,-0.350499,0.468988,-0.300744,-0.216476,-0.252475,-0.338793,-0.690628,-0.667732,1.093269,-0.232223,-0.421299,-0.67953,0.346611,-0.458783,-0.334418,-0.785942,0.956675,1.034443,-0.934358,0.184944,0.869967,0.636288,0.180109,-0.515569,-0.017443,0.900714,0.292837,-0.833156,-0.494522,-1.318936,-0.355368,0.493717,1.240926,0.641098,-0.187309,-0.632543,-0.529163,-0.098762,0.050682,-1.149431,-1.780524,-0.84339,-1.248194,0.674738,0.672721,-0.839445,11.02.03.04@16.03.01,2241
0.487347,0.245426,0.27219,0.256359,0.491644,1.305904,0.615523,-0.044398,-0.283049,-0.129098,0.344415,0.53627,0.739052,0.654935,0.325048,-0.351226,-0.236094,0.017447,0.154107,0.288136,0.245243,0.353722,0.090523,-0.288735,-0.101851,0.075853,0.130311,-0.412278,-0.335962,-0.355218,-0.200944,-0.513893,-0.442101,-1.194359,-1.232696,-0.299878,0.611669,0.6326,-0.474265,-0.410661,0.145335,0.04968,0.511499,-0.493837,-0.184766,-0.161588,-0.109267,0.177081,-0.519444,-0.465748,-0.400714,-0.07027,10.01.02@10.01.05.01@11.02.03.01.01@11.02.03.04,2242
0.616767,0.485854,0.453282,0.636751,1.048003,1.09918,0.8344,-0.391517,-0.31844,0.419,0.319283,0.17595,0.218548,0.172056,0.006212,0.075908,0.297985,0.609804,0.406768,1.603239,0.480861,0.691959,-0.081053,0.283651,0.230686,1.234638,0.791172,-0,0.853024,1.516113,0,0.754595,0.825667,0.945073,1.183385,-0.132571,-0.963768,0.681617,0.8778,0.272557,1.663926,1.71247,1.368514,-1.361592,-0.686931,-1.054645,0.302997,-0.111144,-0.25267,-0.110433,-1.304149,0.098998,01.04@16.19.03@20.03.25,2243
0.695344,-0.034659,-0.170479,-0.397326,-0.342895,-0.544449,-0.383413,-0,-0.082496,-0.29591,0.465887,0.041669,-0.190581,-0.31782,-0.126846,-0.000594,-0.49452,-0.016444,-1.062792,-0.677026,-0.459525,-0.350759,-0.242294,-0.328381,0.577176,-0.081722,-0.62968,-0.742489,-0.654711,-0.106162,0.383966,0.053644,0.129772,0.644492,0.24627,0.214213,-0.304134,-2.079689,-0.708623,-0.124333,-0.597829,-0.537846,-0.647512,-0.945352,-0.181087,0.291604,-0.955995,-0.103354,-0.549809,0.52317,0.349719,2.416479,20.01.01.01@20.03.22@34.01.01.01,2244
-0.067311,-0.332096,-0.713755,0.391158,-0.324594,-0.486837,-0.235301,-0.394434,-0.672356,-0.481257,-0.874498,-0.316413,-1.031569,-0.201183,-0.453214,-1.413748,-0.580661,0.425613,-0.650284,-0.383527,0.020051,0.41189,0.274503,0.563649,0.623685,1.445547,0.94622,0.5127,0.888441,0.149717,-0.265934,0.837184,-0.001138,0.745528,1.738325,0.640088,-0.502665,0.38479,-0.031303,-0.067635,-0.508827,-1.087697,-0.948148,0.747828,-3.043244,1.58898,0.090523,-0.2981,0.621396,1.243738,1.564013,0.922936,20.01.01.01@20.03.01.01@34.01.01@34.11.03.07,2245
0.27935,0.609785,0.805405,0.655217,0.394647,-0.151333,-0.139851,-0.146492,-0.02646,0.416353,0.886852,-0.1508,-0.667898,-0.14753,1.6255,1.459311,0.582254,0.117647,0.124887,-0.392934,-0.0988,0.383883,-0.403534,0.090378,-0.592519,0.044338,0.336195,-1.748571,-0.953222,-0.30916,-0.566035,0.036702,-0.556935,-0.73212,-0.217052,-0.744005,0.774977,0.693871,-1.50956,-1.578653,-1.345443,-1.250616,-0.364561,0.691388,-1.625041,-0.539249,0.153948,0.734056,0.330764,-0.058254,1.080724,0.131358,20.03@20.09.04,2246
