chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
A,20.0,0.27,0.14,0.27,0.26,-0.13,-0.06,-0.05,0.24,0.06,1.0,0.0,0.11,1.2,0.0,0.05,1.0,0.0,?,?,?,?,?,?,?,0.0,20.09.18.09.01@42.04.03,1499
A,21.0,0.77,0.52,0.64,0.94,-0.13,-0.09,0.08,0.72,0.09,1.0,0.0,0.1,1.3,0.0,0.06,1.33,0.0,?,?,?,?,?,?,?,0.0,10.01.05.03.05@14@20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03,1500
A,20.0,0.9,0.78,0.9,0.72,-0.13,-0.08,0.0,0.83,0.06,1.3,0.0,0.15,0.9,0.0,0.13,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.04@01.05.25@10.03.01.01.03@10.03.01.03@12@14.07.03@40.01@42.01@42.04.03@42.29@43.01.03.05,1501
A,21.0,0.16,0.17,0.13,1.0,-0.13,-0.07,0.64,0.37,0.11,0.6,0.0,0.13,1.0,0.0,0.09,7.11,1.0,?,?,?,?,?,?,?,0.0,01.01.09.01.02@01.05.05.07@01.07,1502
A,20.0,0.91,0.78,1.03,1.03,-0.13,0.03,0.08,0.94,0.05,0.6,0.0,0.08,1.6,0.0,0.05,1.6,0.0,?,?,?,?,?,?,?,0.0,01.05.02.07@01.20,1503
B,20.0,0.11,0.1,0.1,0.14,-0.1,0.0,0.0,0.11,0.02,0.0,0.0,0.15,0.9,0.0,0.17,0.0,0.0,?,1.0,?,?,5.0,1.0,4.0,0.0,14.04@14.13.04@16.01@20.09.13@42.25,1504
C,20.0,0.48,0.54,0.34,1.1,-0.13,-0.2,0.1,0.62,0.11,1.5,0.0,0.19,0.7,0.0,0.14,0.71,0.0,?,?,?,?,1.0,?,2.0,0.0,01.04@14.01@14.04@16.19.03@18.02.01@20.01.10@20.09.04@32.01,1505
C,20.0,1.09,1.22,0.63,3.07,-0.13,0.0,0.22,1.5,0.13,0.0,0.0,0.24,0.5,0.0,0.21,1.05,1.0,?,?,?,?,5.0,?,?,0.0,20.01.15@32.01.01@32.07.07.05@42.16,1506
C,21.0,0.84,0.97,0.99,1.5,-0.13,-0.06,0.05,1.08,0.18,0.3,0.0,0.16,0.8,0.0,0.1,0.5,0.0,?,?,?,?,?,?,?,0.0,01.01.03.02@01.01.06.01.01@01.01.06.01.02@01.01.06.02.01@01.02,1507
C,21.0,0.4,0.44,0.27,0.2,-0.13,0.0,0.0,0.33,0.13,0.0,0.0,0.21,0.6,0.0,0.17,0.0,0.0,1.0,?,?,1.0,5.0,?,5.0,0.0,20.01.13@20.09.07@43.01.03.09,1508
D,20.0,1.42,0.88,3.46,2.03,-0.13,0.28,0.12,1.95,0.16,1.8,1.0,0.14,0.9,0.0,0.09,1.33,0.0,?,?,?,?,?,?,?,0.0,01.01.03.02.01@01.05.02.07@02.10@11@16.21.07,1509
D,20.0,11.7,4.82,10.2,8.14,-0.13,-0.1,-0.14,8.71,0.21,0.5,0.0,0.36,0.4,0.0,0.14,1.0,0.0,?,?,?,?,?,?,?,0.0,12.04.02,1510
D,21.0,0.55,0.28,0.68,0.65,-0.13,0.21,0.09,0.54,0.13,1.6,1.0,0.09,1.4,0.0,0.13,0.69,0.0,?,?,?,?,?,?,?,0.0,01.05.03@02.19,1511
A,21.0,0.5,0.5,0.57,0.84,-0.14,0.0,0.04,0.6,0.09,0.0,0.0,0.11,1.3,0.0,0.04,1.0,0.0,?,?,?,?,5.0,?,?,0.0,11@20.01.15,1512
A,20.0,0.29,0.16,0.2,0.28,-0.14,0.0,0.0,0.23,0.09,0.0,0.0,0.13,1.1,0.0,0.08,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,01.05@14.07.02.01,1513
A,20.0,6.78,5.06,6.65,7.48,-0.14,-0.1,0.03,6.49,0.06,1.7,0.0,0.04,3.5,0.0,0.07,0.43,0.0,?,?,?,?,?,?,?,0.0,32.01@42.01,1514
A,21.0,0.14,0.17,0.2,0.2,-0.14,0.01,0.0,0.18,0.1,0.1,0.0,0.2,0.7,0.0,0.07,0.0,0.0,?,?,?,?,2.0,?,5.0,0.0,14.01,1515
B,21.0,0.31,0.17,0.2,0.27,-0.14,0.15,0.01,0.24,0.13,1.2,0.0,0.16,0.9,0.0,0.14,0.07,0.0,?,?,?,?,?,?,?,0.0,01.05.09.04@01.05.09.07,1516
B,20.0,0.74,0.45,0.57,0.77,-0.14,-0.1,-0.04,0.63,0.15,0.7,0.0,0.07,2.0,0.0,0.08,0.5,0.0,?,?,?,?,?,?,?,0.0,12.10,1517
B,21.0,0.6,0.38,0.69,1.35,-0.14,-0.02,0.3,0.76,0.08,0.3,0.0,0.15,0.9,0.0,0.08,3.75,1.0,?,?,?,?,?,?,?,0.0,20.01.11@20.01.27@32.07,1518
A,20.0,0.1,0.08,0.1,0.1,-0.15,0.0,0.0,0.09,0.09,0.0,0.0,0.18,0.8,0.0,0.05,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,20.01.17,1519
A,21.0,0.26,0.18,0.21,0.14,-0.15,0.0,0.0,0.2,0.09,0.0,0.0,0.13,1.2,0.0,0.05,0.0,0.0,?,?,?,?,5.0,?,?,0.0,12.04.01,1520
A,20.0,0.15,0.12,0.1,0.1,-0.15,0.0,0.0,0.11,0.09,0.0,0.0,0.18,0.8,0.0,0.08,0.0,0.0,?,?,1.0,1.0,5.0,?,5.0,0.0,14.04@14.13.04@16.01@20.09.13,1521
A,20.0,0.09,0.07,0.11,0.1,-0.15,0.0,0.0,0.09,0.12,0.0,0.0,0.19,0.8,0.0,0.02,0.0,0.0,?,?,?,1.0,4.0,?,5.0,0.0,12.01.01@42.16,1522
A,20.0,0.52,0.3,0.46,0.32,-0.15,-0.03,-0.1,0.4,0.07,0.4,0.0,0.15,1.0,0.0,0.11,0.82,0.0,?,?,?,?,?,?,1.0,0.0,10.03.01.01.03@14.04@14.13.01.01@16.01@20.01.21@20.09.01,1523
A,20.0,0.31,0.21,0.19,0.37,-0.15,0.0,0.18,0.27,0.13,0.0,0.0,0.12,1.3,0.0,0.15,1.2,0.0,?,?,?,?,5.0,?,?,0.0,20.01.07@20.09.18,1524
A,20.0,1.09,0.81,0.87,0.46,-0.15,0.0,-0.19,0.81,0.09,0.0,0.0,0.06,2.5,0.0,0.14,1.36,0.0,?,?,?,?,5.0,?,?,0.0,01.01.06.06.01.03,1525
C,20.0,0.44,0.34,0.52,0.46,-0.15,0.0,-0.14,0.44,0.13,0.0,0.0,0.15,1.0,0.0,0.13,1.08,0.0,?,?,?,?,5.0,?,?,0.0,99,1526
C,30.0,0.58,0.45,0.3,0.4,-0.15,0.0,0.0,0.42,0.13,0.0,0.0,0.33,0.5,0.0,0.17,0.0,0.0,?,?,1.0,?,5.0,?,4.0,0.0,12.01.01@16.03.03,1527
A,21.0,0.1,0.06,0.1,0.1,-0.16,0.0,0.0,0.08,0.09,0.0,0.0,0.19,0.8,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,16.09@30.01.05.05.01@40.01@42.04@43.01.03.05,1528
A,21.0,0.51,0.35,0.42,0.3,-0.16,0.0,0.02,0.4,0.1,0.0,0.0,0.14,1.1,0.0,0.05,0.4,0.0,?,?,?,?,5.0,?,?,0.0,20.09.07,1529
A,20.0,0.62,0.44,0.38,0.57,-0.16,-0.1,-0.0,0.5,0.14,1.0,0.0,0.13,1.2,0.0,0.08,0.25,0.0,?,?,?,?,1.0,?,1.0,0.0,01.06@18.02.01@34.01.01.01,1530
A,20.0,0.31,0.23,0.18,0.23,-0.16,-0.11,0.0,0.24,0.14,0.8,0.0,0.09,1.8,0.0,0.11,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.06.05@01.06.10@20.01.13,1531
A,20.0,1.16,0.43,1.09,1.7,-0.16,0.03,0.39,1.1,0.11,0.3,0.0,0.08,2.0,0.0,0.12,3.25,1.0,?,?,?,?,?,?,?,0.0,20.01.15@32.01.01@32.07.03@32.07.07.03@32.07.07.05,1532
A,20.0,1.08,0.83,3.21,0.77,-0.16,0.21,-0.08,1.47,0.09,2.3,1.0,0.11,1.5,0.0,0.11,0.73,0.0,?,?,?,?,?,?,?,0.0,02.11@02.13@02.45.15@20.01.01.01@20.01.15@20.03.22@20.09.04@34.01.01.03,1533
A,21.0,0.56,0.38,0.54,0.36,-0.16,-0.05,-0.06,0.46,0.08,0.6,0.0,0.17,0.9,0.0,0.08,0.75,0.0,?,?,?,?,?,?,?,0.0,01.20.19.01@20.01.01.01.01@20.01.17@20.09.04@34.01.01.01@42.16,1534
A,21.0,0.1,0.08,0.1,0.1,-0.16,0.0,0.0,0.08,0.09,0.0,0.0,0.18,0.9,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,01.01@01.02,1535
A,20.0,3.77,2.58,0.09,2.42,-0.16,-1.4,-0.18,2.22,0.18,7.8,1.0,0.07,2.3,0.0,0.05,3.6,0.0,?,?,?,?,?,?,?,0.0,20.01.03.01@20.09.18,1536
C,21.0,0.4,0.3,0.3,0.54,-0.16,0.0,0.09,0.36,0.13,0.0,0.0,0.18,0.9,0.0,0.13,0.69,0.0,1.0,?,1.0,?,5.0,?,?,0.0,32.07,1537
D,20.0,2.88,1.54,4.73,1.52,-0.16,0.3,-0.21,2.67,0.14,2.1,1.0,0.19,0.8,0.0,0.13,1.62,1.0,?,?,?,?,?,?,?,0.0,01.01.06.06.01.03@01.01.06.06.02@16.21.07,1538
D,20.0,0.75,0.43,1.23,0.7,-0.16,0.18,-0.01,0.78,0.12,1.5,0.0,0.28,0.6,0.0,0.19,0.05,0.0,?,?,?,?,?,?,?,0.0,01.05.03.02.04@01.06.02.01@14.07.01@14.07.02.01@14.07.02.02,1539
A,21.0,0.1,0.06,0.1,0.1,-0.17,0.0,0.0,0.08,0.09,0.0,0.0,0.17,1.0,0.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,11,1540
A,20.0,0.25,0.15,0.27,0.41,-0.17,-0.08,0.13,0.27,0.15,0.5,0.0,0.11,1.5,0.0,0.1,1.3,0.0,?,?,?,?,?,?,?,0.0,01.05@32.07,1541
A,20.0,0.24,0.1,0.17,0.3,-0.17,0.0,0.0,0.2,0.14,0.0,0.0,0.17,1.0,0.0,0.06,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,16.19.03@20.01.01.01@20.01.13@20.01.27@20.03.22@20.03.25@32.01.01@32.05.01.03@32.07@34.01.01.01,1542
A,21.0,0.12,0.1,0.1,0.13,-0.17,0.0,0.0,0.11,0.09,0.0,0.0,0.17,1.0,0.0,0.03,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,14.07@20.01.15@32.01.01@32.07,1543
A,20.0,0.1,0.07,0.1,0.1,-0.17,0.0,0.0,0.08,0.09,0.0,0.0,0.16,1.1,0.0,0.04,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,01.06@01.07.01@20.01.15@34.01.01.01,1544
B,20.0,0.21,0.1,0.65,0.05,-0.2,0.5,-0.22,0.25,0.27,1.9,1.0,0.19,0.9,0.0,0.1,2.2,1.0,?,1.0,?,?,?,1.0,?,0.0,01.01,1545
C,21.0,0.4,0.35,0.3,0.69,-0.17,0.0,0.17,0.41,0.13,0.0,0.0,0.2,0.9,0.0,0.17,1.0,0.0,1.0,?,1.0,?,5.0,?,?,0.0,02.10,1546
A,21.0,0.33,0.24,0.16,0.28,-0.18,-0.23,-0.1,0.25,0.13,1.8,1.0,0.14,1.3,0.0,0.09,0.78,0.0,?,?,?,?,?,?,1.0,0.0,20.01.27@32.05.05.01@32.07@34.11.03,1547
A,21.0,0.1,0.13,0.15,0.14,-0.18,0.0,0.0,0.13,0.12,0.0,0.0,0.16,1.1,0.0,0.02,0.0,0.0,1.0,?,?,?,5.0,?,5.0,0.0,14.04@20.01.10@20.09.16,1548
A,21.0,0.09,0.07,0.1,0.09,-0.18,0.0,0.0,0.08,0.09,0.0,0.0,0.15,1.2,0.0,0.06,0.0,0.0,?,?,1.0,?,5.0,?,5.0,0.0,10.01.09.05@10.03.01.01.01@11.02.03.01.01@11.02.03.04@14.07.04@42.10.03,1549
A,21.0,2.85,2.05,3.07,7.83,-0.18,0.02,0.35,3.95,0.04,0.5,0.0,0.04,4.5,0.0,0.12,2.92,1.0,?,?,?,?,?,?,?,0.0,32.01@34.01.01.03,1550
A,21.0,1.19,0.81,2.02,1.83,-0.18,0.13,0.21,1.46,0.07,1.9,0.0,0.08,2.3,0.0,0.13,1.62,1.0,?,?,?,?,?,?,?,0.0,01.05@16.21.07,1551
A,21.0,0.41,0.2,0.31,0.3,-0.18,-0.07,-0.04,0.31,0.05,1.4,0.0,0.1,1.8,0.0,0.07,0.57,0.0,?,?,?,?,?,?,?,0.0,16.01@16.06@20.09.16@20.09.18.09.01@32.01.03@42.04.03@43.01.03.05,1552
A,20.0,0.29,0.1,0.29,0.17,-0.18,0.13,0.0,0.21,0.15,0.9,0.0,0.12,1.5,0.0,0.11,0.0,0.0,?,?,?,?,?,?,5.0,0.0,02.11@02.13.03@14.07.11@14.10@16.01@32.01.07@42.16,1553
B,20.0,0.7,0.33,1.21,0.58,-0.18,0.18,-0.09,0.71,0.15,1.2,0.0,0.15,1.2,0.0,0.07,1.29,0.0,?,?,?,?,?,?,?,0.0,02.11@02.13.03,1554
C,21.0,0.56,0.56,0.6,1.57,-0.18,0.0,0.24,0.82,0.18,0.0,0.0,0.22,0.8,0.0,0.26,0.92,0.0,?,?,?,?,5.0,?,?,0.0,16.01@20.09.14@42.04.03,1555
A,20.0,0.14,0.09,0.15,0.19,-0.19,0.0,0.0,0.14,0.09,0.0,0.0,0.14,1.4,0.0,0.04,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,01.05@14.07.02.02,1556
A,21.0,0.11,0.11,0.07,0.1,-0.19,0.0,0.0,0.1,0.1,0.0,0.0,0.15,1.3,0.0,0.07,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,14.10@16.01@40.01@42.04.03@43.01.03.05,1557
A,20.0,0.23,0.27,0.23,0.26,-0.19,0.0,0.0,0.25,0.11,0.0,0.0,0.16,1.2,0.0,0.05,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,01.03.16.01@10.03.01@12.04.03,1558
A,21.0,0.22,0.18,0.32,0.3,-0.19,0.0,0.0,0.26,0.09,0.0,0.0,0.15,1.3,0.0,0.09,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.01.01@42.16,1559
A,20.0,0.1,0.14,0.1,0.11,-0.19,0.0,0.0,0.1,0.09,0.0,0.0,0.14,1.4,0.0,0.03,0.0,0.0,1.0,?,1.0,?,5.0,?,5.0,0.0,20.01.01.01@20.09.07@20.09.13@32.01@34.01.01.03,1560
B,20.0,0.51,0.35,0.86,0.96,-0.2,0.2,0.12,0.67,0.11,1.8,1.0,0.14,1.4,0.0,0.15,0.8,0.0,?,?,?,?,?,1.0,?,0.0,01.01.06.04.02@01.01.09.01.01@01.20.19,1561
B,21.0,0.65,0.33,0.44,0.72,-0.19,-0.19,0.0,0.54,0.1,1.9,0.0,0.12,1.6,0.0,0.1,0.0,0.0,?,?,?,?,?,?,?,0.0,01.06.06.11,1562
C,20.0,0.4,0.43,0.71,2.2,-0.19,0.0,0.57,0.92,0.13,0.0,0.0,0.23,0.8,0.0,0.22,2.59,1.0,1.0,?,?,?,5.0,?,?,0.0,12@14.07.05@14.10@14.13.01@16.01@32.01@43.01.03.09,1563
D,21.0,2.78,1.14,2.44,1.56,-0.19,-0.04,-0.12,1.98,0.08,0.5,0.0,0.26,0.7,0.0,0.14,0.86,0.0,?,?,?,?,?,?,?,0.0,14.10@20.01.01.01@20.01.15@20.03.22@20.09.13@34.01.01.03,1564
A,53.0,2.07,1.37,1.01,2.2,-0.2,-0.4,-0.11,1.66,0.23,1.7,1.0,0.26,0.8,0.0,0.13,0.85,0.0,?,?,?,?,1.0,?,?,0.0,12.01.01,1565
A,20.0,0.69,0.34,0.68,0.93,-0.2,-0.07,0.11,0.66,0.09,0.8,0.0,0.12,1.7,1.0,0.07,1.57,0.0,?,?,?,?,?,?,?,0.0,20.01.27,1566
A,20.0,0.24,0.22,0.2,0.38,-0.2,-0.13,0.0,0.26,0.08,1.6,0.0,0.14,1.4,1.0,0.07,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.06,1567
A,20.0,0.51,0.27,0.47,0.65,-0.2,-0.02,0.0,0.48,0.07,0.3,0.0,0.1,2.0,1.0,0.06,0.0,0.0,?,?,?,?,?,?,5.0,0.0,20.01.07,1568
A,20.0,0.13,0.08,0.13,0.13,-0.2,0.03,0.0,0.12,0.23,0.1,0.0,0.13,1.5,1.0,0.19,0.0,0.0,?,?,?,?,?,?,5.0,0.0,01.04@01.05.25@10.03.01.01.03@10.03.01.03@12@14.07.03@40.01@42.04.03@42.29@43.01.03.05,1569
A,20.0,0.48,0.33,0.62,0.39,-0.2,0.19,-0.05,0.46,0.11,1.7,0.0,0.12,1.7,1.0,0.06,0.83,0.0,?,?,?,?,?,?,?,0.0,02.11@02.13@02.45.15@14.10@20.01.01.01@20.01.15,1570
A,20.0,0.12,0.08,0.15,0.14,-0.2,0.07,0.04,0.12,0.13,0.5,0.0,0.15,1.3,1.0,0.09,0.44,0.0,?,?,?,?,?,?,?,0.0,10.03.05.03@20.09.14@42.04.03@42.04.05,1571
C,20.0,0.46,0.33,0.3,0.75,-0.2,0.0,0.07,0.45,0.13,0.0,0.0,0.26,0.8,0.0,0.24,0.29,0.0,?,?,1.0,?,5.0,?,?,0.0,20.09.07.03,1572
A,21.0,0.15,0.16,0.14,0.18,-0.21,0.0,0.0,0.16,0.09,0.0,0.0,0.12,1.8,1.0,0.11,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,12.01.01@42.16,1573
A,20.0,1.05,0.53,0.19,0.48,-0.21,-0.52,-0.24,0.56,0.13,4.0,1.0,0.07,3.0,1.0,0.06,4.0,1.0,?,?,?,?,?,?,?,0.0,01.01.03.02.01@01.05@02.04@02.10,1574
A,20.0,4.4,2.94,2.84,3.92,-0.21,-0.13,-0.06,3.53,0.06,2.2,0.0,0.07,3.0,1.0,0.07,0.86,0.0,?,?,?,?,?,?,?,0.0,01.05@01.06@16.21.07@32.01.03@34.11.03.13,1575
A,21.0,0.54,0.3,0.26,0.33,-0.21,-0.19,-0.15,0.36,0.12,1.6,0.0,0.13,1.6,1.0,0.1,1.5,0.0,?,?,?,?,?,?,?,0.0,01.04@01.06.10@10.03.03@30@40.01,1576
B,21.0,0.16,0.1,0.07,0.05,-0.21,-0.2,-0.5,0.09,0.25,0.9,0.0,0.14,1.5,1.0,0.16,2.88,1.0,?,1.0,?,?,1.0,?,1.0,0.0,01.05.03.01.04@02.19,1577
C,21.0,1.47,0.86,1.04,1.45,-0.21,0.0,0.0,1.21,0.13,0.0,0.0,0.18,1.2,1.0,0.14,0.0,0.0,?,?,?,?,4.0,?,4.0,0.0,01.05.02.07@02.10@42.16,1578
B,20.0,4.58,2.63,6.59,6.89,-0.22,-0.02,0.08,5.17,0.12,0.2,0.0,0.25,0.9,0.0,0.13,0.62,0.0,?,?,?,?,?,?,?,0.0,02.19@10.03.01.03@16.01@16.03.01@30.01.05.05.01@40.01@43.01.03.05@43.01.03.09,1579
C,20.0,0.5,0.41,0.51,0.86,-0.22,0.0,0.03,0.57,0.13,0.0,0.0,0.22,1.0,1.0,0.16,0.19,0.0,1.0,?,?,?,5.0,?,2.0,0.0,14.01@16.01@32.01.07,1580
A,21.0,0.49,0.18,0.31,0.58,-0.23,0.0,0.14,0.39,0.15,0.0,0.0,0.1,2.3,1.0,0.1,1.4,0.0,?,?,?,?,5.0,?,?,0.0,20.01.03,1581
A,20.0,0.1,0.06,0.09,0.1,-0.23,0.0,0.0,0.09,0.09,0.0,0.0,0.1,2.3,1.0,0.06,0.0,0.0,1.0,?,?,1.0,4.0,?,5.0,0.0,14.04@16.01@20.09.03@42.03@42.19,1582
A,20.0,0.09,0.1,0.09,0.1,-0.23,0.0,0.0,0.09,0.09,0.0,0.0,0.1,2.3,1.0,0.02,0.0,0.0,?,?,?,1.0,5.0,?,5.0,0.0,01.05.13.01@01.06.02.01@14.07.01,1583
A,21.0,0.15,0.1,0.09,0.16,-0.23,0.0,0.0,0.13,0.09,0.0,0.0,0.11,2.1,1.0,0.04,0.0,0.0,?,?,?,?,5.0,?,5.0,0.0,01.04@14.07.11@14.13.01.01@16.19.03,1584
B,21.0,0.23,0.14,0.19,0.72,-0.2,-0.14,0.35,0.32,0.1,1.4,0.0,0.09,2.6,1.0,0.13,2.69,1.0,?,?,?,?,?,1.0,?,0.0,02.07@11.04.02,1585
C,21.0,0.4,0.24,0.3,0.24,-0.23,0.0,0.0,0.27,0.13,0.0,0.0,0.33,0.7,0.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,?,5.0,0.0,20.01.01.01.01@20.03@34.01.01.01,1586
C,20.0,0.75,0.55,0.57,1.03,-0.24,-0.05,0.17,0.73,0.08,0.6,0.0,0.16,1.5,1.0,0.08,2.13,0.0,?,?,?,?,?,?,?,0.0,10.01.02@10.01.05.03.03@32.01.09@42.10.03,1587
A,20.0,0.1,0.06,0.14,0.12,-0.25,0.05,0.0,0.1,0.14,0.4,0.0,0.1,2.5,1.0,0.05,0.0,0.0,1.0,?,?,?,?,?,5.0,0.0,11.02.03.01.04@11.02.03.04,1588
C,21.0,1.12,0.67,0.51,1.58,-0.25,-0.2,0.2,0.97,0.14,1.6,1.0,0.11,2.3,1.0,0.09,2.22,1.0,?,?,?,?,1.0,?,?,0.0,01.05.02.04@02.19@18.02.01@32.01,1589
A,20.0,0.22,0.11,0.16,0.15,-0.26,0.0,-0.09,0.16,0.1,0.0,0.0,0.1,2.6,1.0,0.11,0.82,0.0,?,?,?,?,5.0,?,?,0.0,01.07.04@01.20.19.01@14.07@14.10,1590
A,21.0,0.09,0.06,0.1,0.12,-0.26,0.0,0.0,0.09,0.09,0.0,0.0,0.09,2.9,1.0,0.07,0.0,0.0,?,?,1.0,?,5.0,?,5.0,0.0,20.03,1591
A,20.0,1.46,0.62,1.4,0.8,-0.26,-0.02,-0.22,1.07,0.07,0.3,0.0,0.12,2.2,1.0,0.11,2.0,1.0,?,?,?,?,?,?,?,0.0,01.01.06.06.01.03@01.05,1592
C,59.0,5.69,3.42,2.67,3.55,-0.26,-0.21,0.0,3.83,0.25,0.8,0.0,0.28,0.9,0.0,0.18,0.0,0.0,?,?,?,?,?,?,5.0,0.0,12.01.01@16.03.03,1593
C,21.0,0.44,0.37,0.45,0.65,-0.26,0.0,-0.02,0.48,0.13,0.0,0.0,0.29,0.9,0.0,0.14,0.14,0.0,?,?,?,?,5.0,?,?,0.0,01.01.09.06.01@01.01.09.07.01@01.03.01.03@01.03.04.03@01.04@02.07@43.01.03.05,1594
A,20.0,0.24,0.12,0.18,0.1,-0.27,0.0,-0.2,0.16,0.22,0.0,0.0,0.16,1.7,1.0,0.15,1.2,0.0,?,?,?,1.0,5.0,?,1.0,0.0,14.04@16.02@20.09.07,1595
A,20.0,0.11,0.07,0.09,0.1,-0.27,0.0,0.0,0.09,0.14,0.0,0.0,0.06,4.5,1.0,0.04,0.0,0.0,?,?,?,1.0,5.0,?,5.0,0.0,10.01.09.05@10.03.01@11.02.03.04,1596
C,21.0,0.4,0.19,0.3,0.24,-0.27,0.0,0.0,0.26,0.13,0.0,0.0,0.18,1.5,1.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,?,5.0,0.0,20.01.07@20.09.13,1597
C,21.0,0.4,0.21,0.3,0.2,-0.28,0.0,0.0,0.27,0.13,0.0,0.0,0.31,0.9,0.0,0.17,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,01.05.02.04@01.05.02.07@01.05.09.04@01.05.09.07@02.01@02.07@02.19,1598
C,20.0,0.4,0.27,0.43,0.3,-0.28,0.0,0.0,0.34,0.19,0.0,0.0,0.31,0.9,0.0,0.17,0.0,0.0,1.0,?,?,1.0,4.0,?,5.0,0.0,01.06,1599
A,20.0,1.37,0.99,1.38,2.42,-0.29,-0.04,0.21,1.54,0.06,0.7,0.0,0.1,2.9,1.0,0.08,2.63,1.0,?,?,?,?,?,?,?,0.0,01.04@14.01@14.04@16.01@16.19.03@20.09.01@20.09.05@32.01.07,1600
A,21.0,1.82,0.72,0.9,0.66,-0.29,-0.26,-0.28,1.03,0.1,2.6,1.0,0.1,2.9,1.0,0.08,3.5,1.0,?,?,?,?,?,?,?,0.0,01.01.06.06.01.03,1601
A,20.0,0.58,0.22,0.59,0.26,-0.29,0.04,-0.22,0.41,0.1,0.4,0.0,0.11,2.6,1.0,0.18,1.22,1.0,?,?,?,?,?,?,?,0.0,01.05@02.16.01@32.07,1602
B,21.0,2.94,2.87,6.72,5.0,-0.29,0.1,0.03,4.38,0.16,0.6,0.0,0.11,2.6,1.0,0.08,0.38,0.0,?,?,?,?,?,?,?,0.0,01.04@01.05@02.01.03,1603
A,21.0,0.12,0.11,0.11,0.23,-0.3,0.0,0.19,0.14,0.09,0.0,0.0,0.14,2.1,1.0,0.13,1.46,0.0,?,?,?,?,5.0,?,?,0.0,01.07.01@01.20,1604
A,21.0,0.1,0.05,0.09,0.11,-0.3,0.0,0.0,0.09,0.1,0.0,0.0,0.04,7.5,1.0,0.06,0.0,0.0,1.0,?,?,?,2.0,?,5.0,0.0,14.04@20.09.07.27@20.09.13@20.09.18@42.07@42.25,1605
A,21.0,0.75,0.24,1.27,0.46,-0.3,0.23,-0.17,0.68,0.1,2.3,1.0,0.13,2.3,1.0,0.16,1.06,0.0,?,?,?,?,?,?,?,0.0,02.11@02.13.03@14.10,1606
A,21.0,0.09,0.06,0.09,0.1,-0.31,0.0,0.0,0.08,0.09,0.0,0.0,0.03,10.0,1.0,0.14,0.0,0.0,?,?,?,1.0,4.0,?,5.0,0.0,01.06.02.01@01.06.10@11.02.03.01@11.02.03.04,1607
A,21.0,0.1,0.04,0.1,0.1,-0.31,0.0,0.0,0.07,0.09,0.0,0.0,0.02,16.0,1.0,0.02,0.0,0.0,1.0,?,1.0,1.0,5.0,?,5.0,0.0,11.02.03.01.07@11.04.03.01@11.04.03.05@16.03.03,1608
C,21.0,0.4,0.21,0.3,0.24,-0.31,0.0,0.0,0.27,0.13,0.0,0.0,0.28,1.1,1.0,0.17,0.0,0.0,1.0,?,1.0,?,5.0,?,5.0,0.0,01.04@14.07.03@20.01.11@20.09@34.11.12,1609
C,21.0,0.4,0.18,0.42,0.6,-0.31,-0.02,0.03,0.39,0.11,0.2,0.0,0.21,1.5,1.0,0.2,0.15,0.0,1.0,?,?,?,?,?,2.0,0.0,14.10,1610
A,21.0,4.56,2.52,5.11,4.42,-0.32,-0.09,0.01,4.15,0.05,1.8,0.0,0.1,3.2,1.0,0.07,0.14,0.0,?,?,?,?,?,?,?,0.0,01.04@01.05@02.01@20.01.03@20.09.18,1611
