alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.4,-0.76,-0.79,-0.34,-0.06,-0.04,0.31,0.19,0.18,-0.15,-0.18,-0.17,0.04,-0.29,0.14,-0.06,0.26,-0.2,-0.64,-0.32,-0.29,-0.56,0.14,-0.01,0.19,0.2,0.16,0.26,0.19,0.23,0.01,0.12,-0.09,-0.12,-0.03,-0.04,0.08,-0.23,-0.17,-0.34,-0.25,-0.17,-0.15,-0.06,-0.38,-0.58,-0.3,-0.36,0.25,-0.04,-0.23,-0.67,-1.15,0.24,-0.23,?,0.5,-0.2,0.04,-0.32,-0.17,-0.4,0.07,0.01,?,-0.43,-0.4,-0.45,0.15,0.18,0.1,0.19,0.11,0.03,?,-0.1,-0.06,-0.62,-0.64,11.04.01@11.04.02@11.04.03@12.01@20.01.21@20.09.01@30.01@34.11.03.07,512
-0.34,0.16,-0.23,-0.67,-0.18,-0.67,-0.27,-0.38,-0.34,-0.54,-0.58,-0.42,-0.3,-0.89,-0.56,-0.47,-0.54,-0.15,-0.25,-0.62,-0.49,-0.86,-0.47,-0.71,-0.67,-0.51,-0.43,-0.42,-0.49,-0.32,-0.84,-0.58,-0.27,-0.06,0.14,-0.25,-0.6,-0.09,-0.09,-0.07,-0.23,0.03,0.12,-0.25,0.08,-0.25,0.19,-0.34,-0.03,0.01,-0.07,-0.32,-0.2,-0.09,-0.4,-0.45,0.38,1.14,-0.58,0.2,-0.12,-0.86,-0.56,-0.45,-0.22,0.55,-0.23,-0.56,-0.42,0.5,-0.79,-0.22,-0.49,-0.54,-0.34,-0.43,-0.38,-0.51,-1.03,12.07@16.03,513
0.04,-0.42,-0.03,-0.2,0.03,-0.17,0.03,-0.34,-0.25,-0.42,-0.32,-0.27,-0.3,-0.84,-0.38,-0.18,-0.17,-0.45,-0.29,-0.27,-0.74,-0.38,-0.43,-0.32,-0.51,-0.67,-0.54,-0.76,-0.58,-0.47,-0.58,-0.67,-0.14,0.19,0.23,0.03,0.14,-0.07,0.01,-0.07,0.11,-0.06,-0.03,0.21,0.5,0.2,0.55,-0.58,-0.07,0.04,-0.03,-0.23,-0.18,-0.25,-0.45,-0.58,0.29,0.67,-0.01,-0.3,-0.1,0.34,-0.36,-0.14,-0.38,0.18,-0.6,-0.62,-0.81,0.77,-0.43,-0.36,-0.18,-0.23,-0.17,-0.42,-0.15,-0.38,-0.45,11.04.03.01@14.10@16.03.03,514
-0.25,-0.64,-0.43,-0.54,-0.3,0.16,0.01,-0.56,-0.3,-0.51,-0.27,-0.64,-0.2,-0.58,-0.12,-0.54,0.01,-0.47,-0.51,-0.49,-0.64,-0.64,-0.49,-0.25,-0.4,0.04,0.07,-0.25,-0.4,0.12,-0.03,-0.36,0.5,0.59,0.7,0.57,0.58,0.44,0.56,0.54,0.43,0.38,0.55,-0.84,0.38,0.29,0.69,-0.3,0.72,0.45,0.58,-0.1,-0.64,-0.06,-0.22,-1.29,-0.17,0.06,-0.71,-0.67,-1.06,-0.86,-0.45,-0.97,-0.15,-0.58,-0.79,-0.94,-0.49,-0.54,0.04,-1.12,-0.23,-0.38,-0.1,-0.47,-0.22,-0.62,-0.58,01.02@01.03.04,515
?,-0.15,-0.15,-0.6,-0.2,-0.3,-0.15,-0.23,-0.14,-0.12,-0.18,-0.25,-0.12,-0.4,-0.34,-0.32,-0.07,0.01,-0.34,-0.36,-0.25,-0.1,0.08,0.18,-0.3,0.23,-0.04,-0.17,0.01,-0.12,-0.32,0.01,0.51,0.23,0.07,-0.12,-0.1,-0.3,-0.32,0.24,0.26,-1.25,-0.6,-1.18,-0.15,-0.2,-0.27,-0.34,-0.12,-0.4,-0.22,-0.42,-0.2,0.2,-0.56,-0.47,?,0.57,-0.43,-0.49,-0.74,-0.32,-0.23,0.32,-0.15,-0.3,-0.47,-0.42,-0.71,-0.06,-0.27,-0.2,-0.22,?,0.12,-0.6,-0.67,-0.09,-0.74,14.07.05@14.13.01,516
-0.06,-0.27,-0.27,-0.09,-0.17,-0.22,-0.22,-0.15,0.34,-0.15,0.38,-0.01,0.03,-0.1,?,0.34,-0.22,0.28,-0.97,-0.23,-0.07,0.32,0.16,0.19,0.23,0.03,-0.04,0.3,-0.04,0.1,-0.09,0.03,0.21,0.18,0.01,-0.18,-0.42,-0.25,-0.2,-0.4,-0.2,-0.22,-0.4,0.31,0.21,-0.25,-0.1,-0.01,0.33,0.39,-0.2,-0.51,-0.27,-0.3,-0.74,-0.86,-0.07,0.71,-0.36,-1.47,-1.18,-0.4,-0.4,-0.62,-0.1,-0.43,-0.32,-0.3,-0.01,-0.1,-0.67,0.03,0.43,0.26,0.55,?,-0.67,-0.58,-0.86,12.04.01,517
0.07,-0.47,0.2,0.01,0.07,?,-0.18,0.32,0.2,-0.29,0.38,-0.09,0.03,?,-0.09,0.39,-0.32,-0.32,-0.89,-0.54,?,-0.03,0.04,-0.09,-0.45,-0.07,-0.43,-0.34,-0.04,-0.49,-0.51,-0.27,-0.01,-0.14,-0.04,0.11,-0.01,-0.34,-0.15,0.01,-0.14,-0.18,-0.1,-0.67,-0.2,-0.3,-0.03,0.12,0.16,0.7,0.44,0.28,0.04,-0.58,-0.47,-1.03,0.37,1.02,-0.38,-0.92,-0.64,-0.76,-0.27,-0.34,-0.1,-0.29,-0.47,-0.71,-0.18,0.37,-0.42,0.15,0.06,-0.09,0.25,-0.34,-0.4,-0.47,-0.89,01.03.16.01@11.04.01@11.04.03@20.01.21,518
-0.64,-0.86,-1.0,-0.67,-0.43,?,-0.09,-0.23,-0.12,-0.43,-0.81,-0.22,?,-0.54,-0.58,-0.22,-0.18,-0.23,-0.76,-0.4,-0.25,-0.04,?,0.01,-0.1,-0.34,-0.3,0.01,0.12,-0.29,-0.22,-0.01,-0.81,-0.43,-0.49,-0.29,-0.34,-0.67,-0.81,0.08,-0.17,-0.67,-0.81,-0.36,-0.67,-0.27,-0.74,-0.4,-0.09,0.16,-0.36,-0.01,-0.62,-0.43,-0.81,-1.15,0.85,0.8,-0.47,0.16,-0.49,-0.54,-0.01,-0.43,-0.38,-0.49,-0.69,-0.43,-0.1,-0.04,-0.84,-0.3,0.11,-0.07,0.06,-0.25,-0.49,0.44,-0.3,10.03.01@14.07.04@42.04,519
-0.03,-0.6,-0.23,-0.3,-0.34,-0.49,-0.12,-0.38,-0.29,-0.4,-0.17,-0.12,0.21,-0.43,-0.22,-0.23,-0.15,-0.07,-0.49,-0.45,?,-0.09,-0.29,-0.27,-0.07,-0.25,-0.1,0.31,-0.38,0.07,-0.58,0.06,-0.25,?,-0.09,-0.51,-0.51,-0.6,-0.47,-0.07,-0.27,-0.42,-0.38,0.31,-0.42,-0.67,-0.54,-0.07,0.24,0.42,-0.04,-0.01,-0.06,-0.45,-0.45,-0.89,0.34,0.9,-0.1,0.04,-0.38,-0.56,-0.03,-0.2,-0.1,-0.36,-0.42,-0.27,-0.62,-0.32,-0.89,-0.67,0.04,0.18,-0.09,-0.32,-0.32,-0.43,-0.69,10.03.01.03@20.09.01,520
-0.23,-0.69,-0.34,-0.2,-0.04,-0.14,-0.09,-0.17,-0.36,-0.43,-0.4,-0.32,-0.06,-0.49,-0.2,-0.34,0.12,-0.29,-0.1,-0.38,-0.6,-0.67,-0.27,-0.2,-0.34,-0.62,-0.23,-0.15,-0.27,-0.32,-0.29,-0.4,0.24,-0.01,0.07,-0.12,-0.17,0.03,-0.14,0.03,0.01,-0.1,-0.14,-0.17,-0.17,-0.15,-0.17,-0.43,-0.36,-0.29,-0.18,-0.58,-0.92,-0.64,-0.47,-0.64,-0.3,-0.12,-0.14,-0.51,-0.45,0.03,0.11,-0.09,-0.1,-0.74,-0.4,-0.67,0.07,0.2,-1.0,-0.86,0.06,0.08,-0.1,-0.4,-0.2,?,-0.15,10.01.05.01@10.01.05.03.03@32.01.09,521
-0.36,-0.67,0.04,0.1,0.2,0.19,-0.04,-0.43,-0.3,-0.42,-0.17,-0.43,0.01,-0.49,-0.14,-0.6,-0.23,-0.23,-0.12,-1.09,-0.71,-0.81,-0.45,-0.43,-0.51,-0.29,-0.43,-0.64,-0.69,-0.27,-0.47,-0.81,0.19,0.26,0.18,-0.2,-0.1,-0.18,-0.01,0.54,-0.01,-0.3,-0.1,-0.34,-0.03,-0.18,-0.03,-0.49,0.53,0.61,0.12,-0.4,-0.4,0.03,-0.62,-1.4,?,?,-0.86,-0.74,-1.09,-1.22,-0.86,-1.18,-0.17,0.24,-0.51,-0.89,-0.58,-0.81,-0.69,-1.56,-0.01,0.18,-0.18,-0.58,-0.04,-0.32,-0.51,01.04@10.03.01.01.03@10.03.01.01.09@11.02.01@11.02.02@14.07.03@32.01.09@34.01@34.07.01@43.01.03.05,522
-0.89,-0.81,0.1,0.08,0.06,-0.09,0.07,-0.38,-0.49,-0.58,-0.42,-0.27,-0.03,-0.38,-0.01,-0.27,-0.15,-0.67,-1.43,-1.03,-0.84,-0.74,-0.47,-0.25,-0.14,-0.38,-0.25,-0.49,-0.23,-0.29,-0.69,-0.64,-0.62,-0.2,0.31,0.43,0.2,-0.4,-0.17,0.29,0.06,0.15,-0.27,-0.67,-0.58,-0.51,-0.49,-0.58,0.62,0.28,-0.4,-0.74,-0.6,0.2,-0.89,-1.06,1.36,0.52,-0.62,-0.25,-0.45,-0.32,0.08,-0.34,-0.64,-0.42,-0.54,-0.92,-0.32,-0.29,-0.71,-0.71,0.12,0.01,0.11,-0.1,-0.15,0.25,-0.04,42.01,523
-1.03,-1.25,-0.84,-0.49,0.03,0.51,0.29,0.23,-0.07,-0.54,-0.58,-0.74,-0.25,-0.15,0.4,0.14,0.25,-0.22,-1.03,-0.94,-0.76,-0.92,-0.47,-0.74,-0.45,-0.03,-0.14,-0.32,-0.67,-0.1,-0.1,-0.62,-0.71,-0.4,-0.03,0.4,0.33,-0.3,-0.58,-0.47,0.33,0.16,0.08,-0.92,-0.45,-0.69,-0.51,-0.23,0.29,0.08,0.16,-0.15,-0.12,-0.1,-0.29,-0.58,0.99,0.73,-0.14,-0.43,-0.45,-0.79,-0.18,0.21,0.15,-0.49,-0.29,-0.71,-1.06,0.21,-0.69,-0.89,0.01,-0.25,-0.03,-0.29,-0.27,-0.09,-0.84,11.04.03.05,524
-0.22,-0.45,-0.29,-0.17,?,-0.25,-0.12,-0.29,-0.1,-0.3,-0.09,-0.09,0.06,-0.15,0.03,?,-0.47,-0.2,-0.22,-0.36,-0.1,0.01,0.11,-0.01,0.08,-0.03,0.12,0.16,0.01,-0.06,-0.09,-0.32,-0.36,0.23,?,-0.67,-0.43,0.12,-0.03,0.55,-0.25,-1.0,-0.38,0.06,-1.22,-0.45,-0.71,-0.27,0.25,0.23,0.29,-0.25,0.29,-0.34,-0.38,-0.64,0.66,0.48,0.04,-0.42,-0.64,-0.23,-0.29,-0.3,-0.56,-0.64,-0.64,-0.64,-0.29,-0.3,-0.45,-0.2,-0.03,-0.03,-0.1,-0.18,-0.36,-0.14,-0.34,18.02.01.01.01@30.01.05.05.01@40.01@42.04@43.01.03.05,525
-0.54,-0.71,-0.76,-0.74,-1.36,-0.2,0.01,-0.2,0.14,0.18,-0.38,-0.49,-0.29,-0.62,-0.45,-0.22,-0.22,0.01,-0.22,-0.25,-0.18,-0.47,-0.29,-0.23,-0.4,-0.03,-0.3,0.07,0.33,-0.01,-0.22,0.08,-0.23,-0.34,-0.42,0.39,0.51,0.67,-0.04,-0.17,?,-0.97,0.46,-0.07,-0.03,-0.54,-0.25,?,-0.23,-0.06,-0.06,-0.2,-0.32,-0.36,-0.14,-0.79,0.92,1.23,-0.12,-0.36,-0.49,-0.92,-0.23,0.24,-0.6,-0.38,-0.58,-0.67,-0.51,0.32,-1.0,-0.47,0.03,-0.14,0.41,-0.18,0.21,0.3,-0.67,11.04@16.03.03@20.01.21@34.11.03.07,526
0.21,-0.47,0.04,0.25,0.2,0.33,-0.01,0.08,-0.14,-0.27,0.1,-0.14,0.12,-0.38,-0.14,-0.38,0.2,-0.2,-0.94,-0.6,-0.17,0.11,0.33,0.26,-0.1,0.04,-0.3,-0.25,-0.04,-0.69,-0.74,-0.45,0.77,0.64,0.48,0.18,0.14,0.15,0.51,0.42,-0.03,0.23,0.19,-0.58,0.29,0.07,0.12,-0.49,0.64,0.24,?,-0.45,-0.71,0.04,-0.42,-1.51,0.04,0.25,-0.25,-1.15,-0.56,-0.49,-0.43,-0.22,0.28,-0.1,-0.51,-1.09,0.15,-0.1,0.01,0.15,-0.01,-0.1,0.25,-0.64,-0.6,-0.94,-0.76,01.01.09.04@01.01.09.05@01.01.09.06,527
0.23,-0.42,-0.18,-0.49,-0.25,-0.43,-0.09,-0.34,-0.4,-0.43,-0.42,-0.18,-0.17,-0.56,-0.27,-0.38,-0.01,-0.23,-0.22,-0.36,-0.27,-0.54,-0.47,-0.29,-0.38,-0.25,-0.12,-0.32,-0.1,-0.17,0.01,-0.25,0.14,0.11,0.16,-0.18,-0.22,0.07,0.1,-0.14,-0.43,-0.09,-0.25,0.43,0.07,-0.03,?,-0.38,-0.32,-0.94,-1.0,-0.97,-1.25,0.45,-0.62,-0.4,0.14,0.65,-0.15,-0.09,-0.23,0.08,-0.1,-0.04,-0.14,-0.12,-0.15,-0.06,0.01,-0.07,0.18,-0.56,-0.34,?,0.41,-0.03,-0.14,0.78,0.31,01.05.25@11.02.03.04.03@14.04@18.02.05@20.09.07.05@20.09.13,528
-0.18,-0.25,0.08,-0.32,-0.03,0.11,0.24,-0.06,0.04,-0.34,-0.06,-0.4,0.07,-0.64,-0.12,-0.2,0.11,0.07,-0.09,-0.69,-0.43,-0.14,-0.36,-0.23,-0.67,-0.42,-0.56,-0.71,-0.74,-0.49,-0.84,-0.56,-0.17,-0.18,?,0.04,-0.17,-0.4,-0.12,0.14,-0.01,-0.38,-0.2,-0.47,-0.14,-0.1,-0.17,-0.36,0.12,-0.42,-0.76,-1.12,-1.15,0.21,-0.56,-1.43,0.03,0.63,-0.32,-0.27,-0.12,-0.07,-0.22,-0.06,-0.18,0.07,-0.18,?,-0.14,0.55,0.44,-0.58,0.07,0.04,0.4,-0.27,-0.07,-0.03,-0.29,10.01.09.05@14.07.04@42.10.03,529
0.44,-0.36,-0.34,-0.36,-0.2,-0.4,-0.64,-0.42,0.24,0.15,0.58,-0.3,-0.2,-0.3,-0.43,0.04,-0.22,-0.18,-0.45,-0.36,0.25,-0.04,-0.12,?,-0.06,0.16,-0.07,0.04,-0.04,0.04,0.14,0.04,-0.43,?,-0.1,-0.45,-0.67,-0.36,-0.27,-0.51,-0.32,-0.56,-0.34,0.16,-0.23,-0.36,-0.2,-0.15,-0.47,-0.64,-1.64,-1.06,-0.56,?,-0.64,-0.45,-0.36,0.28,-0.38,-0.67,-0.22,-0.1,-0.25,-0.97,-0.38,-0.38,-0.09,-0.22,-0.64,-0.14,-0.62,-0.79,-0.1,0.1,0.26,-0.3,-0.6,0.24,-0.18,16.01@20.09.07.27@20.09.16.09.03,530
-0.07,-0.23,0.23,-0.2,0.32,0.01,0.12,-0.27,-0.09,-0.18,0.16,-0.27,-0.22,-0.43,0.07,-0.25,-0.04,-0.36,-0.12,-0.64,-0.54,-0.27,-0.51,-0.71,-0.58,-0.6,-0.49,-0.49,-0.38,-0.17,-0.47,-0.58,-0.34,-0.4,-0.09,-0.06,-0.14,-0.18,-0.29,-0.67,-0.4,-0.38,-0.3,-0.56,-0.03,-0.18,?,-0.56,-0.49,-0.47,-0.84,-0.94,-0.74,-0.07,-0.67,-0.43,0.15,-0.01,-0.51,-0.09,-0.07,-0.09,-0.27,-0.58,-0.54,-0.18,-0.36,-0.43,?,0.31,-0.3,-0.47,-0.04,-0.1,-0.27,-0.3,-0.14,0.62,0.2,14.10@20.09.13@20.09.18,531
-0.06,?,0.08,-0.09,0.37,0.43,0.1,-0.15,0.01,-0.01,0.32,-0.17,-0.25,-0.23,0.23,0.06,0.12,-0.18,-0.3,-0.18,-0.38,-0.38,-0.22,-0.47,-0.51,-0.15,0.1,-0.03,-0.29,0.1,0.12,-0.34,-0.07,0.16,-0.06,0.21,-0.04,0.25,-0.07,-0.23,-0.04,-0.3,-0.43,-0.1,-0.36,-0.29,-0.4,-0.3,-0.27,-0.14,-0.51,-0.51,-0.2,-0.1,-0.49,-0.2,-0.01,-0.12,-0.47,0.14,-0.38,0.16,0.15,-1.22,-0.29,-0.56,-0.29,-0.47,0.29,-0.22,-0.54,-0.69,?,-0.09,-0.27,-0.42,-0.17,-0.15,-0.06,14.07.05@14.10@14.13.01.01@16.01@16.19.03,532
-0.25,-0.36,-0.29,-0.47,-0.27,-0.49,-0.12,-0.09,-0.22,0.01,-0.43,-0.22,-0.51,-0.36,-0.23,-0.45,-0.17,0.41,-0.34,-0.06,-0.03,-0.14,-0.22,0.06,-0.09,0.11,0.15,-0.1,?,0.12,-0.12,-0.22,-0.32,-0.6,-0.32,-0.67,-0.79,-0.3,-0.18,0.15,-1.18,-0.94,-0.62,0.4,-0.84,-0.15,-0.74,-0.42,0.38,0.04,-0.49,-0.71,-0.3,0.3,-0.67,-0.76,0.39,0.96,-0.03,0.32,0.11,-0.38,0.28,-0.06,-0.3,-0.17,-0.17,-0.17,-0.4,0.64,0.06,-0.58,-0.38,0.12,?,-0.34,-0.45,0.03,-0.36,11.02.03.01@11.02.03.04@20.01.27,533
-0.38,-0.09,-0.04,-0.74,-0.34,-0.67,-0.22,-0.42,-0.12,-0.23,-0.43,-0.58,-0.36,-0.97,-0.51,-0.38,-0.1,-0.38,0.24,-0.67,-0.56,0.03,-0.23,-0.29,-0.38,-0.36,-0.47,-0.64,-0.81,-0.62,-1.36,-0.38,-0.69,-0.34,-0.1,-0.56,-0.56,-0.1,-0.15,1.32,-0.36,-0.56,-0.27,-0.51,-1.09,-0.3,-0.86,-0.07,-0.07,0.6,0.11,-0.89,-1.36,-0.23,-0.45,-1.79,0.61,0.18,-0.12,0.15,0.06,0.01,0.11,0.19,-0.36,-0.45,-0.84,-0.54,-0.4,0.68,-0.51,-0.51,-0.42,-0.56,-0.14,-0.64,-0.69,0.36,-0.38,10.03.02@11.02.03.04@43.01.03.09,534
-0.36,-0.14,-0.4,-0.4,?,-0.27,-0.36,-0.27,-0.38,-0.4,0.03,-0.15,-0.23,-0.2,-0.76,-1.06,-0.32,-0.22,0.15,-0.34,-0.22,-0.34,-0.12,-0.34,-0.23,-0.29,-0.86,-0.23,-0.22,-0.3,-1.18,-0.2,-0.42,0.1,-0.17,-0.36,-0.97,-0.29,-0.58,1.09,-0.56,-0.79,-0.81,0.5,-1.15,-0.38,-1.03,-0.43,-0.2,-0.29,-0.45,-0.43,-0.69,0.08,-0.84,-1.03,0.41,0.25,0.06,0.04,0.03,-0.15,-0.2,-0.15,-0.67,-0.58,-0.3,0.12,-0.23,0.43,-0.76,-0.27,-0.12,-0.2,0.29,0.07,-0.22,0.65,0.16,01.04@20.09.16@34.11.03.07@40.01@41.01.01,535
-0.36,-0.76,-0.09,-0.36,-0.09,-0.49,-0.2,-0.22,-0.15,-0.3,-0.09,-0.06,-0.12,-0.3,0.08,-0.34,0.04,-0.32,-0.22,-0.22,-0.62,-0.3,-0.17,-0.25,-0.38,-0.42,-0.56,-0.32,-0.15,-0.32,-0.51,-0.42,-0.49,0.04,0.1,-0.2,-0.32,-0.15,0.01,-0.29,-0.36,-0.49,-0.23,-0.49,-0.17,-0.29,-0.47,-0.23,-0.3,-0.43,-0.36,-0.06,-0.18,-0.23,-0.23,?,0.12,-0.03,-0.49,-0.56,-0.38,0.19,-0.01,0.29,0.19,-0.17,-0.2,0.1,-0.43,0.42,-0.01,-0.43,-0.2,-0.07,-0.22,-0.43,-0.71,-0.36,-0.18,01.05.25@30.01.05.05.01@34.11.03.07@40.01.03@42.04.03@43.01.03.05,536
?,0.15,-0.27,-0.36,-0.49,-0.22,-0.12,-0.27,-0.34,-0.17,-0.47,-0.27,-0.22,-0.27,-0.56,-0.74,-0.18,-0.29,-0.14,-0.12,-0.17,0.08,0.11,0.12,?,-0.38,-0.4,-0.3,0.29,-0.18,-0.36,-0.17,-0.14,-0.01,-0.27,-0.22,-0.2,-0.29,-0.32,-0.2,0.3,-0.4,-0.47,-0.32,-0.56,-0.56,-0.54,-0.36,-0.32,-0.15,-0.01,-0.07,0.15,-0.01,-0.01,-0.64,0.18,0.2,-0.64,-0.54,-0.15,-0.76,-0.27,-0.15,-0.4,-0.36,-0.27,-0.34,-0.36,0.16,-0.06,0.1,-0.04,-0.22,-0.2,-0.38,-0.62,-0.38,-0.58,01.04.04@11.02.03.04@18.02.01,537
-0.74,-0.29,-0.89,-0.15,-0.69,-0.01,-0.27,-0.3,-0.23,-0.15,-0.6,-0.2,-0.43,-0.23,-0.45,-0.4,-0.36,-0.29,0.2,-0.25,-0.17,0.7,0.14,0.23,0.21,0.41,0.25,0.23,0.29,0.19,0.29,0.2,0.14,0.06,-0.3,0.77,-0.4,-0.25,-0.17,0.06,0.11,-0.54,-0.49,0.45,-0.71,-0.38,-0.45,-0.03,-0.32,-0.14,-0.27,-0.22,-0.25,0.03,-0.1,-0.54,0.51,0.5,-0.12,-0.18,-0.03,-0.54,-0.25,-0.36,-0.06,-0.22,-0.09,-0.17,-0.27,-0.1,-0.51,-0.06,0.07,-0.2,-0.1,-0.42,-0.51,-0.51,-0.92,01.03.16.01@01.05.25@11.02.03.04@11.04@43.01.03.09,538
-0.23,-0.2,-0.2,-0.23,-0.34,-0.27,0.01,-0.34,-0.12,0.01,0.16,0.08,-0.17,-0.56,-0.38,0.1,-0.23,-0.15,-0.15,-0.17,-0.18,?,-0.58,-0.54,-0.6,-0.14,-0.06,0.12,0.81,0.01,-0.1,0.04,-0.47,0.39,-0.42,0.58,-0.84,-0.38,0.42,0.57,1.29,-0.4,-0.64,0.25,-0.94,-0.6,-0.62,-0.22,0.11,-0.38,-0.69,-0.64,-0.6,0.26,-0.42,-0.49,0.11,-0.09,-0.17,0.07,0.31,-0.07,-0.47,-0.71,0.08,-0.12,-0.2,-0.27,0.2,0.44,-0.34,0.01,-0.09,0.01,-0.32,-0.58,-0.32,-0.23,-1.0,01.04@01.05.25@10.03.01.01.03@10.03.01.03@12@14.07.03@40.01@42.04.03@42.29@43.01.03.05,539
-0.1,-0.2,-0.18,-0.3,-0.09,-0.49,-0.1,0.92,-0.3,-0.49,-0.18,-0.12,-0.07,-0.17,0.03,0.1,-0.2,-0.09,-0.56,-0.67,-0.71,-0.3,-0.34,-0.76,-0.62,-0.51,-0.32,-0.45,-0.69,-0.25,-0.25,-0.45,-0.04,0.37,0.08,-0.25,-0.43,-0.49,-0.3,0.03,-0.12,?,-0.25,0.11,-0.2,-0.18,-0.94,0.1,0.51,0.12,-0.32,-0.15,-0.51,0.39,-0.25,-0.89,0.76,0.86,-0.34,0.2,-0.01,-0.36,0.04,-0.86,0.58,0.19,0.46,-0.07,-0.18,0.2,-1.18,-1.03,0.34,0.16,0.5,0.25,0.03,-0.25,-0.67,14.04@16.02@20.09.07,540
-0.07,0.11,0.01,-0.09,?,-0.12,0.26,-0.09,0.23,0.16,-0.22,-0.03,-0.04,-0.43,?,?,0.03,-0.06,-0.34,-0.56,-0.42,-0.49,-0.15,-0.38,-0.2,-0.2,0.23,0.08,-0.4,0.25,-0.17,?,-0.58,0.04,-0.49,-0.06,-0.51,0.07,-0.6,0.36,-0.04,-0.42,-0.3,-0.47,-1.32,-0.49,-0.62,-0.47,0.28,1.05,0.64,-0.15,-0.43,-0.67,-0.51,-1.12,1.02,1.86,-0.79,0.88,0.16,0.16,-0.07,-1.18,-0.27,-0.3,0.79,0.39,-0.69,0.16,-0.49,-1.56,-0.12,-0.12,-0.36,-0.51,-0.43,-0.64,-1.06,10.01.05.01@10.01.05.03.01@10.01.05.03.03@32.01.09@34.11.03.07@42.10.03,541
-0.36,-0.94,-0.29,-0.09,?,0.31,0.01,0.24,-0.1,-0.25,-0.03,-0.15,-0.1,-0.18,0.29,0.06,0.14,-0.22,-0.69,-0.62,-0.51,-0.43,-0.29,-0.56,-0.43,-0.12,0.12,-0.01,-0.22,0.08,0.21,-0.25,-0.34,0.18,0.19,0.04,-0.09,-0.25,-0.2,0.12,-0.12,-0.04,-0.06,-0.04,-0.2,-0.2,0.01,0.03,-0.04,0.01,-0.32,-0.27,-0.3,?,-0.07,-0.38,0.82,1.0,?,0.03,-0.12,-0.1,0.04,-0.36,-0.01,-0.25,0.1,-0.12,0.26,-0.38,-0.62,-0.76,0.06,-0.22,-0.29,-0.64,-0.45,-0.62,-0.54,10.03.01@18.02.01.01.05,542
-0.2,0.37,0.06,0.4,0.04,0.43,-0.18,0.21,0.34,0.15,0.23,0.2,0.21,0.28,0.29,0.34,0.07,0.23,-0.03,-0.45,-0.34,-0.58,-0.23,-0.09,0.11,0.2,0.07,0.04,0.03,-0.1,-0.07,0.01,-0.84,?,-0.04,-0.29,-0.54,-0.15,-0.1,0.3,0.36,-0.56,-0.43,1.14,-0.43,-0.38,-0.18,0.01,0.04,-0.14,-0.25,-0.56,-0.6,0.25,-0.36,-1.03,0.57,1.29,-0.18,-0.23,-0.38,-0.64,-0.18,-0.84,-0.07,-0.34,-0.01,-0.12,-0.56,-0.32,-0.81,-1.25,0.23,0.06,0.18,-0.1,-0.25,0.1,-0.42,10.03.05.03@16.01@20.09.07@42.04.03,543
-2.84,-2.56,-2.32,-0.32,0.68,0.82,0.37,-0.36,-0.74,-1.56,-1.32,-0.67,0.56,0.38,0.82,-0.03,-0.47,-0.92,-1.51,-1.47,-1.56,-0.86,-0.17,0.63,0.98,1.14,0.84,0.56,0.57,0.52,-0.1,-0.89,-1.12,-0.86,1.7,1.58,-0.27,-1.32,-0.89,1.2,1.99,0.67,0.16,-0.71,-0.15,0.36,1.01,-0.01,0.29,0.38,0.31,-0.29,-0.97,0.15,0.08,-1.0,1.51,-0.06,-0.45,-0.97,-2.0,-2.25,-1.03,-0.97,0.36,0.42,-0.12,-0.6,-0.32,-0.45,-0.86,-1.79,?,-0.06,0.24,0.08,0.04,0.14,-0.64,10.01.09.05@11.02.03.04@16.03.01,544
-1.94,-2.0,-1.79,-0.4,0.86,0.72,0.51,-0.51,-0.56,-1.15,-1.18,-0.69,0.55,0.51,0.66,-0.12,-0.36,-0.86,-1.18,-1.43,-1.09,-0.84,-0.06,0.52,0.58,1.06,0.7,0.6,0.64,0.42,0.06,-0.51,-1.12,-0.54,1.83,1.76,-0.1,-1.6,-0.89,1.12,1.83,1.4,0.21,-1.25,-0.32,0.15,0.76,0.08,0.55,0.59,0.23,-0.71,-0.92,0.2,-0.4,-1.56,1.55,-0.1,-0.29,-0.6,-1.56,-2.0,-0.58,-1.09,0.12,-0.1,-0.23,-0.92,-0.1,-0.07,-0.23,-0.86,0.36,0.23,0.19,-0.01,0.03,-0.2,-1.0,10.01.09.05@11.02.03.04@16.03.01,545
