alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-0.42,-0.2,-0.14,-0.32,-0.49,-0.56,-0.36,-0.62,-0.23,-0.42,-0.25,-0.47,-0.6,-0.58,-0.54,-0.49,-0.06,0.1,-0.2,-0.79,-0.74,-0.71,-0.45,-0.54,-0.62,-0.1,0.11,-0.22,-0.64,-0.54,-0.3,0.14,-0.6,-0.18,-0.22,0.01,-0.04,-0.2,-0.2,-0.17,-1,0.03,-0.04,-0.27,-0.04,-0.18,0.04,-0.47,-0.01,-0.89,-1.09,-0.67,-0.94,0.7,-0.51,0.08,-0.15,-0.45,-0.09,0.18,0.42,-0.4,-0.76,0.04,-0.4,-0.6,-0.51,-0.92,-0.12,0.96,0.99,-0.06,-0.25,-0.36,-0.27,-0.27,-0.34,0.85,-0.36,01.06.02.01@42.16,1484
-0.15,0.38,0.52,0.39,0.24,-0.51,-0.14,-0.15,0.51,-0.03,0.04,-0.42,-0.2,-0.58,0.37,-0.25,-0.36,0.04,-0.190387,-0.4,-0.45,0.1,-0.23,0.56,-0.29,-0.6,-0.64,-0.81,-0.49,-0.92,-0.81,-0.71,0.01,0.14,0.14,0.01,-0.32,-0.23,0.3,0.2,-0.27,-0.49,-0.49,-0.07,-0.45,-0.38,-2.64,-0.22,-0.51,-0.23,-0.3,-0.22,-0.32,-0.2,-0.01,-0.38,-0.27,-0.18,0.28,-0.29,-0.17,0.42,-0.3,0.34,-0.79,-0.45,-1.43,-0.14,-0.06,0.65,0.64,0.25,0.03,-0.12,0.01,-0.12,-0.01,-0.07,-0.15,20.01.01.01@20.03.01.01@34.01.01@34.11.03.07,1485
-0.2,0.38,-0.1,0.29,-0.03,-0.01,-0.17,0.04,0.15,0.26,0.39,-0.01,-0.36,-0.45,0.48,-0.01,-0.3,-0.06,0.01,-0.29,-0.69,0.3,-0.18,-0.25,-0.38,-0.62,-0.56,-1.4,-0.64,-0.51,-0.92,-0.6,-0.74,-0.07,-0.27,0.4,-0.3,-0.17,-2.12,0.44,-0.32,-0.32,-0.29,0.11,-1,-0.45,-0.43,-0.23,-0.43,-0.58,-0.58,-0.56,-0.1,-0.06,-0.29,0.23,-0.58,-0.6,-0.3,-0.14,-0.15,0.37,-0.34,0.18,-0.79,-0.62,-0.86,-0.15,0.49,0.73,0.68,0.64,-0.1,-0.000136,0.15,0.01,-0.22,-0.34,-0.51,10.01.05@10.01.09.05@11.02.03.01.04@11.02.03.04,1486
-0.42,-0.14,-0.06,-0.43,-0.075391,-0.01,-0.25,-0.082162,-0.17,-0.45,-0.1,-0.18,-0.1,-0.34,-0.1,0.03,-0.43,-0.36,0.21,-0.56,-0.27,-0.096654,0.14,-0.18,0.07,0.04,-0.3,-0.32,-0.18,-0.29,-0.43,-0.18,0.1,0.01,-0.12,-0.27,-0.17,-0.14,0.06,-0.1,-0.2,-0.17,-0.07,-0.4,-0.1,-0.54,-0.32,-0.54,0.11,-0.38,-0.286889,-0.74,-0.38,-0.32,-0.03,-0.06,0.03,-0.6,0.21,0.2,0.68,0.3,0.12,0.4,-0.71,-0.45,-0.54,-0.64,-0.06,0.28,0.59,0.38,-0.29,-0.4,-0.64,-0.18,-0.43,0.01,-0.32,11.02.01@11.02.03.01@16.03.03,1487
-0.56,-0.25,-0.81,-0.09,-0.6,-0.09,-0.3,-0.27,-0.51,0.21,-0.09,-0.04,-0.51,-0.23,-0.38,0.14,-0.25,-0.04,-0.15,-0.14,-0.42,0.23,-0.29,-0.2,-0.14,0.33,0.33,0.2,0.26,0.24,-0.06,0.25,-0.18,-0.38,-0.22,0.38,-0.18,-0.080071,-0.12,-0.56,-0.14,-0.18,-0.15,-0.81,-1,-0.18,-0.54,-0.49,-0.62,-0.36,-0.17,-0.4,-0.34,-0.58,-0.221593,-0.3,0.18,-0.04,0.32,0.6,0.23,0.6,0.68,0.21,-1.09,-0.62,-0.32,-0.22,0.83,0.41,0.93,1.61,-0.23,-0.1,-0.12,-0.18,-0.36,-0.4,-0.47,01.06.10@10.01.09.05@11.02.03.04@14.07.04@34.11.03.07@43.01.03.09,1488
-0.03,-0.6,0.23,0.1,0.4,-0.18,-0.01407,-0.1,-0.04,-0.15,0.58,-0.03,-0.048787,-0.32,0.3,-0.06,-0.15,-0.113701,-0.12,-0.3,-0.23,-0.22,-0.29,-0.62,-0.54,-0.01,0.34,0.1,-0.32,0.11,-0.01,-0.12,-0.29,-0.32,-0.58,-0.32,-0.14,-0.18,-0.42,-0.67,-0.58,-0.56,-0.38,-0.69,-0.67,-0.81,-0.56,-0.4,-0.43,-0.64,-0.69,-0.86,-1,0.26,-0.38,-0.32,-0.22,0.04,0.18,0.48,0.72,1.68,0.41,1.59,-0.12,-0.67,0.3,0.33,0.57,-0.32,1.13,1.03,-0.09,-0.22,-0.3,-0.29,-0.38,-0.54,-0.64,02.45.11@20.09.14@20.09.16.09.03@20.09.18.09.01@32.01.03@34.11.03.13@42.01@43.01.03.05,1489
0.06,-0.01,-0.06,-0.51,-0.25,-0.74,0.19,-0.34,0.04,-0.51,-0.23,-0.29,-0.12,-0.45,0.07,-0.23,-0.03,-0.36,0.63,0.21,0.1,0.08,0.26,-0.42,-0.09,0.18,-0.18,-0.36,-0.47,-0.23,-0.89,-0.12,-1.09,0.19,0.32,-0.81,-0.71,-0.15,-0.47,1.04,0.08,-1.25,-0.56,-0.25,-0.84,-0.27,-0.92,-0.32,-0.49,-0.32,-0.1,-0.23,-0.27,-0.15,-0.01,-0.74,-0.3,-0.14,-0.14,0.48,-0.1,0.44,-0.06,0.76,-0.92,-0.92,-0.81,-0.43,-0.36,0.68,0.79,0.54,-0.17,-0.2,-0.07,-0.22,-0.49,-0.18,-0.14,01.03.13@01.05.25@10@14.04@14.07.01@30.01.05.05.01@34.11.12,1490
-0.4,-0.06,-0.62,-0.32,-0.17,-0.34,0.01,0.14,0.21,0.14,0.01,-0.03,-0.36,-0.04,0.23,-0.18,0.32,0.15,-0.03,-0.92,-0.71,-0.32,-0.4,-0.01,-0.32,-0.34,0.01,-0.18,-0.84,-0.25,-0.4,-0.58,-0.160165,-0.17,-0.64,-0.23,0.14,-0.15,-0.1,0.81,-0.43,-0.54,-0.04,-0.07,-0.32,-0.51,-0.47,-0.14,-0.17,0.18,-0.12,0.07,0.07,-0.42,-0.36,-0.14,-0.32,0.21,0.06,-0.67,0.31,0.44,-0.22,0.48,-0.76,-0.51,-0.86,-0.64,0.01,0.85,0.7,0.8,0.03,0.49,0.04,-0.54,-1.03,-0.49,-0.47,01.04@01.06@10.03.01.03@14.07.03@32.01.09@42.10.03,1491
-0.116986,0.58,-0.2,0.18,0.15,-0.07,-0.32,-0.1,-0.36,-0.04,-0.2,-0.23,-0.36,-0.32,0.1,-0.14,-0.23,0.19,0.3,-0.45,-0.18,-0.22,-0.34,-0.86,-0.17,-0.36,-0.23,-0.38,-0.86,-0.58,-1.09,-0.34,-0.17,-0.12,0.1,0.21,0.04,0.2,-0.23,-0.42,-0.17,-0.07,-0.07,-0.009765,-0.23,-0.14,-0.38,-0.67,-0.4,-0.2,-0.43,-0.42,-0.38,0.31,-0.17,-0.43,-0.43,-0.4,0.4,0.82,-0.01,0.61,-0.18,0.08,-0.74,-0.76,-0.47,-0.79,0.31,0.59,0.67,0.53,-0.14,-0.17,-0.22,-0.34,-0.43,-0.54,-0.36,01.06@20.01.13,1492
-0.04,0.64,-0.09,0.29,0.21,-0.38,-0.62,0.24,0.33,0.15,0.1,-0.34,-0.03,-0.27,0.58,-0.3,-0.15,0.04,-0.190387,-0.92,-0.84,0.06,-0.34,0.15,-0.45,-0.89,-1.22,-0.94,-0.71,-1.36,-1.06,-0.6,-0.25,-0.07,-0.18,0.04,0.03,0.03,0.15,-0.2,-0.01,-0.09,-0.04,-0.62,-0.07,-0.14,-0.23,-0.34,-0.1,-0.04,-0.15,-0.15,-0.289446,-0.1,-0.01,-0.06,-0.4,-0.45,-0.3,0.15,0.11,0.57,-0.22,0.92,-0.62,-0.23,-0.89,-0.47,0.08,0.77,0.79,0.33,-0.86,0.07,-0.07,-0.23,-0.3,-0.4,-0.45,14.04@20.09.07.05@20.09.13,1493
-0.22,0.58,0.28,0.16,0.12,-0.36,-0.2,-0.01,0.75,-0.34,0.46,-0.45,0.04,-0.54,0.46,-0.38,-0.23,-0.2,0.26,-0.49,-0.03,-0.12,-0.15,0.37,-0.62,-0.89,-0.69,-1.47,-0.79,-1.43,-1.22,-0.74,-0.18,0.04,0.07,0.2,0.07,0.01,0.37,0.01,-0.15,0.15,0.04,-0.76,0.25,0.04,0.01,-0.69,-0.47,-0.42,-0.25,-0.54,-0.47,-0.03,-0.36,-0.89,-0.69,-0.51,0.5,0.06,0.1,0.82,-0.74,1.16,-0.84,-0.62,-1.32,-0.74,0.74,0.85,1.12,0.37,-0.14,-0.1,-0.14,-0.4,-0.56,-0.58,-0.56,02.13.03@40.01@42.01,1494
0.3,0.16,0.24,0.03,0.3,-0.18,0.16,-0.04,0.28,-0.17,0.2,-0.29,0.01,-0.4,0.14,0.15,-0.17,-0.06,-0.43,-0.29,-0.18,0.21,0.06,-0.3,-0.07,-0.43,-0.27,0.1,-0.18,-0.027305,-0.47,-0.25,-0.3,0.06,-0.3,-0.56,-0.23,-0.23,-0.56,1.54,-0.12,-0.97,-0.4,-0.22,-0.71,-0.1,-0.89,-0.32,-0.22,-0.15,0.04,-0.18,-0.34,-0.27,-0.67,-0.56,-0.212164,0.69,0.08,0.44,0.55,0.49,-0.27,0.86,-1.03,-0.2,-0.6,-0.34,0.23,0.59,1.21,0.49,-0.34,-0.07,-0.22,-0.36,-0.58,-0.47,0.24,42.01,1495
0.37,0.29,0.04,0.24,0.12,-0.23,-0.17,0.26,-0.09,0.2,0.53,-0.34,-0.15,-0.17,1.1,-0.04,-0.06,-0.4,0.14,-0.67,-0.67,1.01,-0.01,-0.6,-0.22,-0.81,-0.56,-0.81,-0.62,-1.15,-1.69,-0.6,-0.47,0.15,-0.12,-0.43,-0.49,-0.76,-0.49,0.2,-0.4,-1.18,-0.32,0.39,-0.42,-0.27,-1.64,-0.4,-0.51,-0.4,-0.67,-0.92,-0.76,-0.17,-0.51,-0.79,-0.27,0.16,0.04,0.29,0.31,-0.01,-0.1,0.44,-0.89,-0.42,-0.86,-0.29,0.51,0.83,0.93,0.59,-0.34,-0.09,0.11,-0.01,-0.04,0.36,-0.22,11.04.03.01@16.19.03,1496
-0.54,-0.25,-0.74,-0.64,-0.4,-0.34,-0.43,-0.1,-0.6,-0.07,-0.34,-0.09,-0.27,-0.3,-0.3,-0.45,-0.01,-0.113701,-0.12,-0.45,-0.23,0.01,-0.14,-0.25,-0.34,-0.43,-0.1,-0.2,-0.04,-0.18,-0.43,-0.18,-0.32,-0.04,-0.51,-0.25,0.03,0.24,0.12,-0.36,-0.36,-0.29,-0.4,-0.64,-0.15,-0.43,-0.42,-0.6,0.2,-0.06,-0.07,-0.12,0.31,-0.07,-0.51,-0.51,0.07,0.12,-0.1,-0.14,0.28,0.31,0.19,1.21,-0.67,-0.4,-0.51,-0.29,-0.2,1.08,1.1,0.77,-0.09,0.06,0.04,-0.34,-0.34,-0.38,-0.32,01.04@14.10@16.19.03@42.19,1497
-0.18,0.14,-0.06,0.54,0.16,-0.25,0.26,0.33,0.06,-0.098992,-0.2,-0.22,-0.12,-0.22,0.29,-0.01,-0.2,-0.23,-0.1,-0.71,-0.58,-0.58,-0.34,-0.04,-0.18,-0.45,-0.29,-0.34,-0.58,-0.92,-0.97,-0.56,-0.4,-0.066026,-0.15,0.7,-0.04,0.82,0.59,0.24,0.96,-0.1,0.15,-0.1,-1.15,0.45,-0.76,-0.15,0.3,0.21,0.1,0.31,-0.14,-0.2,-0.09,-0.94,1.01,0.89,-0.14,0.28,0.12,0.44,-0.36,0.9,-0.89,-0.56,-1,-0.86,-0.03,0.42,0.99,0.08,-0.2,-0.47,-0.14,-0.27,-0.51,-0.27,-0.69,10.03.01@18.02.03,1498
-0.51,-0.38,-0.49,-0.23,-0.15,0.03,-0.12,-0.27,0.07,0.33,0.11,-0.07,0.03,-0.17,-0.22,-0.078308,-0.25,-0.04,-0.27,-0.17,0.07,-0.22,0.07,-0.04,0.16,0.53,0.29,0.64,0.4,0.51,0.38,0.7,-0.58,-0.58,-0.15,-0.1,-0.09,-0.01,-0.01,0.18,0.26,0.01,-0.09,-0.18,0.18,0.04,0.16,0.04,-0.06,-0.64,-0.81,-0.76,-0.69,0.11,-0.32,-0.18,-0.09,0.1,0.44,-0.34,0.16,0.16,-0.32,0.84,-0.36,-0.54,-0.67,-0.352554,0.61,0.83,1.08,0.55,0.01,-0.4,-0.29,-0.38,-0.54,-0.4,-1.22,20.01.10@20.09.04,1499
-0.09,-0.74,-1,-0.45,-0.27,0.04,0.2,0.16,0.12,-0.1,-0.42,-0.2,-0.22,-0.2,-0.45,-0.38,-0.17,-0.15,0.62,-0.15,-0.27,0.43,0.76,0.29,0.18,-0.07,-0.32,0.1,0.21,-0.54,-0.62,-0.22,0.01,0.67,0.24,0.23,0.2,0.11,0.2,0.24,0.01,0.08,0.12,0.36,-0.03,-0.38,-0.1,-0.32,-0.54,0.1,-0.27,-0.2,0.07,-0.49,-0.64,-0.43,-1.43,-0.42,0.14,0.23,-0.07,-0.09,-0.47,0.77,-0.54,-0.89,-1.09,-0.92,0.61,0.38,1.15,1.62,0.01,-0.12,0.41,-0.29,-0.69,-0.22,-0.94,10.01.09.05@11.02.03.01.04@11.02.03.04@14.07.04,1500
-0.14,-0.36,-0.6,-0.110353,-0.47,-0.102852,-0.23,-0.06,-0.67,-0.09,-0.84,-0.2,-0.42,-0.43,-0.69,-0.22,0.04,-0.34,0.38,-0.49,-0.34,-0.34,-0.12,-0.29,-0.49,-0.86,-0.62,-0.71,0.9,-0.64,-1.09,-0.69,-1.18,-0.71,-0.89,-1.12,-1.12,-0.86,-1.69,-0.92,0.06,-0.54,-0.92,-0.69,-1.36,-1.03,-1.03,-0.71,-0.22,-0.3,0.19,0.15,-0.17,-0.51,-0.17,-0.4,0.3,0.57,0.32,0.14,0.31,0.26,-0.03,0.82,-1.15,-0.36,-0.89,-0.42,0.07,0.55,0.89,0.58,-0.54,-0.45,-0.1,-0.18,-0.3,0.7,0.26,10.01.09.05@10.03.02@11.02.03.04@14.07.04,1501
-0.23,0.06,-0.09,0.06,-0.45,-0.45,-0.32,0.06,-0.56,-0.2,-0.29,-0.32,-0.22,-0.58,0.52,-0.32,-0.51,-0.06,-0.15,-0.51,-0.56,-0.4,0.1,-0.09,0.07,-0.07,-0.67,0.24,-0.36,-0.84,-0.79,-0.2,-0.12,-0.07,-0.54,-0.23,-0.47,-0.43,-0.07,0.2,-0.43,-0.43,-0.43,-0.14,-0.64,-0.09,-0.45,0.12,-0.04,0.01,-0.03,0.14,0.25,-0.12,-0.03,0.01,-0.25,-0.34,-0.18,0.18,0.1,0.46,0.19,0.29,-0.94,-0.320788,-0.64,-0.56,0.07,0.65,1,-0.06,0.15,-0.000136,0.11,-0.23,0.04,0.01,-0.03,10.03.01@11.04.03.01,1502
-0.4,0.24,-0.22,-0.36,-0.49,0.04,-0.14,-0.01,0.12,-0.2,-0.12,-0.18,-0.22,-0.09,0.11,0.41,-0.09,-0.04,-0.29,-0.34,-0.29,-0.2,-0.42,-0.23,0.1,0.11,0.06,0.55,0.08,0.33,0.24,0.19,0.03,-0.34,-0.32,0.01,-0.42,-0.080071,-0.22,-0.6,-0.56,-0.1,0.16,-0.32,-0.51,-0.69,-0.74,-0.03,-0.18,0.08,-0.45,-0.22,-0.1,-0.45,-1,-0.51,0.2,0.01,0.16,-0.25,-0.14,0.24,0.38,0.04,-1.09,-0.64,-0.282466,-0.69,0.08,0.38,0.8,0.52,0.19,-0.000136,-0.06,-0.42,-0.64,-0.36,-0.01,20.01.01.07.07@34.01.03.03,1503
0.31,0.24,0.14,-0.01,-0.03,-0.01,-0.12,0.01,0.07,-0.36,0.1,0.03,0.16,-0.04,-0.06,0.08,-0.27,-0.22,-0.32,-0.17,-0.23,-0.22,-0.25,-0.09,0.07,-0.07,-0.43,-0.04,-0.09,-0.12,-0.32,0.01,1.57,0.18,-0.51,-2.06,-0.45,-0.29,0.06,0.07,-0.14,0.32,0.39,-0.4,-0.04,-0.45,-0.94,-0.34,-0.27,-0.15,-0.79,-0.81,-1.06,-0.54,-0.76,-0.69,-0.1,-0.4,0.23,0.28,0.36,-0.1,0.44,0.48,-0.56,-0.84,-0.51,-1,0.36,0.3,0.86,0.96,-0.1,0.14,0.44,-0.15,-0.3,0.39,-0.27,01.04@01.06@14.07.02.02@42.01,1504
-0.42,-0.09,-0.3,0.1,-0.23,-0.04,-0.32,-0.25,-0.27,0.08,-0.34,0.07,-0.12,-0.49,-0.58,-0.27,-0.06,-0.14,0.69,0.18,-0.14,-0.12,0.04,0.18,-0.06,0.00995,-0.027384,0.06,0.2,-0.027305,0.03,0.04,0.1,0.29,0.15,-0.32,-0.1,-0.22,0.07,0.89,0.06,0.06,-0.1,0.52,0.42,0.25,0.51,-0.15,-0.1,-0.4,-0.54,-0.45,-0.43,0.11,-0.22,-0.18,-0.15,-0.06,0.12,0.03,0.45,0.3,0.21,0.92,-0.56,0.78,-0.62,-1.36,0.3,1.2,1.16,-0.120175,0.1,-0.06,0.14,-0.18,-0.15,0.38,-0.23,11.02.03.01.01@11.02.03.04,1505
-0.116986,-0.07,-0.6,-0.4,-0.38,0.01,-0.07,0.01,-0.36,0.07,-0.6,-0.09,-0.09,-0.54,-0.67,-0.38,-0.07,-0.42,-0.09,0.07,0.06,0.16,0.39,0.3,0.07,0.03,-0.3,0.06,0.34,-0.14,-0.86,0.04,0.26,0.45,0.56,0.26,0.45,0.4,0.3,0.99,0.32,0.41,0.29,0.06,0.1,0.06,0.21,-0.4,-0.1824,0.39,0.24,-0.22,-0.15,-0.51,-0.51,-0.6,0.08,0.58,0.08,0.26,0.6,0.04,-0.14,1.13,-0.23,-0.01,-0.62,-0.89,0.5,0.95,1.25,0.59,-0.07,-0.1,0.32,-0.09,-0.27,0.65,0.06,01.07.01,1506
0.18,-0.34,0.26,-0.04,0.3,0.39,0.11,-0.082162,-0.040729,0.25,0.3,-0.1,-0.2,-0.01,0.33,-0.42,0.24,0.38,-0.51,-0.54,-0.49,-0.06,-0.42,-0.43,-0.81,-0.4,-0.22,-0.18,-0.45,-0.36,-0.43,-0.62,-0.58,-0.1,-0.17,-0.17,-0.18,-0.2,-0.14,-0.15,-0.36,-0.47,-0.4,-0.14,-0.38,-0.49,-0.51,0.11,-0.2,-0.01,0.2,0.37,0.1,0.04,0.1,0.14,-0.12,0.24,0.11,-0.32,0.1,0.52,-0.17,0.48,-0.71,-0.49,-0.64,-0.6,0.42,0.36,0.28,-0.14,0.06,0.18,0.06,-0.67,-0.64,-1.4,-0.51,20.09.07@20.09.16.09.03@40.01@42.04@43.01.03.05,1507
-0.18,-0.4,-0.06,-0.22,-0.22,-0.18,-0.01,0.11,-0.040729,0.06,-0.25,0.1,-0.14,-0.07,0.04,-0.09,0.32,0.06,0.36,-0.38,-0.3,-0.096654,-0.1,-0.09,-0.25,-0.04,-0.18,-0.15,-0.18,-0.29,-0.09,-0.25,-0.25,0.2,0.04,-0.27,-0.22,-0.2,-0.25,-0.27,-0.3,-0.17,-0.58,-0.62,-0.04,-0.15,-0.17,-0.18,-0.45,-0.62,0.01,-0.06,-0.03,-0.12,-0.14,0.01,0.2,-0.06,0.04,0.03,0.16,-0.1,-0.29,0.25,-0.51,-0.06,-0.282466,-0.15,-0.22,0.42,1.02,0.7,-0.84,-0.62,0.19,-0.3,-0.58,0.26,0.03,01.05.25@11.02.03.01.01@11.02.03.04,1508
0.08,-0.34,-0.03,-0.32,-0.075391,-0.36,0.15,-0.12,0.11,0.04,-0.17,-0.25,-0.01,-0.255828,0.03,-0.15,-0.01,-0.22,-0.81,-0.09,-0.1,-0.14,-0.01,-0.14,-0.25,-0.23,0.06,0.07,-0.32,0.18,-0.01,0.04,-0.23,-0.06,-0.06,-0.18,-0.45,-0.17,-0.51,-0.14,-0.22,-0.42,-0.38,0.06,-0.34,-0.34,-0.38,-0.36,-0.1824,-0.4,-0.71,0.34,-0.81,0.57,-0.51,0.36,0.38,-0.2,0.14,-0.58,0.57,0.34,0.12,0.44,-0.74,-0.4,-0.51,-0.56,0.12,0.51,1.08,0.18,-0.040339,0.03,0.1,-0.32,-0.17,0.19,-0.23,10.01.03@10.01.05.01,1509
-0.14,0.67,-0.07,0.19,0.12,-0.25,-0.15,0.12,-0.1,-0.22,0.08,-0.38,-0.1,-0.2,0.07,-0.62,0.08,-0.18,0.51,-0.25,0.06,-0.3,-0.12,-0.15,-0.17,-0.1,0.14,-0.36,-0.97,0.07,-0.27,-0.3,0.18,0.08,-0.01,-0.03,0.01,0.08,-0.025903,-0.25,0.31,0.16,0.07,0.03,0.06,-0.04,-0.25,-0.4,-0.54,-0.42,-0.45,-0.09,-0.71,-0.07,-0.36,-0.250609,-0.12,-0.38,-0.15,0.01,0.36,0.61,-0.64,-0.18,-0.56,-0.69,-0.42,-0.09,0.4,0.63,1.19,0.77,-0.1,-0.12,0.03,-0.15,-0.1,0.33,0.55,01.04@10.03.01.01.03@14.07.03@30.01.05.01@43.01.03.05,1510
-0.22,-0.25,-0.4,-0.27,-0.32,-0.32,-0.18,-0.36,-0.25,-0.29,-0.36,-0.18,-0.3,-0.56,-0.27,-0.42,-0.1,0.53,-0.45,-0.6,-0.49,-0.2,-0.38,-0.07,-0.07,-0.36,-0.22,-0.06,-0.43,-0.62,-0.67,-0.34,0.04,-0.1,-0.25,-0.32,-0.32,-0.18,-0.25,-0.06,-0.18,-0.38,-0.3,0.48,-0.36,-0.22,-0.2,-0.47,-0.4,-0.15,0.15,0.01,-0.1,-0.23,0.14,-0.49,-0.18,0.45,-0.03,-0.42,0.2,0.19,-0.18,0.11,-0.22,-0.34,-0.18,-0.23,-0.15,0.63,0.3,0.42,-0.18,-0.18,0.19,-0.17,-0.22,0.28,0.01,10.03.01.01.11@16.01@20.09.14@40.01@42.04@43.01.03.05,1511
-0.25,-0.47,-0.42,-0.23,-0.12,-0.12,-0.25,-0.17,-0.03,-0.36,0.37,-0.4,-0.18,-0.47,0.37,-0.25,-0.06,-0.12,-0.54,-0.64,-0.6,-0.01,-0.36,-0.25,-0.79,-0.67,-0.38,-0.38,-0.69,-0.43,-0.84,-0.64,0.06,-1.06,-0.09,0.01,0.31,0.36,0.23,-0.09,-0.2,0.01,-0.76,-0.43,-0.22,-0.45,-1.32,-0.38,-0.45,-0.2,-0.286889,-0.17,-0.18,-0.27,-0.4,0.26,0.01,-0.22,-0.51,-0.51,1.67,0.16,-0.25,0.34,-1.15,-0.34,-1.15,-0.94,0.15,-0.22,0.86,-0.25,-0.040339,-0.000136,-0.06,-0.45,-0.45,-0.45,-0.25,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,1512
-0.15,-0.18,-0.18,0.16,-0.36,-0.54,-0.38,0.08,-0.14,-0.15,-0.23,-0.22,-0.38,-0.49,-0.22,-0.34,-0.22,-0.15,-0.06,-0.34,-0.22,-0.36,-0.3,-0.14,-0.56,-0.38,-0.6,-0.67,-0.62,-0.54,-0.81,-0.51,0.04,-0.07,-0.09,0.25,0.15,0.25,0.06,-0.18,0.19,0.01,0.08,-0.14,-0.27,-0.3,-0.49,-0.49,-0.4,-0.34,-0.01,0.08,-0.289446,-0.27,0.06,0.15,-0.38,-0.3,0.28,-0.42,0.49,-0.22,-0.18,0.58,-0.54,-0.25,-0.47,-0.29,-0.58,0.03,-0.09,-0.14,-0.2,-0.01,0.144266,-0.34,-0.43,-0.51,-0.1,10.01.03.05@10.01.05.01,1513
-0.23,-1.06,-0.47,-0.3,-0.45,-0.14,-0.07,-0.23,-0.3,-0.18,-0.47,-0.17,-0.06,-0.32,-0.01,-0.14,-0.109326,-0.3,-0.38,-0.15,-0.34,-0.34,-0.09,-0.17,-0.17,0.1,0.15,0.04,0.1,-0.04,-0.25,-0.04,-0.47,-0.17,0.1,0.42,-0.09,-0.29,-0.27,-0.04,0.03276,-0.01,-0.15,-1.03,-0.79,-0.38,-0.25,-0.45,-0.17,-0.14,-0.14,0.23,0.36,0.23,-0.09,0.23,-0.07,0.01,-0.4,-0.14,-0.23,-0.74,-0.07,-0.04,-1.06,-0.36,-0.97,-0.12,-0.32,0.1,0.1,0.24,-0.14,-0.36,0.12,-0.27,-0.1,0.08,-0.71,10.01.09.05@11.02.03.01@11.02.03.04@14.07.04@18.02.09@42.10.03,1514
0.07,-0.81,-0.34,-0.29,0.03,0.25,0.3,-0.2,-0.23,-0.36,-0.29,-0.43,-0.14,-0.18,-0.12,-0.4,0.2,0.18,-0.4,-0.64,-0.64,-0.27,-0.27,-0.09,-0.1,-0.32,-0.49,-0.56,-0.34,-0.54,-0.94,-0.42,-0.03,0.12,0.51,-0.94,-0.56,-0.43,-0.43,0.83,-0.04,-0.86,-0.49,0.04,-0.74,-0.04,-0.76,-0.42,-0.45,-0.07,0.51,0.41,0.2,-0.67,0.2,-0.27,-0.62,-0.03,0.01,-0.97,-0.4,-0.06,-0.2,0.36,-0.38,-0.67,-0.25,-0.25,0.08,0.7,0.55,0.31,-0.03,0.06,0.19,-0.6,-0.45,-0.54,0.07,01.05@01.06.02.01@14.07.01@42.01,1515
0.31,-0.25,-0.38,-0.09,-0.03,-0.34,-0.03,-0.15,-0.040729,-0.36,-0.3,-0.22,0.07,-0.51,-0.22,-0.14,-0.22,-0.22,-0.49,-0.17,-0.06,-0.07,-0.07,-0.03,-0.23,-0.12,0.12,0.36,-0.47,-0.15,-0.09,-0.29,0.04,-1,-0.22,0.4,0.23,-0.54,-1.12,-0.38,0.2,0.12,-0.38,-0.56,-0.86,-0.58,-0.58,0.12,0.54,-0.01,-0.42,-0.23,-0.58,0.65,-0.29,-0.49,-0.212164,-0.92,0.11,-0.2,1.1,0.36,0.43,0.93,-0.22,-0.81,-0.17,-0.22,-0.18,0.4,-0.059751,-0.17,0.16,-0.12,-0.07,-0.47,-0.56,-0.09,-0.18,11.02.03.04@16.03.01,1516
